DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR042,2016,315529,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR042,2017,313072,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR042,2018,310561,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR042,2019,309306,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR042,2020,309611,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR043,2001,139728,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR043,2002,138941,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR043,2003,138139,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR043,2004,137305,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR043,2005,136629,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR043,2006,136302,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR043,2007,135553,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR043,2008,134666,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR043,2009,134126,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR043,2010,133781,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR043,2011,133063,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR043,2012,132267,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR043,2013,131392,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR043,2014,130510,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR043,2015,129547,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR043,2016,128469,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR043,2017,127060,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR043,2018,125849,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR043,2019,124786,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR043,2020,124407,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR044,2001,180869,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR044,2002,180400,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR044,2003,179733,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR044,2004,178928,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR044,2005,178433,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR044,2006,178261,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR044,2007,177905,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR044,2008,177601,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR044,2009,177075,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR044,2010,176628,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR044,2011,176095,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR044,2012,175585,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR044,2013,174854,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR044,2014,173974,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR044,2015,172775,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR044,2016,171320,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR044,2017,169805,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR044,2018,167768,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR044,2019,166658,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR044,2020,165885,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR045,2001,121689,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR045,2002,121277,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR045,2003,120650,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR045,2004,119960,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR045,2005,119290,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR045,2006,118839,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR045,2007,118117,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR045,2008,117588,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR045,2009,117113,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR045,2010,116435,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR045,2011,115800,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR045,2012,115148,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR045,2013,114580,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR045,2014,114089,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR045,2015,113019,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR045,2016,111782,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR045,2017,110129,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR045,2018,108454,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR045,2019,107076,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR045,2020,105886,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR046,2001,113973,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR046,2002,114158,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR046,2003,114131,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR046,2004,114106,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR046,2005,114055,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR046,2006,114075,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR046,2007,113958,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR046,2008,113830,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR046,2009,113767,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR046,2010,113862,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR046,2011,113856,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR046,2012,113693,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR046,2013,113545,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR046,2014,113284,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR046,2015,112858,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR046,2016,112371,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR046,2017,111669,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR046,2018,110456,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR046,2019,109537,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR046,2020,109130,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR047,2001,130217,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR047,2002,129438,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR047,2003,128518,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR047,2004,127445,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR047,2005,126528,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR047,2006,125577,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR047,2007,124517,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR047,2008,123308,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR047,2009,122370,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR047,2010,121325,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR047,2011,120139,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR047,2012,118722,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR047,2013,117508,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR047,2014,116160,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR047,2015,114805,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR047,2016,112848,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR047,2017,110841,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR047,2018,108829,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR047,2019,107186,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR047,2020,105554,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR048,2001,92294,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR048,2002,91679,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR048,2003,91224,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR048,2004,90710,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR048,2005,89697,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR048,2006,89092,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR048,2007,88362,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR048,2008,87559,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR048,2009,86913,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR048,2010,85836,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR048,2011,85041,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR048,2012,84273,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR048,2013,83437,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR048,2014,82612,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR048,2015,81498,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR048,2016,79886,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR048,2017,78239,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR048,2018,76131,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR048,2019,74521,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR048,2020,72843,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR049,2001,83492,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR049,2002,83322,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR049,2003,83028,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR049,2004,82612,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR049,2005,82174,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR049,2006,81727,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR049,2007,81145,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR049,2008,80562,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR049,2009,80017,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR049,2010,79126,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR049,2011,78287,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR049,2012,77256,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR049,2013,76168,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR049,2014,75446,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR049,2015,74452,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR049,2016,72769,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR049,2017,70937,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR049,2018,68708,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR049,2019,67028,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR049,2020,65614,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04A,2001,164642,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04A,2002,164886,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04A,2003,164391,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04A,2004,163791,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04A,2005,163207,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04A,2006,162904,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04A,2007,162375,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04A,2008,161874,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04A,2009,161329,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04A,2010,160161,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04A,2011,158886,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04A,2012,157850,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04A,2013,156681,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04A,2014,154987,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04A,2015,152834,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04A,2016,149769,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04A,2017,146288,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04A,2018,141857,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04A,2019,138804,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04A,2020,136429,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04B,2001,318415,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04B,2002,318576,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04B,2003,318223,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04B,2004,316981,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04B,2005,315925,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04B,2006,314458,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04B,2007,312424,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04B,2008,310045,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04B,2009,308696,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04B,2010,307346,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04B,2011,305526,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04B,2012,303904,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04B,2013,301961,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04B,2014,299715,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04B,2015,296685,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04B,2016,292494,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04B,2017,287124,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04B,2018,280145,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04B,2019,275056,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04B,2020,270877,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04C,2001,190486,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04C,2002,190321,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04C,2003,189111,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04C,2004,187631,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04C,2005,186625,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04C,2006,185684,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04C,2007,184739,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04C,2008,184209,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04C,2009,183593,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04C,2010,182149,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04C,2011,180093,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04C,2012,178309,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04C,2013,176885,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04C,2014,174593,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04C,2015,171395,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04C,2016,167721,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04C,2017,163324,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04C,2018,156599,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04C,2019,152494,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04C,2020,149489,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04D,2001,140809,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04D,2002,139861,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04D,2003,138624,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04D,2004,137584,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04D,2005,136580,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04D,2006,135489,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04D,2007,134337,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04D,2008,133225,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04D,2009,132131,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04D,2010,130570,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04D,2011,129280,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04D,2012,127708,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04D,2013,126299,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04D,2014,124820,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04D,2015,123000,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04D,2016,121261,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04D,2017,119464,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04D,2018,117453,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04D,2019,116166,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04D,2020,114804,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04E,2001,189901,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04E,2002,189020,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04E,2003,187826,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04E,2004,186609,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04E,2005,185513,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04E,2006,183904,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04E,2007,182213,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04E,2008,180026,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04E,2009,178031,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04E,2010,175670,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04E,2011,173222,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04E,2012,170600,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04E,2013,168229,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04E,2014,165166,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04E,2015,162345,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04E,2016,158811,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04E,2017,155251,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04E,2018,150444,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04E,2019,147216,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR04E,2020,144599,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR050,2020,809235,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR050,2021,808785,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR061,2020,109130,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR061,2021,108631,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR062,2020,165885,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR062,2021,164809,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR063,2020,105886,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR063,2021,104981,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR064,2020,124407,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR064,2021,123792,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR065,2020,309611,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HR065,2021,309854,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HU110,2001,1759209,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HU110,2002,1739569,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HU110,2003,1719342,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HU110,2004,1705309,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HU110,2005,1697343,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HU110,2006,1698106,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HU110,2007,1696128,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HU110,2008,1702297,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HU110,2009,1712210,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HU110,2010,1721556,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HU110,2011,1733685,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HU110,2012,1727495,b
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HU110,2013,1735711,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,JAN,HU110,2014,1744665,
