DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA37,2020,0.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA38,2000,4.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA38,2001,4.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA38,2002,2.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA38,2003,0.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA38,2004,0.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA38,2005,-1.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA38,2006,-2.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA38,2007,-3.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA38,2008,-4.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA38,2009,-2.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA38,2010,-1.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA38,2011,-1.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA38,2012,1.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA38,2013,1.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA38,2014,4.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA38,2015,15.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA38,2016,2.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA38,2017,0.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA38,2018,2.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA38,2019,2.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA38,2020,0.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA41,2000,2.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA41,2001,5.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA41,2002,5.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA41,2003,12.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA41,2004,-0.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA41,2005,-2.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA41,2006,-1.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA41,2007,-1.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA41,2008,-2.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA41,2009,0.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA41,2010,1.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA41,2011,1.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA41,2012,4.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA41,2013,3.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA41,2014,3.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA41,2015,10.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA41,2016,1.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA41,2017,-2.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA41,2018,4.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA41,2019,1.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA41,2020,-1.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA42,2000,4.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA42,2001,5.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA42,2002,3.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA42,2003,1.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA42,2004,4.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA42,2005,1.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA42,2006,1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA42,2007,0.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA42,2008,-0.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA42,2009,-0.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA42,2010,1.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA42,2011,2.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA42,2012,3.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA42,2013,3.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA42,2014,6.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA42,2015,17.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA42,2016,3.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA42,2017,3.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA42,2018,3.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA42,2019,2.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA42,2020,0.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA43,2000,4.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA43,2001,4.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA43,2002,3.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA43,2003,0.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA43,2004,0.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA43,2005,0.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA43,2006,-0.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA43,2007,-0.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA43,2008,-2.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA43,2009,-2.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA43,2010,-2.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA43,2011,-1.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA43,2012,0.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA43,2013,3.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA43,2014,3.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA43,2015,14.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA43,2016,-1.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA43,2017,4.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA43,2018,0.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA43,2019,2.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA43,2020,3.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA44,2000,0.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA44,2001,-1.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA44,2002,-0.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA44,2003,-1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA44,2004,-2.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA44,2005,-3.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA44,2006,-3.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA44,2007,-7.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA44,2008,-6.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA44,2009,-5.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA44,2010,-4.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA44,2011,-4.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA44,2012,-3.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA44,2013,-1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA44,2014,3.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA44,2015,12.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA44,2016,-12.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA44,2017,1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA44,2018,-2.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA44,2019,1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA44,2020,-0.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA45,2000,0.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA45,2001,0.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA45,2002,0.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA45,2003,-2.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA45,2004,-1.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA45,2005,-2.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA45,2006,-2.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA45,2007,-2.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA45,2008,-4.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA45,2009,-3.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA45,2010,-2.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA45,2011,-1.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA45,2012,-0.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA45,2013,0.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA45,2014,2.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA45,2015,19.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA45,2016,-3.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA45,2017,3.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA45,2018,0.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA45,2019,0.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA45,2020,1.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA46,2000,2.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA46,2001,2.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA46,2002,3.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA46,2003,0.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA46,2004,-0.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA46,2005,-0.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA46,2006,-1.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA46,2007,-2.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA46,2008,-3.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA46,2009,-2.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA46,2010,-2.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA46,2011,-2.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA46,2012,0.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA46,2013,1.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA46,2014,2.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA46,2015,15.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA46,2016,-1.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA46,2017,0.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA46,2018,1.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA46,2019,1.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA46,2020,2.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA47,2000,4.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA47,2001,6.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA47,2002,4.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA47,2003,0.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA47,2004,4.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA47,2005,1.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA47,2006,-0.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA47,2007,-2.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA47,2008,-0.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA47,2009,-0.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA47,2010,1.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA47,2011,3.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA47,2012,1.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA47,2013,1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA47,2014,7.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA47,2015,16.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA47,2016,1.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA47,2017,-0.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA47,2018,4.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA47,2019,2.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA47,2020,0.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA51,2000,-0.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA51,2001,1.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA51,2002,0.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA51,2003,0.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA51,2004,5.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA51,2005,-2.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA51,2006,-0.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA51,2007,-1.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA51,2008,-3.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA51,2009,-1.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA51,2010,0.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA51,2011,3.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA51,2012,3.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA51,2013,3.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA51,2014,4.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA51,2015,12.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA51,2016,4.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA51,2017,5.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA51,2018,0.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA51,2019,6.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA51,2020,0.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA52,2000,0.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA52,2001,3.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA52,2002,5.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA52,2003,1.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA52,2004,1.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA52,2005,2.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA52,2006,2.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA52,2007,1.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA52,2008,-1.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA52,2009,-1.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA52,2010,2.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA52,2011,4.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA52,2012,4.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA52,2013,10.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA52,2014,9.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA52,2015,12.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA52,2016,0.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA52,2017,3.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA52,2018,2.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA52,2019,3.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA52,2020,1.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA53,2000,-7.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA53,2001,-3.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA53,2002,-2.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA53,2003,-2.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA53,2004,-3.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA53,2005,-5.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA53,2006,-3.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA53,2007,-6.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA53,2008,-4.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA53,2009,-6.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA53,2010,-3.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA53,2011,-0.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA53,2012,-0.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA53,2013,3.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA53,2014,7.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA53,2015,16.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA53,2016,-0.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA53,2017,0.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA53,2018,9.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA53,2019,2.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA53,2020,4.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA54,2000,3.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,DEA54,2001,7.5,
