DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL022,2013,488.3,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL022,2014,499.2,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL022,2015,507.3,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL022,2016,515.8,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL022,2017,528.2,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL022,2018,538.2,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL022,2019,544.9,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL031,2012,80.7,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL031,2013,79.1,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL031,2014,77.6,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL031,2015,76.0,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL031,2016,74.2,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL031,2017,72.0,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL031,2018,70.1,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL031,2019,68.6,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL032,2012,169.2,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL032,2013,167.0,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL032,2014,164.7,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL032,2015,162.8,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL032,2016,161.3,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL032,2017,159.5,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL032,2018,157.4,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL032,2019,155.2,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL033,2012,26.0,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL033,2013,25.2,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL033,2014,24.5,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL033,2015,23.9,
