DATAFLOW,LAST UPDATE,freq,unit,c_birth,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,1999,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,2000,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,2001,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,2002,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,2003,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,2004,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,2005,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,2006,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,2007,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,2008,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,2009,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,2010,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,2011,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,2012,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,2013,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,2014,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,2015,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,2016,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,2017,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,2018,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,2019,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,2020,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,2021,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT11,2022,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,1999,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,2000,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,2001,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,2002,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,2003,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,2004,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,2005,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,2006,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,2007,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,2008,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,2009,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,2010,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,2011,8.8,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,2012,8.6,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,2013,8.1,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,2014,7.1,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,2015,10.9,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,2016,10.8,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,2017,7.3,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,2018,4.9,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,2019,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,2020,7.0,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,2021,8.6,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT12,2022,6.8,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,1999,6.8,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,2000,8.8,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,2001,6.4,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,2002,7.7,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,2003,6.3,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,2004,10.9,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,2005,9.4,b
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,2006,9.3,
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,2007,8.2,b
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,2008,7.2,
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,2009,7.2,
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,2010,7.8,
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,2011,8.4,
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,2012,8.5,
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,2013,8.8,
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,2014,10.0,
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,2015,11.1,
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,2016,10.1,
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,2017,8.8,
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,2018,8.8,
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,2019,8.0,
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,2020,10.0,
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,2021,11.9,b
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT13,2022,7.8,
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,1999,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,2000,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,2001,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,2002,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,2003,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,2004,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,2005,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,2006,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,2007,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,2008,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,2009,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,2010,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,2011,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,2012,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,2013,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,2014,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,2015,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,2016,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,2017,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,2018,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,2019,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,2020,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,2021,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT21,2022,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,1999,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,2000,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,2001,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,2002,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,2003,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,2004,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,2005,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,2006,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,2007,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,2008,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,2009,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,2010,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,2011,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,2012,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,2013,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,2014,9.2,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,2015,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,2016,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,2017,7.0,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,2018,7.4,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,2019,7.7,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,2020,9.6,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,2021,9.4,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT22,2022,7.2,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,1999,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,2000,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,2001,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,2002,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,2003,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,2004,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,2005,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,2006,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,2007,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,2008,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,2009,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,2010,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,2011,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,2012,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,2013,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,2014,7.5,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,2015,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,2016,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,2017,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,2018,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,2019,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,2020,7.4,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,2021,4.9,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT31,2022,5.0,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,1999,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,2000,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,2001,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,2002,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,2003,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,2004,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,2005,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,2006,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,2007,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,2008,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,2009,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,2010,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,2011,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,2012,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,2013,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,2014,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,2015,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,2016,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,2017,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,2018,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,2019,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,2020,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,2021,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT32,2022,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,1999,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,2000,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,2001,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,2002,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,2003,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,2004,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,2005,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,2006,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,2007,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,2008,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,2009,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,2010,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,2011,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,2012,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,2013,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,2014,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,2015,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,2016,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,2017,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,2018,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,2019,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,2020,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,2021,,bu
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT33,2022,5.3,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT34,1999,,u
ESTAT:LFST_R_LFUR2GAC(1.0),27/04/23 03:08:00,A,PC,EU27_2020_FOR,T,Y15-64,AT34,2000,,u
