country,year,nuts2016,nutslevel,regionname,type,sum_farright,sum_eurosceptic,sum_populist
Austria,1990,AT111,3,Mittelburgenland,Parliament,0.07796509247888057,0.07796509247888057,0.07796509247888057
Austria,1990,AT112,3,Nordburgenland,Parliament,0.11793584128092241,0.11793584128092241,0.11793584128092241
Austria,1990,AT113,3,Sudburgenland,Parliament,0.1048614994030798,0.1048614994030798,0.1048614994030798
Austria,1990,AT121,3,Mostviertel-Eisenwurzen,Parliament,0.10270494140651522,0.10270494140651522,0.10270494140651522
Austria,1990,AT122,3,Niederosterreich-Sud,Parliament,0.1181829469928178,0.1181829469928178,0.1181829469928178
Austria,1990,AT123,3,Sankt Polten,Parliament,0.12752465128163437,0.12752465128163437,0.12752465128163437
Austria,1990,AT124,3,Waldviertel,Parliament,0.1015953541152126,0.1015953541152126,0.1015953541152126
Austria,1990,AT125,3,Weinviertel,Parliament,0.09883615751070374,0.09883615751070374,0.09883615751070374
Austria,1990,AT126,3,Wiener Umland/Nordteil,Parliament,0.13223810841954153,0.13223810841954153,0.13223810841954153
Austria,1990,AT127,3,Wiener Umland/Sudteil,Parliament,0.1422244454747322,0.1422244454747322,0.1422244454747322
Austria,1990,AT130,3,Wien,Parliament,0.15363349638719595,0.15363349638719595,0.15363349638719595
Austria,1990,AT211,3,Klagenfurt-Villach,Parliament,0.3033036818285495,0.3033036818285495,0.3033036818285495
Austria,1990,AT212,3,Oberkarnten,Parliament,0.3060706907003501,0.3060706907003501,0.3060706907003501
Austria,1990,AT213,3,Unterkarnten,Parliament,0.2752919615527091,0.2752919615527091,0.2752919615527091
Austria,1990,AT221,3,Graz,Parliament,0.1774837010491775,0.1774837010491775,0.1774837010491775
Austria,1990,AT222,3,Liezen,Parliament,0.1772328920380384,0.1772328920380384,0.1772328920380384
Austria,1990,AT223,3,Ostliche Obersteiermark,Parliament,0.1492422026742259,0.1492422026742259,0.1492422026742259
Austria,1990,AT224,3,Oststeiermark,Parliament,0.1541051714606403,0.1541051714606403,0.1541051714606403
Austria,1990,AT225,3,West-und Sudsteiermark,Parliament,0.1503118937010613,0.1503118937010613,0.1503118937010613
Austria,1990,AT226,3,Westliche Obersteiermark,Parliament,0.16212194389693116,0.16212194389693116,0.16212194389693116
Austria,1990,AT311,3,Innviertel,Parliament,0.1858940447400242,0.1858940447400242,0.1858940447400242
Austria,1990,AT312,3,Linz-Wels,Parliament,0.15988429514113248,0.15988429514113248,0.15988429514113248
Austria,1990,AT313,3,Muhlviertel,Parliament,0.09288861131272894,0.09288861131272894,0.09288861131272894
Austria,1990,AT314,3,Steyr-Kirchdorf,Parliament,0.15123654606935266,0.15123654606935266,0.15123654606935266
Austria,1990,AT315,3,Traunviertel,Parliament,0.16896879670304787,0.16896879670304787,0.16896879670304787
Austria,1990,AT321,3,Lungau,Parliament,0.20251889168765744,0.20251889168765744,0.20251889168765744
Austria,1990,AT322,3,Pinzgau-Pongau,Parliament,0.17167778712712878,0.17167778712712878,0.17167778712712878
Austria,1990,AT323,3,Salzburg und Umgebung,Parliament,0.21423645650887033,0.21423645650887033,0.21423645650887033
Austria,1990,AT331,3,Ausserfern,Parliament,0.15504576788337665,0.15504576788337665,0.15504576788337665
Austria,1990,AT332,3,Innsbruck,Parliament,0.16693451828327388,0.16693451828327388,0.16693451828327388
Austria,1990,AT333,3,Osttirol,Parliament,0.16676054471356153,0.16676054471356153,0.16676054471356153
Austria,1990,AT334,3,Tiroler Oberland,Parliament,0.11475378751967234,0.11475378751967234,0.11475378751967234
Austria,1990,AT335,3,Tiroler Unterland,Parliament,0.17917711833656744,0.17917711833656744,0.17917711833656744
Austria,1990,AT341,3,Bludenz-Bregenzer Wald,Parliament,0.14556896729598678,0.14556896729598678,0.14556896729598678
Austria,1990,AT342,3,Rheintal-Bodenseegebiet,Parliament,0.17209615180373136,0.17209615180373136,0.17209615180373136
Austria,1990,ATZZZ,3,Abroad votes,Parliament,0.1722799739660951,0.1722799739660951,0.1722799739660951
Austria,1994,AT111,3,Mittelburgenland,Parliament,0.1333803810868031,0.1333803810868031,0.1333803810868031
Austria,1994,AT112,3,Nordburgenland,Parliament,0.17073089368515862,0.17073089368515862,0.17073089368515862
Austria,1994,AT113,3,Sudburgenland,Parliament,0.16644201790122523,0.16644201790122523,0.16644201790122523
Austria,1994,AT121,3,Mostviertel-Eisenwurzen,Parliament,0.16168237714723194,0.16168237714723194,0.16168237714723194
Austria,1994,AT122,3,Niederosterreich-Sud,Parliament,0.17896255536169642,0.17896255536169642,0.17896255536169642
Austria,1994,AT123,3,Sankt Polten,Parliament,0.17836545224363484,0.17836545224363484,0.17836545224363484
Austria,1994,AT124,3,Waldviertel,Parliament,0.16684173308892689,0.16684173308892689,0.16684173308892689
Austria,1994,AT125,3,Weinviertel,Parliament,0.16234089101034208,0.16234089101034208,0.16234089101034208
Austria,1994,AT126,3,Wiener Umland/Nordteil,Parliament,0.19280748899234196,0.19280748899234196,0.19280748899234196
Austria,1994,AT127,3,Wiener Umland/Sudteil,Parliament,0.19286235852500913,0.19286235852500913,0.19286235852500913
Austria,1994,AT130,3,Wien,Parliament,0.22669672393554582,0.22669672393554582,0.22669672393554582
Austria,1994,AT211,3,Klagenfurt-Villach,Parliament,0.33742751236648716,0.33742751236648716,0.33742751236648716
Austria,1994,AT212,3,Oberkarnten,Parliament,0.3432604332299351,0.3432604332299351,0.3432604332299351
Austria,1994,AT213,3,Unterkarnten,Parliament,0.31393585524619083,0.31393585524619083,0.31393585524619083
Austria,1994,AT221,3,Graz,Parliament,0.24644762287347838,0.24644762287347838,0.24644762287347838
Austria,1994,AT222,3,Liezen,Parliament,0.2309927170648397,0.2309927170648397,0.2309927170648397
Austria,1994,AT223,3,Ostliche Obersteiermark,Parliament,0.2094020877431609,0.2094020877431609,0.2094020877431609
Austria,1994,AT224,3,Oststeiermark,Parliament,0.21973284169181176,0.21973284169181176,0.21973284169181176
Austria,1994,AT225,3,West-und Sudsteiermark,Parliament,0.22560064282844516,0.22560064282844516,0.22560064282844516
Austria,1994,AT226,3,Westliche Obersteiermark,Parliament,0.23900647000767627,0.23900647000767627,0.23900647000767627
Austria,1994,AT311,3,Innviertel,Parliament,0.26417245112398907,0.26417245112398907,0.26417245112398907
Austria,1994,AT312,3,Linz-Wels,Parliament,0.22694183916405375,0.22694183916405375,0.22694183916405375
Austria,1994,AT313,3,Muhlviertel,Parliament,0.15620504662458326,0.15620504662458326,0.15620504662458326
Austria,1994,AT314,3,Steyr-Kirchdorf,Parliament,0.223906195702131,0.223906195702131,0.223906195702131
Austria,1994,AT315,3,Traunviertel,Parliament,0.2223327703093547,0.2223327703093547,0.2223327703093547
Austria,1994,AT321,3,Lungau,Parliament,0.23926956224933868,0.23926956224933868,0.23926956224933868
Austria,1994,AT322,3,Pinzgau-Pongau,Parliament,0.21874926197954797,0.21874926197954797,0.21874926197954797
Austria,1994,AT323,3,Salzburg und Umgebung,Parliament,0.24600578650829907,0.24600578650829907,0.24600578650829907
Austria,1994,AT331,3,Ausserfern,Parliament,0.20047418335089567,0.20047418335089567,0.20047418335089567
Austria,1994,AT332,3,Innsbruck,Parliament,0.22994123629788676,0.22994123629788676,0.22994123629788676
Austria,1994,AT333,3,Osttirol,Parliament,0.16849738722405888,0.16849738722405888,0.16849738722405888
Austria,1994,AT334,3,Tiroler Oberland,Parliament,0.15149813485219205,0.15149813485219205,0.15149813485219205
Austria,1994,AT335,3,Tiroler Unterland,Parliament,0.24124947010564637,0.24124947010564637,0.24124947010564637
Austria,1994,AT341,3,Bludenz-Bregenzer Wald,Parliament,0.21850848138111012,0.21850848138111012,0.21850848138111012
Austria,1994,AT342,3,Rheintal-Bodenseegebiet,Parliament,0.24473366905454289,0.24473366905454289,0.24473366905454289
Austria,1994,ATZZZ,3,Abroad votes,Parliament,0.19539356787491116,0.19539356787491116,0.19539356787491116
Austria,1995,AT111,3,Mittelburgenland,Parliament,0.13695042095416277,0.13695042095416277,0.13695042095416277
Austria,1995,AT112,3,Nordburgenland,Parliament,0.16670446323473828,0.16670446323473828,0.16670446323473828
Austria,1995,AT113,3,Sudburgenland,Parliament,0.17569766557676222,0.17569766557676222,0.17569766557676222
Austria,1995,AT121,3,Mostviertel-Eisenwurzen,Parliament,0.1623666420196472,0.1623666420196472,0.1623666420196472
Austria,1995,AT122,3,Niederosterreich-Sud,Parliament,0.17161026485169206,0.17161026485169206,0.17161026485169206
Austria,1995,AT123,3,Sankt Polten,Parliament,0.16618354231270505,0.16618354231270505,0.16618354231270505
Austria,1995,AT124,3,Waldviertel,Parliament,0.1650516795865633,0.1650516795865633,0.1650516795865633
Austria,1995,AT125,3,Weinviertel,Parliament,0.15052083333333333,0.15052083333333333,0.15052083333333333
Austria,1995,AT126,3,Wiener Umland/Nordteil,Parliament,0.17442867294474534,0.17442867294474534,0.17442867294474534
Austria,1995,AT127,3,Wiener Umland/Sudteil,Parliament,0.1817184204660414,0.1817184204660414,0.1817184204660414
Austria,1995,AT130,3,Wien,Parliament,0.19983024524144904,0.19983024524144904,0.19983024524144904
Austria,1995,AT211,3,Klagenfurt-Villach,Parliament,0.3200275754358993,0.3200275754358993,0.3200275754358993
Austria,1995,AT212,3,Oberkarnten,Parliament,0.3428900951497449,0.3428900951497449,0.3428900951497449
Austria,1995,AT213,3,Unterkarnten,Parliament,0.3110933279983995,0.3110933279983995,0.3110933279983995
Austria,1995,AT221,3,Graz,Parliament,0.21415238034974168,0.21415238034974168,0.21415238034974168
Austria,1995,AT222,3,Liezen,Parliament,0.21528977992856319,0.21528977992856319,0.21528977992856319
Austria,1995,AT223,3,Ostliche Obersteiermark,Parliament,0.1794538678272449,0.1794538678272449,0.1794538678272449
Austria,1995,AT224,3,Oststeiermark,Parliament,0.2067131747483989,0.2067131747483989,0.2067131747483989
Austria,1995,AT225,3,West-und Sudsteiermark,Parliament,0.207052616293141,0.207052616293141,0.207052616293141
Austria,1995,AT226,3,Westliche Obersteiermark,Parliament,0.21377268490597073,0.21377268490597073,0.21377268490597073
Austria,1995,AT311,3,Innviertel,Parliament,0.26130880394815603,0.26130880394815603,0.26130880394815603
Austria,1995,AT312,3,Linz-Wels,Parliament,0.20980433450758157,0.20980433450758157,0.20980433450758157
Austria,1995,AT313,3,Muhlviertel,Parliament,0.15478986152724916,0.15478986152724916,0.15478986152724916
Austria,1995,AT314,3,Steyr-Kirchdorf,Parliament,0.21417184674805012,0.21417184674805012,0.21417184674805012
Austria,1995,AT315,3,Traunviertel,Parliament,0.2176709422104096,0.2176709422104096,0.2176709422104096
Austria,1995,AT321,3,Lungau,Parliament,0.26666666666666666,0.26666666666666666,0.26666666666666666
Austria,1995,AT322,3,Pinzgau-Pongau,Parliament,0.2414141192477342,0.2414141192477342,0.2414141192477342
Austria,1995,AT323,3,Salzburg und Umgebung,Parliament,0.2558827446888805,0.2558827446888805,0.2558827446888805
Austria,1995,AT331,3,Ausserfern,Parliament,0.2800835897138213,0.2800835897138213,0.2800835897138213
Austria,1995,AT332,3,Innsbruck,Parliament,0.2589468121443348,0.2589468121443348,0.2589468121443348
Austria,1995,AT333,3,Osttirol,Parliament,0.22399891591571244,0.22399891591571244,0.22399891591571244
Austria,1995,AT334,3,Tiroler Oberland,Parliament,0.2172605318030004,0.2172605318030004,0.2172605318030004
Austria,1995,AT335,3,Tiroler Unterland,Parliament,0.29876131234766296,0.29876131234766296,0.29876131234766296
Austria,1995,AT341,3,Bludenz-Bregenzer Wald,Parliament,0.26295131735877697,0.26295131735877697,0.26295131735877697
Austria,1995,AT342,3,Rheintal-Bodenseegebiet,Parliament,0.2792943919960883,0.2792943919960883,0.2792943919960883
Austria,1995,ATZZZ,3,Abroad votes,Parliament,0.16651285719746406,0.16651285719746406,0.16651285719746406
Austria,1996,AT111,3,Mittelburgenland,EP,0.17245817245817247,0.17245817245817247,0.17245817245817247
Austria,1996,AT112,3,Nordburgenland,EP,0.21375076734192755,0.21375076734192755,0.21375076734192755
Austria,1996,AT113,3,Sudburgenland,EP,0.2198393257849569,0.2198393257849569,0.2198393257849569
Austria,1996,AT121,3,Mostviertel-Eisenwurzen,EP,0.2094430434247755,0.2094430434247755,0.2094430434247755
Austria,1996,AT122,3,Niederosterreich-Sud,EP,0.23145106117447167,0.23145106117447167,0.23145106117447167
Austria,1996,AT123,3,Sankt Polten,EP,0.20799472596574414,0.20799472596574414,0.20799472596574414
Austria,1996,AT124,3,Waldviertel,EP,0.21444614209320093,0.21444614209320093,0.21444614209320093
Austria,1996,AT125,3,Weinviertel,EP,0.1905571741221406,0.1905571741221406,0.1905571741221406
Austria,1996,AT126,3,Wiener Umland/Nordteil,EP,0.22727080305360747,0.22727080305360747,0.22727080305360747
Austria,1996,AT127,3,Wiener Umland/Sudteil,EP,0.23953256610831253,0.23953256610831253,0.23953256610831253
Austria,1996,AT130,3,Wien,EP,0.23393609367505683,0.23393609367505683,0.23393609367505683
Austria,1996,AT211,3,Klagenfurt-Villach,EP,0.36766663641039604,0.36766663641039604,0.36766663641039604
Austria,1996,AT212,3,Oberkarnten,EP,0.369087367835281,0.369087367835281,0.369087367835281
Austria,1996,AT213,3,Unterkarnten,EP,0.34820978005341735,0.34820978005341735,0.34820978005341735
Austria,1996,AT221,3,Graz,EP,0.2991852908543351,0.2991852908543351,0.2991852908543351
Austria,1996,AT222,3,Liezen,EP,0.2771306438685546,0.2771306438685546,0.2771306438685546
Austria,1996,AT223,3,Ostliche Obersteiermark,EP,0.25980693100747293,0.25980693100747293,0.25980693100747293
Austria,1996,AT224,3,Oststeiermark,EP,0.26797013651238194,0.26797013651238194,0.26797013651238194
Austria,1996,AT225,3,West- und Sudsteiermark,EP,0.2983227195264149,0.2983227195264149,0.2983227195264149
Austria,1996,AT226,3,Westliche Obersteiermark,EP,0.2851072515401173,0.2851072515401173,0.2851072515401173
Austria,1996,AT311,3,Innviertel,EP,0.3178001173832563,0.3178001173832563,0.3178001173832563
Austria,1996,AT312,3,Linz-Wels,EP,0.27847653075183676,0.27847653075183676,0.27847653075183676
Austria,1996,AT313,3,Muhlviertel,EP,0.1956930716707253,0.1956930716707253,0.1956930716707253
Austria,1996,AT314,3,Steyr-Kirchdorf,EP,0.2758154448407742,0.2758154448407742,0.2758154448407742
Austria,1996,AT315,3,Traunviertel,EP,0.2760571605862063,0.2760571605862063,0.2760571605862063
Austria,1996,AT321,3,Lungau,EP,0.32426561853537444,0.32426561853537444,0.32426561853537444
Austria,1996,AT322,3,Pinzgau-Pongau,EP,0.28515408381525786,0.28515408381525786,0.28515408381525786
Austria,1996,AT323,3,Salzburg und Umgebung,EP,0.31336503958535056,0.31336503958535056,0.31336503958535056
Austria,1996,AT331,3,Ausserfern,EP,0.3426850400198036,0.3426850400198036,0.3426850400198036
Austria,1996,AT332,3,Innsbruck,EP,0.3375661760692779,0.3375661760692779,0.3375661760692779
Austria,1996,AT333,3,Osttirol,EP,0.24570648849574178,0.24570648849574178,0.24570648849574178
Austria,1996,AT334,3,Tiroler Oberland,EP,0.2787161164589854,0.2787161164589854,0.2787161164589854
Austria,1996,AT335,3,Tiroler Unterland,EP,0.3648062616789479,0.3648062616789479,0.3648062616789479
Austria,1996,AT341,3,Bludenz-Bregenzer Wald,EP,0.31104408075498746,0.31104408075498746,0.31104408075498746
Austria,1996,AT342,3,Rheintal-Bodenseegebiet,EP,0.33614976123826773,0.33614976123826773,0.33614976123826773
Austria,1999,AT111,3,Mittelburgenland,EP,0.1452721530744938,0.1452721530744938,0.1452721530744938
Austria,1999,AT112,3,Nordburgenland,EP,0.17537947322624753,0.17537947322624753,0.17537947322624753
Austria,1999,AT113,3,Sudburgenland,EP,0.17371964905121404,0.17371964905121404,0.17371964905121404
Austria,1999,AT121,3,Mostviertel-Eisenwurzen,EP,0.18040081190558496,0.18040081190558496,0.18040081190558496
Austria,1999,AT122,3,Niederosterreich-Sud,EP,0.19481615535872762,0.19481615535872762,0.19481615535872762
Austria,1999,AT123,3,Sankt Polten,EP,0.18662887211451124,0.18662887211451124,0.18662887211451124
Austria,1999,AT124,3,Waldviertel,EP,0.17990448934856168,0.17990448934856168,0.17990448934856168
Austria,1999,AT125,3,Weinviertel,EP,0.17132233618502937,0.17132233618502937,0.17132233618502937
Austria,1999,AT126,3,Wiener Umland/Nordteil,EP,0.20317198999176847,0.20317198999176847,0.20317198999176847
Austria,1999,AT127,3,Wiener Umland/Sudteil,EP,0.20695173998686803,0.20695173998686803,0.20695173998686803
Austria,1999,AT130,3,Wien,EP,0.21628390236549414,0.21628390236549414,0.21628390236549414
Austria,1999,AT211,3,Klagenfurt-Villach,EP,0.33952719679288895,0.33952719679288895,0.33952719679288895
Austria,1999,AT212,3,Oberkarnten,EP,0.34520947995057844,0.34520947995057844,0.34520947995057844
Austria,1999,AT213,3,Unterkarnten,EP,0.32126949848639685,0.32126949848639685,0.32126949848639685
Austria,1999,AT221,3,Graz,EP,0.2520349085120294,0.2520349085120294,0.2520349085120294
Austria,1999,AT222,3,Liezen,EP,0.24297417435068513,0.24297417435068513,0.24297417435068513
Austria,1999,AT223,3,Ostliche Obersteiermark,EP,0.22199741385867497,0.22199741385867497,0.22199741385867497
Austria,1999,AT224,3,Oststeiermark,EP,0.2431281698077766,0.2431281698077766,0.2431281698077766
Austria,1999,AT225,3,West- und Sudsteiermark,EP,0.2665431014860339,0.2665431014860339,0.2665431014860339
Austria,1999,AT226,3,Westliche Obersteiermark,EP,0.24394147233653407,0.24394147233653407,0.24394147233653407
Austria,1999,AT311,3,Innviertel,EP,0.2904408653710546,0.2904408653710546,0.2904408653710546
Austria,1999,AT312,3,Linz-Wels,EP,0.24463744637446375,0.24463744637446375,0.24463744637446375
Austria,1999,AT313,3,Muhlviertel,EP,0.18121127546748536,0.18121127546748536,0.18121127546748536
Austria,1999,AT314,3,Steyr-Kirchdorf,EP,0.2381895643698219,0.2381895643698219,0.2381895643698219
Austria,1999,AT315,3,Traunviertel,EP,0.23980174092058448,0.23980174092058448,0.23980174092058448
Austria,1999,AT321,3,Lungau,EP,0.2885266071977853,0.2885266071977853,0.2885266071977853
Austria,1999,AT322,3,Pinzgau-Pongau,EP,0.21568228105906315,0.21568228105906315,0.21568228105906315
Austria,1999,AT323,3,Salzburg und Umgebung,EP,0.24006956373296914,0.24006956373296914,0.24006956373296914
Austria,1999,AT331,3,Ausserfern,EP,0.20333937354387782,0.20333937354387782,0.20333937354387782
Austria,1999,AT332,3,Innsbruck,EP,0.21771811295370128,0.21771811295370128,0.21771811295370128
Austria,1999,AT333,3,Osttirol,EP,0.1864504090713363,0.1864504090713363,0.1864504090713363
Austria,1999,AT334,3,Tiroler Oberland,EP,0.17033492822966506,0.17033492822966506,0.17033492822966506
Austria,1999,AT335,3,Tiroler Unterland,EP,0.24988375337115223,0.24988375337115223,0.24988375337115223
Austria,1999,AT341,3,Bludenz-Bregenzer Wald,EP,0.2635634533731719,0.2635634533731719,0.2635634533731719
Austria,1999,AT342,3,Rheintal-Bodenseegebiet,EP,0.2876043450342466,0.2876043450342466,0.2876043450342466
Austria,2002,AT111,3,Mittelburgenland,Parliament,0.0534204891243097,0.0534204891243097,0.0534204891243097
Austria,2002,AT112,3,Nordburgenland,Parliament,0.06523736920152885,0.06523736920152885,0.06523736920152885
Austria,2002,AT113,3,Sudburgenland,Parliament,0.06263988823962387,0.06263988823962387,0.06263988823962387
Austria,2002,AT121,3,Mostviertel-Eisenwurzen,Parliament,0.06209874951656568,0.06209874951656568,0.06209874951656568
Austria,2002,AT122,3,Niederosterreich-Sud,Parliament,0.0699194089143609,0.0699194089143609,0.0699194089143609
Austria,2002,AT123,3,Sankt Polten,Parliament,0.06668925713786017,0.06668925713786017,0.06668925713786017
Austria,2002,AT124,3,Waldviertel,Parliament,0.06404616084084405,0.06404616084084405,0.06404616084084405
Austria,2002,AT125,3,Weinviertel,Parliament,0.06215131761275319,0.06215131761275319,0.06215131761275319
Austria,2002,AT126,3,Wiener Umland/Nordteil,Parliament,0.07275443071965629,0.07275443071965629,0.07275443071965629
Austria,2002,AT127,3,Wiener Umland/Sudteil,Parliament,0.0759703086910077,0.0759703086910077,0.0759703086910077
Austria,2002,AT130,3,Wien,Parliament,0.08043289238254156,0.08043289238254156,0.08043289238254156
Austria,2002,AT211,3,Klagenfurt-Villach,Parliament,0.2240492045186811,0.2240492045186811,0.2240492045186811
Austria,2002,AT212,3,Oberkarnten,Parliament,0.2675468809797168,0.2675468809797168,0.2675468809797168
Austria,2002,AT213,3,Unterkarnten,Parliament,0.2291324359353792,0.2291324359353792,0.2291324359353792
Austria,2002,AT221,3,Graz,Parliament,0.1023002421307506,0.1023002421307506,0.1023002421307506
Austria,2002,AT222,3,Liezen,Parliament,0.10435495481084539,0.10435495481084539,0.10435495481084539
Austria,2002,AT223,3,Ostliche Obersteiermark,Parliament,0.08269946021397083,0.08269946021397083,0.08269946021397083
Austria,2002,AT224,3,Oststeiermark,Parliament,0.09037088228518775,0.09037088228518775,0.09037088228518775
Austria,2002,AT225,3,West-und Sudsteiermark,Parliament,0.10096022175562065,0.10096022175562065,0.10096022175562065
Austria,2002,AT226,3,Westliche Obersteiermark,Parliament,0.09875417806137952,0.09875417806137952,0.09875417806137952
Austria,2002,AT311,3,Innviertel,Parliament,0.13270566727605118,0.13270566727605118,0.13270566727605118
Austria,2002,AT312,3,Linz-Wels,Parliament,0.10221858653382201,0.10221858653382201,0.10221858653382201
Austria,2002,AT313,3,Muhlviertel,Parliament,0.07237664748324363,0.07237664748324363,0.07237664748324363
Austria,2002,AT314,3,Steyr-Kirchdorf,Parliament,0.0982414754449925,0.0982414754449925,0.0982414754449925
Austria,2002,AT315,3,Traunviertel,Parliament,0.10511092492076791,0.10511092492076791,0.10511092492076791
Austria,2002,AT321,3,Lungau,Parliament,0.1360467911225062,0.1360467911225062,0.1360467911225062
Austria,2002,AT322,3,Pinzgau-Pongau,Parliament,0.10342964579776544,0.10342964579776544,0.10342964579776544
Austria,2002,AT323,3,Salzburg und Umgebung,Parliament,0.10763327948303715,0.10763327948303715,0.10763327948303715
Austria,2002,AT331,3,Ausserfern,Parliament,0.08836337244465949,0.08836337244465949,0.08836337244465949
Austria,2002,AT332,3,Innsbruck,Parliament,0.09543052126245194,0.09543052126245194,0.09543052126245194
Austria,2002,AT333,3,Osttirol,Parliament,0.10656685947601224,0.10656685947601224,0.10656685947601224
Austria,2002,AT334,3,Tiroler Oberland,Parliament,0.07380283758236514,0.07380283758236514,0.07380283758236514
Austria,2002,AT335,3,Tiroler Unterland,Parliament,0.1162868894762359,0.1162868894762359,0.1162868894762359
Austria,2002,AT341,3,Bludenz-Bregenzer Wald,Parliament,0.12244130670899825,0.12244130670899825,0.12244130670899825
Austria,2002,AT342,3,Rheintal-Bodenseegebiet,Parliament,0.13418309682280546,0.13418309682280546,0.13418309682280546
Austria,2002,ATZZZ,3,Abroad votes,Parliament,0.06928351644414187,0.06928351644414187,0.06928351644414187
Austria,2004,AT111,3,Mittelburgenland,EP,0.029157777100477497,0.029157777100477497,0.029157777100477497
Austria,2004,AT112,3,Nordburgenland,EP,0.03959908238518268,0.03959908238518268,0.03959908238518268
Austria,2004,AT113,3,Sudburgenland,EP,0.03766061143110323,0.03766061143110323,0.03766061143110323
Austria,2004,AT121,3,Mostviertel-Eisenwurzen,EP,0.03485990415017798,0.03485990415017798,0.03485990415017798
Austria,2004,AT122,3,Niederosterreich-Sud,EP,0.03678556850876582,0.03678556850876582,0.03678556850876582
Austria,2004,AT123,3,Sankt Polten,EP,0.03859946986365448,0.03859946986365448,0.03859946986365448
Austria,2004,AT124,3,Waldviertel,EP,0.035307173381876236,0.035307173381876236,0.035307173381876236
Austria,2004,AT125,3,Weinviertel,EP,0.032766465408369805,0.032766465408369805,0.032766465408369805
Austria,2004,AT126,3,Wiener Umland/Nordteil,EP,0.044218226687819495,0.044218226687819495,0.044218226687819495
Austria,2004,AT127,3,Wiener Umland/Sudteil,EP,0.04814418790097503,0.04814418790097503,0.04814418790097503
Austria,2004,AT130,3,Wien,EP,0.05427336084183925,0.05427336084183925,0.05427336084183925
Austria,2004,AT211,3,Klagenfurt-Villach,EP,0.18254546435702337,0.18254546435702337,0.18254546435702337
Austria,2004,AT212,3,Oberkarnten,EP,0.20579345761895845,0.20579345761895845,0.20579345761895845
Austria,2004,AT213,3,Unterkarnten,EP,0.18610802768002646,0.18610802768002646,0.18610802768002646
Austria,2004,AT221,3,Graz,EP,0.07219314682001249,0.07219314682001249,0.07219314682001249
Austria,2004,AT222,3,Liezen,EP,0.08766028177932562,0.08766028177932562,0.08766028177932562
Austria,2004,AT223,3,Ostliche Obersteiermark,EP,0.0553116308359718,0.0553116308359718,0.0553116308359718
Austria,2004,AT224,3,Oststeiermark,EP,0.057856543417090386,0.057856543417090386,0.057856543417090386
Austria,2004,AT225,3,West- und Sudsteiermark,EP,0.060133801061974045,0.060133801061974045,0.060133801061974045
Austria,2004,AT226,3,Westliche Obersteiermark,EP,0.06279320493021358,0.06279320493021358,0.06279320493021358
Austria,2004,AT311,3,Innviertel,EP,0.08686776248636091,0.08686776248636091,0.08686776248636091
Austria,2004,AT312,3,Linz-Wels,EP,0.055834035259261006,0.055834035259261006,0.055834035259261006
Austria,2004,AT313,3,Muhlviertel,EP,0.03726652413810761,0.03726652413810761,0.03726652413810761
Austria,2004,AT314,3,Steyr-Kirchdorf,EP,0.05818643137106394,0.05818643137106394,0.05818643137106394
Austria,2004,AT315,3,Traunviertel,EP,0.062467883259766786,0.062467883259766786,0.062467883259766786
Austria,2004,AT321,3,Lungau,EP,0.09364731653888281,0.09364731653888281,0.09364731653888281
Austria,2004,AT322,3,Pinzgau-Pongau,EP,0.05654445625221396,0.05654445625221396,0.05654445625221396
Austria,2004,AT323,3,Salzburg und Umgebung,EP,0.07138772817242138,0.07138772817242138,0.07138772817242138
Austria,2004,AT331,3,Ausserfern,EP,0.04580262967779223,0.04580262967779223,0.04580262967779223
Austria,2004,AT332,3,Innsbruck,EP,0.05112125478150818,0.05112125478150818,0.05112125478150818
Austria,2004,AT333,3,Osttirol,EP,0.0498946909724744,0.0498946909724744,0.0498946909724744
Austria,2004,AT334,3,Tiroler Oberland,EP,0.032454549681499044,0.032454549681499044,0.032454549681499044
Austria,2004,AT335,3,Tiroler Unterland,EP,0.05742388758782201,0.05742388758782201,0.05742388758782201
Austria,2004,AT341,3,Bludenz-Bregenzer Wald,EP,0.07494123611559202,0.07494123611559202,0.07494123611559202
Austria,2004,AT342,3,Rheintal-Bodenseegebiet,EP,0.08380414312617702,0.08380414312617702,0.08380414312617702
Austria,2006,AT111,3,Mittelburgenland,Parliament,0.09674716233716767,0.11202102536756303,0.11202102536756303
Austria,2006,AT112,3,Nordburgenland,Parliament,0.1062224554039874,0.12750262329485834,0.12750262329485834
Austria,2006,AT113,3,Sudburgenland,Parliament,0.09742045906048473,0.1149026559491427,0.1149026559491427
Austria,2006,AT121,3,Mostviertel-Eisenwurzen,Parliament,0.10837246711465118,0.13445372700620087,0.13445372700620087
Austria,2006,AT122,3,Niederosterreich-Sud,Parliament,0.13033544027756983,0.16114543122920993,0.16114543122920993
Austria,2006,AT123,3,Sankt Polten,Parliament,0.1238429265910453,0.15417656329774246,0.15417656329774246
Austria,2006,AT124,3,Waldviertel,Parliament,0.0983899333342422,0.12434731632833908,0.12434731632833908
Austria,2006,AT125,3,Weinviertel,Parliament,0.10120375591458482,0.12920150040452083,0.12920150040452083
Austria,2006,AT126,3,Wiener Umland/Nordteil,Parliament,0.12570031349368807,0.15711697969301172,0.15711697969301172
Austria,2006,AT127,3,Wiener Umland/Sudteil,Parliament,0.12674886567596794,0.15774071637997347,0.15774071637997347
Austria,2006,AT130,3,Wien,Parliament,0.16033331523804353,0.18227973508495737,0.18227973508495737
