country_code,country,year,nuts2016,nutslevel,regionname,type,sum_farright,sum_eurosceptic,sum_populist,growth_sum_farright,growth_sum_eurosceptic,growth_sum_populist,dev_mean_sum_farright,dev_mean_sum_eurosceptic,dev_mean_sum_populist,gdp,population,employment,employment_rate,ge65,elder_rate,fem_rate,migration_rate,pop_density,gdp_lag_4,employment_rate_lag_4,migration_rate_lag_4,growth_eurosceptic_p_perc,growth_populism_p_perc
AT,Austria,2004,AT130,3,Wien,EP,-2.9137217646533107,-2.9137217646533107,-2.9137217646533107,-Inf,-Inf,-Inf,NA,NA,NA,10.59162219127253,14.291999362925797,6.76122548628624,-0.6230185976574192,12.403586545370171,-1.8884128175556247,4.5075025679468395,2.5726122302071057,8.318449526925562,0.06755815101129109,-0.03720797510225816,1.0039963122932605,NA,NA
AT,Austria,2004,AT211,3,Klagenfurt-Villach,EP,-1.7007560172202552,-1.7007560172202552,-1.7007560172202552,-Inf,-Inf,-Inf,2.2354709616618633,1.2891538776306697,0.8954176025383964,10.308952660644293,12.505539997949167,4.9104465668408235,-0.6873381521262064,10.696457443375463,-1.809082554573703,4.506583215904367,1.7749523509116738,4.9279780604152466,0.09065436826813084,NA,NA,NA,NA
AT,Austria,2004,AT212,3,Oberkarnten,EP,-1.5808822460828433,-1.5808822460828433,-1.5808822460828433,-Inf,-Inf,-Inf,2.4575083928215524,1.7841494866238592,1.5630080026430562,9.88837391472608,11.782326451993693,3.903990833730882,-0.9705803392806752,10.001747921703648,-1.7805785302900465,4.566270706374354,NA,3.4719664525503626,0.09024687784777823,NA,NA,NA,NA
AT,Austria,2004,AT213,3,Unterkarnten,EP,-1.6814279798858451,-1.6814279798858451,-1.6814279798858451,-Inf,-Inf,-Inf,2.2728618059764263,1.382780797306556,1.0312660424736302,9.918376165029878,11.965782935380993,4.08260930600368,-0.9754183503951767,10.194065428099934,-1.771717507281059,4.57103665866795,NA,3.8522730010223722,0.18924199963852834,NA,NA,NA,NA
AT,Austria,2004,AT221,3,Graz,EP,-2.628410156978896,-2.628410156978896,-2.628410156978896,-Inf,-Inf,-Inf,NA,NA,NA,10.515966830028619,12.826684078881238,5.401776074916267,-0.5171527249828336,10.955130518296741,-1.8715535605844955,4.528775506799297,2.6741486494265287,5.729775054930455,0.10265415406008337,NA,NA,NA,NA
AT,Austria,2004,AT222,3,Liezen,EP,-2.434286369539355,-2.434286369539355,-2.434286369539355,-Inf,-Inf,-Inf,NA,NA,NA,10.069001991013701,11.304498097491699,3.5496173867804286,-0.8471254317291335,9.535679435605061,-1.768818661886637,4.548840167559883,NA,3.2228678461377385,0.14571181118139379,NA,NA,NA,NA
AT,Austria,2004,AT223,3,Ostliche Obersteiermark,EP,-2.894772070037395,-2.894772070037395,-2.894772070037395,-Inf,-Inf,-Inf,NA,NA,NA,10.06475570013225,12.060486022590837,4.229749199228304,-0.9229815443803957,10.459468169808975,-1.601017852781861,4.540591324286509,NA,3.975936331171799,0.16628068941966648,NA,NA,NA,NA
AT,Austria,2004,AT224,3,Oststeiermark,EP,-2.8497887216768487,-2.8497887216768487,-2.8497887216768487,-Inf,-Inf,-Inf,NA,NA,NA,9.852194258148577,12.498954923445577,4.695924549256556,-0.895275095206884,10.671997275090702,-1.8269576483548744,4.5770325227502715,-0.35667494393873245,4.390738575275903,0.08796877294595722,NA,NA,NA,NA
AT,Austria,2004,AT225,3,West- und Sudsteiermark,EP,-2.8111831818595006,-2.8111831818595006,-2.8111831818595006,-Inf,-Inf,-Inf,NA,NA,NA,9.898475010712584,12.156856140490387,4.239886867512759,-1.0092139939954914,10.326399574248013,-1.8304565662423742,4.567086852780469,1.0296194171811581,4.462453883786496,0.15164126822183255,NA,NA,NA,NA
AT,Austria,2004,AT226,3,Westliche Obersteiermark,EP,-2.767908413110407,-2.767908413110407,-2.767908413110407,-Inf,-Inf,-Inf,NA,NA,NA,9.98506753952855,11.586306029770215,3.7400477406883357,-0.9385030100997416,9.866719828343914,-1.7195862014263008,4.567177994370882,NA,3.563882963939251,0.117207164635574,NA,NA,NA,NA
AT,Austria,2004,AT311,3,Innviertel,EP,-2.4433682880771257,-2.4433682880771257,-2.4433682880771257,-Inf,-Inf,-Inf,NA,NA,NA,9.980448593672257,12.517336958239511,4.693181063310805,-0.9164006159465693,10.641966543094156,-1.8753704151453543,4.570840916715743,0.6418538861723947,4.58700621536042,0.1388364448542159,NA,NA,NA,NA
AT,Austria,2004,AT312,3,Linz-Wels,EP,-2.8853716446564905,-2.8853716446564905,-2.8853716446564905,-Inf,-Inf,-Inf,NA,NA,NA,10.553205175168737,13.184955004573155,5.771441123130016,-0.5057586024610025,11.300783671763794,-1.884171332809361,4.544944886241148,1.8562979903656263,5.749074463847908,0.10739333180724762,NA,NA,NA,NA
AT,Austria,2004,AT313,3,Muhlviertel,EP,-3.2896598314953915,-3.2896598314953915,-3.2896598314953915,-Inf,-Inf,-Inf,NA,NA,NA,9.692766521220475,12.218929639032682,4.215086179918229,-1.0960881801323157,10.237528263965926,-1.981401375066756,4.6065325571191025,0.5306282510621704,4.3463994570307305,0.09038406146826894,NA,NA,NA,NA
AT,Austria,2004,AT314,3,Steyr-Kirchdorf,EP,-2.8441030893798502,-2.8441030893798502,-2.8441030893798502,-Inf,-Inf,-Inf,NA,NA,NA,10.298902324790792,11.93551641837371,4.242764567340374,-0.7849965720512004,10.091376913633546,-1.8441395047401654,4.564021718523389,0.7884573603642703,4.23410650459726,0.14465605390747974,NA,NA,NA,NA
AT,Austria,2004,AT315,3,Traunviertel,EP,-2.7731027221588413,-2.7731027221588413,-2.7731027221588413,-Inf,-Inf,-Inf,NA,NA,NA,10.134599273499514,12.332630403791311,4.564348191467836,-0.8605269333413389,10.458320492295115,-1.8743099114961963,4.552246384945852,0.9932517730102834,4.55597994179732,0.07839063394572283,NA,NA,NA,NA
AT,Austria,2004,AT321,3,Lungau,EP,-2.368219504652254,-2.368219504652254,-2.368219504652254,-Inf,-Inf,-Inf,-0.7742055300993097,NA,NA,9.9281801651265,9.95967883218587,2.1162555148025524,-0.9356680384011812,8.019283792916793,-1.9403950392690774,4.582102420842151,0.09531017980432493,3.039749158970765,0.07598590697792205,NA,NA,NA,NA
AT,Austria,2004,AT322,3,Pinzgau-Pongau,EP,-2.872728113900786,-2.872728113900786,-2.872728113900786,-Inf,-Inf,-Inf,NA,NA,NA,10.203592144986466,11.998020888037434,4.302712827954156,-0.7875527811011408,9.976830946760337,-2.0211899412770964,4.565875084713303,-Inf,3.6189933266497696,0.09716374845364767,NA,NA,NA,NA
AT,Austria,2004,AT323,3,Salzburg und Umgebung,EP,-2.6396292987445196,-2.6396292987445196,-2.6396292987445196,-Inf,-Inf,-Inf,NA,NA,NA,10.532096211958502,12.72516996430543,5.2428046566177775,-0.5746100287055147,10.746519182633365,-1.9786507816720642,4.528679932423615,1.4586150226995167,5.298317366548036,0.130868275205039,NA,NA,NA,NA
AT,Austria,2004,AT331,3,Ausserfern,EP,-3.0834137729645827,-3.0834137729645827,-3.0834137729645827,-Inf,-Inf,-Inf,NA,NA,NA,10.338511462885837,10.36460809372245,2.7343675094195836,-0.7224853053207311,8.406708458240965,-1.957899635481486,4.583414433071029,NA,3.265759410767051,0.15739217375142928,NA,NA,NA,NA
AT,Austria,2004,AT332,3,Innsbruck,EP,-2.9735549234099503,-2.9735549234099503,-2.9735549234099503,-Inf,-Inf,-Inf,NA,NA,NA,10.401227936753463,12.510726135300516,5.018603463745433,-0.5843673925729459,10.55680183259435,-1.9539243027061657,4.534891191769514,2.0794415416798357,4.875197323201151,0.1124779834266903,NA,NA,NA,NA
AT,Austria,2004,AT333,3,Osttirol,EP,-2.9978406752220232,-2.9978406752220232,-2.9978406752220232,-Inf,-Inf,-Inf,NA,NA,NA,9.913437883389296,10.823750385162683,3.0204248861443626,-0.8955702200361837,8.951440100949855,-1.8723102842128294,4.569906865748494,-0.6931471805599453,3.2228678461377385,0.14348172347769078,NA,NA,NA,NA
AT,Austria,2004,AT334,3,Tiroler Oberland,EP,-3.4279146397586095,-3.4279146397586095,-3.4279146397586095,-Inf,-Inf,-Inf,NA,NA,NA,10.281923988256374,11.500042839139216,3.758871825933971,-0.8334157342231063,9.416459832284596,-2.0835830068546177,4.594675762283417,NA,3.4011973816621555,0.14732471475685852,NA,NA,NA,NA
AT,Austria,2004,AT335,3,Tiroler Unterland,EP,-2.8572949021606138,-2.8572949021606138,-2.8572949021606138,-Inf,-Inf,-Inf,NA,NA,NA,10.308952660644293,12.353509408803884,4.689511334421843,-0.7562427953999038,10.34161344288384,-2.0118959659200426,4.5614133135472565,1.667706820558076,4.0809215418899605,0.12028616587450203,NA,NA,NA,NA
AT,Austria,2004,AT341,3,Bludenz-Bregenzer Wald,EP,-2.591050991015616,-2.591050991015616,-2.591050991015616,-Inf,-Inf,-Inf,NA,NA,NA,10.38591370178042,11.383158406911162,3.6888794541139363,-0.7865236738150898,9.36228862824824,-2.020869778662922,4.593829975652126,1.1314021114911006,3.8607297110405954,0.21239901203123257,NA,NA,NA,NA
AT,Austria,2004,AT342,3,Rheintal-Bodenseegebiet,EP,-2.479272832069744,-2.479272832069744,-2.479272832069744,-Inf,-Inf,-Inf,NA,NA,NA,10.31559720336296,12.503351025780315,4.814620410170298,-0.7809753366278802,10.440039400873,-2.0633116249073167,4.573255191516656,1.5040773967762742,5.986703230006271,0.0864095111875311,NA,NA,NA,NA
AT,Austria,2009,AT111,3,Mittelburgenland,EP,-2.280892268382786,-2.280892268382786,-2.280892268382786,1.2541413374868047,1.2541413374868047,1.2541413374868047,0.2743206043637694,NA,NA,9.883284845218608,10.531349266397443,2.5726122302071057,-1.050981757208201,8.988196320995057,-1.5431529454023873,4.5610767923441,1.3609765531356006,3.9889840465642745,0.09072885338976219,0.024500499487646592,0.719122666963206,1.9883564970479515,7.303520535566288
AT,Austria,2009,AT112,3,Nordburgenland,EP,-1.95704007686676,-1.95704007686676,-1.95704007686676,1.2719092562147658,1.2719092562147658,1.2719092562147658,1.653250978951358,NA,NA,10.1226230824528,11.902491516925014,4.053522567701846,-0.9412136702410313,10.2373492417846,-1.6651422751404144,4.561487665113631,2.174751721484161,4.575741375297279,0.0881072675102668,0.011325133438116867,-0.09737416402517624,2.319214910721852,10.167688628422836
AT,Austria,2009,AT113,3,Sudburgenland,EP,-1.9612922280143517,-1.9612922280143517,-1.9612922280143517,1.3178482923128676,1.3178482923128676,1.3178482923128676,1.641709539550712,NA,NA,9.93788897925346,11.48935996694752,3.632309102625542,-0.9492955853398409,9.886544831805816,-1.602815135141704,4.559519233477862,1.0986122886681098,4.209160236650682,0.12871210618857368,0.03238262227641963,-0.3123746850421523,2.332298309023593,10.301590584817385
AT,Austria,2009,AT121,3,Mostviertel-Eisenwurzen,EP,-1.8938138455228262,-1.8938138455228262,-1.8938138455228262,1.4626041429358179,1.4626041429358179,1.4626041429358179,1.8158034890685872,-0.8560384189787339,NA,10.165851817003619,12.394417691301689,4.592084946439436,-0.894577465880115,10.637872641112319,-1.7565450501893698,4.587807977229718,NA,4.290459441148391,0.13133600206108695,0.03662488764648284,NA,2.447869475546714,11.563683745028777
