"","code","date","Euro_super_95","Diesel","country_name","country_name_pl"
"1","AT",2023-01-16,1.567,1.74,"Austria","Austria"
"2","AT",2023-01-09,1.57,1.743,"Austria","Austria"
"3","AT",2023-01-02,1.492,1.685,"Austria","Austria"
"4","AT",2022-12-26,1.454,1.654,"Austria","Austria"
"5","AT",2022-12-19,1.468,1.666,"Austria","Austria"
"6","AT",2022-12-12,1.502,1.69,"Austria","Austria"
"7","AT",2022-12-05,1.547,1.735,"Austria","Austria"
"8","AT",2022-11-28,1.597,1.787,"Austria","Austria"
"9","AT",2022-11-21,1.666,1.852,"Austria","Austria"
"10","AT",2022-11-14,1.715,1.937,"Austria","Austria"
"11","AT",2022-11-07,1.736,2.022,"Austria","Austria"
"12","AT",2022-10-31,1.753,2.042,"Austria","Austria"
"13","AT",2022-10-24,1.764,2.045,"Austria","Austria"
"14","AT",2022-10-17,1.786,2.048,"Austria","Austria"
"15","AT",2022-10-10,1.76,2.007,"Austria","Austria"
"16","AT",2022-10-03,1.724,1.955,"Austria","Austria"
"17","AT",2022-09-26,1.679,1.917,"Austria","Austria"
"18","AT",2022-09-19,1.705,1.933,"Austria","Austria"
"19","AT",2022-09-12,1.751,1.958,"Austria","Austria"
"20","AT",2022-09-05,1.744,1.9,"Austria","Austria"
"21","AT",2022-08-29,1.758,1.865,"Austria","Austria"
"22","AT",2022-08-22,1.765,1.799,"Austria","Austria"
"23","AT",2022-08-15,1.761,1.77,"Austria","Austria"
"24","AT",2022-08-08,1.86,1.866,"Austria","Austria"
"25","AT",2022-08-01,1.964,1.976,"Austria","Austria"
"26","AT",2022-07-25,1.996,2.01,"Austria","Austria"
"27","AT",2022-07-18,2.04,2.036,"Austria","Austria"
"28","AT",2022-07-11,2.1,2.092,"Austria","Austria"
"29","AT",2022-07-04,2.086,2.072,"Austria","Austria"
"30","AT",2022-06-27,2.102,2.079,"Austria","Austria"
"31","AT",2022-06-20,2.089,2.069,"Austria","Austria"
"32","AT",2022-06-13,2.048,2.023,"Austria","Austria"
"33","AT",2022-06-06,1.988,1.923,"Austria","Austria"
"34","AT",2022-05-30,1.826,1.826,"Austria","Austria"
"35","AT",2022-05-23,1.808,1.839,"Austria","Austria"
"36","AT",2022-05-16,1.774,1.858,"Austria","Austria"
"37","AT",2022-05-09,1.755,1.875,"Austria","Austria"
"38","AT",2022-05-02,1.732,1.859,"Austria","Austria"
"39","AT",2022-04-25,1.719,1.832,"Austria","Austria"
"40","AT",2022-04-11,1.689,1.797,"Austria","Austria"
"41","AT",2022-04-04,1.716,1.843,"Austria","Austria"
"42","AT",2022-03-28,1.756,1.898,"Austria","Austria"
"43","AT",2022-03-21,1.738,1.828,"Austria","Austria"
"44","AT",2022-03-14,1.987,2.023,"Austria","Austria"
"45","AT",2022-03-07,1.691,1.719,"Austria","Austria"
"46","AT",2022-02-28,1.528,1.52,"Austria","Austria"
"47","AT",2022-02-21,1.478,1.464,"Austria","Austria"
"48","AT",2022-02-14,1.47,1.457,"Austria","Austria"
"49","AT",2022-02-07,1.453,1.441,"Austria","Austria"
"50","AT",2022-01-31,1.439,1.43,"Austria","Austria"
"51","AT",2022-01-24,1.427,1.418,"Austria","Austria"
"52","AT",2022-01-17,1.418,1.408,"Austria","Austria"
"53","AT",2022-01-10,1.406,1.395,"Austria","Austria"
"54","AT",2022-01-03,1.395,1.38,"Austria","Austria"
"55","AT",2021-12-20,1.398,1.389,"Austria","Austria"
"56","AT",2021-12-13,1.397,1.388,"Austria","Austria"
"57","AT",2021-12-06,1.405,1.392,"Austria","Austria"
"58","AT",2021-11-29,1.426,1.407,"Austria","Austria"
"59","AT",2021-11-22,1.425,1.406,"Austria","Austria"
"60","AT",2021-11-15,1.438,1.418,"Austria","Austria"
"61","AT",2021-11-08,1.427,1.411,"Austria","Austria"
"62","AT",2021-11-01,1.41,1.402,"Austria","Austria"
"63","AT",2021-10-25,1.404,1.398,"Austria","Austria"
"64","AT",2021-10-18,1.398,1.38,"Austria","Austria"
"65","AT",2021-10-11,1.382,1.353,"Austria","Austria"
"66","AT",2021-10-04,1.342,1.307,"Austria","Austria"
"67","AT",2021-09-27,1.325,1.277,"Austria","Austria"
"68","AT",2021-09-20,1.321,1.259,"Austria","Austria"
"69","AT",2021-09-13,1.325,1.252,"Austria","Austria"
"70","AT",2021-09-06,1.323,1.25,"Austria","Austria"
"71","AT",2021-08-30,1.326,1.252,"Austria","Austria"
"72","AT",2021-08-23,1.32,1.24,"Austria","Austria"
"73","AT",2021-08-16,1.328,1.248,"Austria","Austria"
"74","AT",2021-08-09,1.33,1.248,"Austria","Austria"
"75","AT",2021-08-02,1.329,1.249,"Austria","Austria"
"76","AT",2021-07-26,1.317,1.243,"Austria","Austria"
"77","AT",2021-07-19,1.312,1.239,"Austria","Austria"
"78","AT",2021-07-12,1.307,1.245,"Austria","Austria"
"79","AT",2021-07-05,1.283,1.227,"Austria","Austria"
"80","AT",2021-06-28,1.278,1.224,"Austria","Austria"
"81","AT",2021-06-21,1.267,1.213,"Austria","Austria"
"82","AT",2021-06-14,1.253,1.203,"Austria","Austria"
"83","AT",2021-06-07,1.25,1.194,"Austria","Austria"
"84","AT",2021-05-31,1.245,1.188,"Austria","Austria"
"85","AT",2021-05-24,1.243,1.186,"Austria","Austria"
"86","AT",2021-05-17,1.246,1.187,"Austria","Austria"
"87","AT",2021-05-10,1.254,1.19,"Austria","Austria"
"88","AT",2021-05-03,1.236,1.173,"Austria","Austria"
"89","AT",2021-04-26,1.232,1.17,"Austria","Austria"
"90","AT",2021-04-19,1.225,1.168,"Austria","Austria"
"91","AT",2021-04-12,1.218,1.163,"Austria","Austria"
"92","AT",2021-03-29,1.214,1.167,"Austria","Austria"
"93","AT",2021-03-22,1.209,1.163,"Austria","Austria"
"94","AT",2021-03-15,1.216,1.168,"Austria","Austria"
"95","AT",2021-03-08,1.196,1.156,"Austria","Austria"
"96","AT",2021-03-01,1.181,1.147,"Austria","Austria"
"97","AT",2021-02-22,1.166,1.135,"Austria","Austria"
"98","AT",2021-02-15,1.15,1.123,"Austria","Austria"
"99","AT",2021-02-08,1.143,1.101,"Austria","Austria"
"100","AT",2021-02-01,1.125,1.085,"Austria","Austria"
"101","AT",2021-01-25,1.128,1.088,"Austria","Austria"
"102","AT",2021-01-18,1.119,1.083,"Austria","Austria"
"103","AT",2021-01-11,1.093,1.069,"Austria","Austria"
"104","AT",2020-12-21,1.072,1.043,"Austria","Austria"
"105","AT",2020-12-14,1.072,1.041,"Austria","Austria"
"106","AT",2020-12-07,1.073,1.042,"Austria","Austria"
"107","AT",2020-11-30,1.061,1.027,"Austria","Austria"
"108","AT",2020-11-23,1.063,1.021,"Austria","Austria"
"109","AT",2020-11-16,1.041,1.001,"Austria","Austria"
"110","AT",2020-11-09,1.041,0.994,"Austria","Austria"
"111","AT",2020-11-02,1.048,0.99,"Austria","Austria"
"112","AT",2020-10-26,1.052,0.986,"Austria","Austria"
"113","AT",2020-10-19,1.059,1,"Austria","Austria"
"114","AT",2020-10-12,1.065,1.006,"Austria","Austria"
"115","AT",2020-10-05,1.066,1.008,"Austria","Austria"
"116","AT",2020-09-28,1.063,1.009,"Austria","Austria"
"117","AT",2020-09-21,1.065,1.015,"Austria","Austria"
"118","AT",2020-09-14,1.066,1.019,"Austria","Austria"
"119","AT",2020-09-07,1.07,1.026,"Austria","Austria"
"120","AT",2020-08-31,1.074,1.031,"Austria","Austria"
"121","AT",2020-08-24,1.061,1.024,"Austria","Austria"
"122","AT",2020-08-17,1.062,1.028,"Austria","Austria"
"123","AT",2020-08-10,1.058,1.026,"Austria","Austria"
"124","AT",2020-08-03,1.059,1.03,"Austria","Austria"
"125","AT",2020-07-27,1.061,1.028,"Austria","Austria"
"126","AT",2020-07-20,1.059,1.031,"Austria","Austria"
"127","AT",2020-07-13,1.056,1.027,"Austria","Austria"
"128","AT",2020-07-06,1.046,1.017,"Austria","Austria"
"129","AT",2020-06-29,1.048,1.019,"Austria","Austria"
"130","AT",2020-06-22,1.035,1.01,"Austria","Austria"
"131","AT",2020-06-15,1.021,0.999,"Austria","Austria"
"132","AT",2020-06-08,1.014,0.991,"Austria","Austria"
"133","AT",2020-06-01,1.011,0.984,"Austria","Austria"
"134","AT",2020-05-25,1.006,0.983,"Austria","Austria"
"135","AT",2020-05-18,0.992,0.978,"Austria","Austria"
"136","AT",2020-05-11,1.019,0.996,"Austria","Austria"
"137","AT",2020-05-04,1.022,0.998,"Austria","Austria"
"138","AT",2020-04-27,1.035,1.012,"Austria","Austria"
"139","AT",2020-04-20,1.043,1.026,"Austria","Austria"
"140","AT",2020-04-06,1.086,1.06,"Austria","Austria"
"141","AT",2020-03-30,1.083,1.063,"Austria","Austria"
"142","AT",2020-03-23,1.085,1.06,"Austria","Austria"
"143","AT",2020-03-16,1.071,1.053,"Austria","Austria"
"144","AT",2020-03-09,1.157,1.117,"Austria","Austria"
"145","AT",2020-03-02,1.184,1.138,"Austria","Austria"
"146","AT",2020-02-24,1.211,1.171,"Austria","Austria"
"147","AT",2020-02-17,1.196,1.16,"Austria","Austria"
"148","AT",2020-02-10,1.201,1.176,"Austria","Austria"
"149","AT",2020-02-03,1.212,1.186,"Austria","Austria"
"150","AT",2020-01-27,1.225,1.202,"Austria","Austria"
"151","AT",2020-01-20,1.233,1.209,"Austria","Austria"
"152","AT",2020-01-13,1.243,1.221,"Austria","Austria"
"153","AT",2020-01-06,1.238,1.221,"Austria","Austria"
"154","AT",2019-12-16,1.228,1.199,"Austria","Austria"
"155","AT",2019-12-09,1.246,1.21,"Austria","Austria"
"156","AT",2019-12-02,1.243,1.205,"Austria","Austria"
"157","AT",2019-11-25,1.239,1.204,"Austria","Austria"
"158","AT",2019-11-18,1.238,1.207,"Austria","Austria"
"159","AT",2019-11-11,1.244,1.205,"Austria","Austria"
"160","AT",2019-11-04,1.233,1.202,"Austria","Austria"
"161","AT",2019-10-28,1.233,1.205,"Austria","Austria"
"162","AT",2019-10-21,1.232,1.202,"Austria","Austria"
"163","AT",2019-10-14,1.239,1.206,"Austria","Austria"
"164","AT",2019-10-07,1.248,1.21,"Austria","Austria"
"165","AT",2019-09-30,1.244,1.216,"Austria","Austria"
"166","AT",2019-09-23,1.269,1.231,"Austria","Austria"
"167","AT",2019-09-16,1.245,1.2,"Austria","Austria"
"168","AT",2019-09-09,1.246,1.197,"Austria","Austria"
"169","AT",2019-09-02,1.233,1.181,"Austria","Austria"
"170","AT",2019-08-26,1.239,1.18,"Austria","Austria"
"171","AT",2019-08-19,1.237,1.176,"Austria","Austria"
"172","AT",2019-08-12,1.247,1.18,"Austria","Austria"
"173","AT",2019-08-05,1.266,1.198,"Austria","Austria"
"174","AT",2019-07-29,1.263,1.194,"Austria","Austria"
"175","AT",2019-07-22,1.266,1.192,"Austria","Austria"
"176","AT",2019-07-15,1.274,1.208,"Austria","Austria"
"177","AT",2019-07-08,1.269,1.207,"Austria","Austria"
"178","AT",2019-07-01,1.254,1.195,"Austria","Austria"
"179","AT",2019-06-24,1.246,1.187,"Austria","Austria"
"180","AT",2019-06-17,1.263,1.197,"Austria","Austria"
"181","AT",2019-06-10,1.267,1.197,"Austria","Austria"
"182","AT",2019-06-03,1.305,1.237,"Austria","Austria"
"183","AT",2019-05-27,1.313,1.249,"Austria","Austria"
"184","AT",2019-05-20,1.306,1.249,"Austria","Austria"
"185","AT",2019-05-13,1.296,1.244,"Austria","Austria"
"186","AT",2019-05-06,1.288,1.238,"Austria","Austria"
"187","AT",2019-04-29,1.292,1.246,"Austria","Austria"
"188","AT",2019-04-15,1.271,1.232,"Austria","Austria"
"189","AT",2019-04-08,1.244,1.222,"Austria","Austria"
"190","AT",2019-04-01,1.224,1.214,"Austria","Austria"
"191","AT",2019-03-25,1.204,1.205,"Austria","Austria"
"192","AT",2019-03-18,1.207,1.208,"Austria","Austria"
"193","AT",2019-03-11,1.202,1.21,"Austria","Austria"
"194","AT",2019-03-04,1.189,1.215,"Austria","Austria"
"195","AT",2019-02-25,1.197,1.212,"Austria","Austria"
"196","AT",2019-02-18,1.178,1.199,"Austria","Austria"
"197","AT",2019-02-11,1.167,1.19,"Austria","Austria"
"198","AT",2019-02-04,1.16,1.178,"Austria","Austria"
"199","AT",2019-01-28,1.169,1.18,"Austria","Austria"
"200","AT",2019-01-21,1.168,1.212,"Austria","Austria"
"201","AT",2019-01-14,1.169,1.177,"Austria","Austria"
"202","AT",2019-01-07,1.172,1.175,"Austria","Austria"
"203","AT",2018-12-17,1.212,1.219,"Austria","Austria"
"204","AT",2018-12-10,1.242,1.245,"Austria","Austria"
"205","AT",2018-12-03,1.282,1.284,"Austria","Austria"
"206","AT",2018-11-26,1.31,1.312,"Austria","Austria"
"207","AT",2018-11-19,1.313,1.315,"Austria","Austria"
"208","AT",2018-11-12,1.317,1.319,"Austria","Austria"
"209","AT",2018-11-05,1.329,1.323,"Austria","Austria"
"210","AT",2018-10-29,1.325,1.321,"Austria","Austria"
"211","AT",2018-10-22,1.331,1.324,"Austria","Austria"
"212","AT",2018-10-15,1.336,1.319,"Austria","Austria"
"213","AT",2018-10-08,1.334,1.308,"Austria","Austria"
"214","AT",2018-10-01,1.328,1.28,"Austria","Austria"
"215","AT",2018-09-24,1.327,1.275,"Austria","Austria"
"216","AT",2018-09-17,1.324,1.274,"Austria","Austria"
"217","AT",2018-09-10,1.316,1.266,"Austria","Austria"
"218","AT",2018-09-03,1.31,1.25,"Austria","Austria"
"219","AT",2018-08-27,1.297,1.235,"Austria","Austria"
"220","AT",2018-08-20,1.298,1.232,"Austria","Austria"
"221","AT",2018-08-13,1.294,1.226,"Austria","Austria"
"222","AT",2018-08-06,1.289,1.224,"Austria","Austria"
"223","AT",2018-07-30,1.283,1.228,"Austria","Austria"
"224","AT",2018-07-23,1.28,1.225,"Austria","Austria"
"225","AT",2018-07-16,1.287,1.233,"Austria","Austria"
"226","AT",2018-07-09,1.292,1.243,"Austria","Austria"
"227","AT",2018-07-02,1.288,1.24,"Austria","Austria"
"228","AT",2018-06-25,1.281,1.232,"Austria","Austria"
"229","AT",2018-06-18,1.294,1.243,"Austria","Austria"
"230","AT",2018-06-11,1.295,1.244,"Austria","Austria"
"231","AT",2018-06-04,1.308,1.258,"Austria","Austria"
"232","AT",2018-05-28,1.311,1.259,"Austria","Austria"
"233","AT",2018-05-21,1.285,1.233,"Austria","Austria"
"234","AT",2018-05-14,1.267,1.213,"Austria","Austria"
"235","AT",2018-05-07,1.25,1.195,"Austria","Austria"
"236","AT",2018-04-30,1.242,1.19,"Austria","Austria"
"237","AT",2018-04-23,1.225,1.173,"Austria","Austria"
"238","AT",2018-04-16,1.217,1.168,"Austria","Austria"
"239","AT",2018-04-09,1.205,1.154,"Austria","Austria"
"240","AT",2018-03-26,1.175,1.155,"Austria","Austria"
"241","AT",2018-03-19,1.161,1.122,"Austria","Austria"
"242","AT",2018-03-12,1.162,1.12,"Austria","Austria"
"243","AT",2018-03-05,1.18,1.134,"Austria","Austria"
"244","AT",2018-02-26,1.181,1.127,"Austria","Austria"
"245","AT",2018-02-19,1.195,1.132,"Austria","Austria"
"246","AT",2018-02-12,1.198,1.139,"Austria","Austria"
"247","AT",2018-02-05,1.21,1.154,"Austria","Austria"
"248","AT",2018-01-29,1.209,1.156,"Austria","Austria"
"249","AT",2018-01-22,1.205,1.155,"Austria","Austria"
"250","AT",2018-01-15,1.207,1.159,"Austria","Austria"
"251","AT",2018-01-08,1.205,1.156,"Austria","Austria"
"252","AT",2018-01-01,1.205,1.157,"Austria","Austria"
"253","AT",2017-12-18,1.194,1.146,"Austria","Austria"
"254","AT",2017-12-11,1.191,1.138,"Austria","Austria"
"255","AT",2017-12-04,1.202,1.145,"Austria","Austria"
"256","AT",2017-11-27,1.199,1.143,"Austria","Austria"
"257","AT",2017-11-20,1.211,1.144,"Austria","Austria"
"258","AT",2017-11-13,1.216,1.152,"Austria","Austria"
"259","AT",2017-11-06,1.194,1.133,"Austria","Austria"
"260","AT",2017-10-30,1.175,1.12,"Austria","Austria"
"261","AT",2017-10-23,1.174,1.117,"Austria","Austria"
"262","AT",2017-10-16,1.173,1.111,"Austria","Austria"
"263","AT",2017-10-09,1.181,1.117,"Austria","Austria"
"264","AT",2017-10-02,1.184,1.115,"Austria","Austria"
"265","AT",2017-09-25,1.181,1.104,"Austria","Austria"
"266","AT",2017-09-18,1.184,1.098,"Austria","Austria"
"267","AT",2017-09-11,1.196,1.103,"Austria","Austria"
"268","AT",2017-09-04,1.179,1.088,"Austria","Austria"
"269","AT",2017-08-28,1.152,1.067,"Austria","Austria"
"270","AT",2017-08-21,1.151,1.067,"Austria","Austria"
"271","AT",2017-08-14,1.153,1.069,"Austria","Austria"
"272","AT",2017-08-07,1.152,1.069,"Austria","Austria"
"273","AT",2017-07-31,1.144,1.058,"Austria","Austria"
"274","AT",2017-07-24,1.146,1.058,"Austria","Austria"
"275","AT",2017-07-17,1.144,1.056,"Austria","Austria"
"276","AT",2017-07-10,1.148,1.062,"Austria","Austria"
"277","AT",2017-07-03,1.143,1.055,"Austria","Austria"
"278","AT",2017-06-26,1.155,1.073,"Austria","Austria"
"279","AT",2017-06-19,1.156,1.067,"Austria","Austria"
"280","AT",2017-06-12,1.157,1.069,"Austria","Austria"
"281","AT",2017-06-05,1.162,1.075,"Austria","Austria"
"282","AT",2017-05-29,1.173,1.092,"Austria","Austria"
"283","AT",2017-05-22,1.173,1.091,"Austria","Austria"
"284","AT",2017-05-15,1.172,1.087,"Austria","Austria"
"285","AT",2017-05-08,1.173,1.09,"Austria","Austria"
"286","AT",2017-05-01,1.19,1.107,"Austria","Austria"
"287","AT",2017-04-24,1.2,1.121,"Austria","Austria"
"288","AT",2017-04-10,1.194,1.117,"Austria","Austria"
"289","AT",2017-04-03,1.165,1.104,"Austria","Austria"
"290","AT",2017-03-27,1.144,1.095,"Austria","Austria"
"291","AT",2017-03-20,1.151,1.098,"Austria","Austria"
"292","AT",2017-03-13,1.183,1.119,"Austria","Austria"
"293","AT",2017-03-06,1.203,1.132,"Austria","Austria"
"294","AT",2017-02-27,1.212,1.143,"Austria","Austria"
"295","AT",2017-02-20,1.206,1.131,"Austria","Austria"
"296","AT",2017-02-13,1.195,1.126,"Austria","Austria"
"297","AT",2017-02-06,1.19,1.126,"Austria","Austria"
"298","AT",2017-01-30,1.182,1.121,"Austria","Austria"
"299","AT",2017-01-23,1.189,1.125,"Austria","Austria"
"300","AT",2017-01-16,1.192,1.133,"Austria","Austria"
"301","AT",2017-01-09,1.194,1.142,"Austria","Austria"
"302","AT",2017-01-02,1.194,1.147,"Austria","Austria"
"303","AT",2016-12-19,1.171,1.126,"Austria","Austria"
"304","AT",2016-12-12,1.16,1.111,"Austria","Austria"
"305","AT",2016-12-05,1.154,1.11,"Austria","Austria"
"306","AT",2016-11-28,1.129,1.082,"Austria","Austria"
"307","AT",2016-11-21,1.118,1.063,"Austria","Austria"
"308","AT",2016-11-14,1.117,1.063,"Austria","Austria"
"309","AT",2016-11-07,1.137,1.075,"Austria","Austria"
"310","AT",2016-10-31,1.147,1.09,"Austria","Austria"
"311","AT",2016-10-24,1.154,1.087,"Austria","Austria"
"312","AT",2016-10-17,1.157,1.091,"Austria","Austria"
"313","AT",2016-10-10,1.142,1.079,"Austria","Austria"
"314","AT",2016-10-03,1.125,1.054,"Austria","Austria"
"315","AT",2016-09-26,1.121,1.049,"Austria","Austria"
"316","AT",2016-09-19,1.116,1.04,"Austria","Austria"
"317","AT",2016-09-12,1.119,1.053,"Austria","Austria"
"318","AT",2016-09-05,1.114,1.045,"Austria","Austria"
"319","AT",2016-08-29,1.108,1.044,"Austria","Austria"
"320","AT",2016-08-22,1.114,1.045,"Austria","Austria"
"321","AT",2016-08-15,1.092,1.017,"Austria","Austria"
"322","AT",2016-08-08,1.093,1.013,"Austria","Austria"
"323","AT",2016-08-01,1.098,1.029,"Austria","Austria"
"324","AT",2016-07-25,1.115,1.048,"Austria","Austria"
"325","AT",2016-07-18,1.117,1.045,"Austria","Austria"
"326","AT",2016-07-11,1.132,1.048,"Austria","Austria"
"327","AT",2016-07-04,1.152,1.066,"Austria","Austria"
"328","AT",2016-06-27,1.154,1.062,"Austria","Austria"
"329","AT",2016-06-20,1.148,1.06,"Austria","Austria"
"330","AT",2016-06-13,1.152,1.068,"Austria","Austria"
"331","AT",2016-06-06,1.164,1.07,"Austria","Austria"
"332","AT",2016-05-30,1.161,1.068,"Austria","Austria"
"333","AT",2016-05-23,1.138,1.043,"Austria","Austria"
"334","AT",2016-05-16,1.128,1.031,"Austria","Austria"
"335","AT",2016-05-09,1.125,1.024,"Austria","Austria"
"336","AT",2016-05-02,1.137,1.032,"Austria","Austria"
"337","AT",2016-04-25,1.12,1.019,"Austria","Austria"
"338","AT",2016-04-18,1.099,0.988,"Austria","Austria"
"339","AT",2016-04-11,1.087,0.974,"Austria","Austria"
"340","AT",2016-04-04,1.082,0.982,"Austria","Austria"
"341","AT",2016-03-21,1.056,0.988,"Austria","Austria"
"342","AT",2016-03-14,1.057,0.983,"Austria","Austria"
"343","AT",2016-03-07,1.038,0.957,"Austria","Austria"
"344","AT",2016-02-29,1.037,0.95,"Austria","Austria"
"345","AT",2016-02-22,1.043,0.953,"Austria","Austria"
"346","AT",2016-02-15,1.036,0.938,"Austria","Austria"
"347","AT",2016-02-08,1.051,0.948,"Austria","Austria"
"348","AT",2016-02-01,1.057,0.943,"Austria","Austria"
"349","AT",2016-01-25,1.054,0.936,"Austria","Austria"
"350","AT",2016-01-18,1.063,0.954,"Austria","Austria"
"351","AT",2016-01-11,1.088,0.981,"Austria","Austria"
"352","AT",2016-01-04,1.094,0.987,"Austria","Austria"
"353","AT",2015-12-14,1.11,1.02,"Austria","Austria"
"354","AT",2015-12-07,1.128,1.041,"Austria","Austria"
"355","AT",2015-11-30,1.14,1.07,"Austria","Austria"
"356","AT",2015-11-23,1.134,1.07,"Austria","Austria"
"357","AT",2015-11-16,1.152,1.08,"Austria","Austria"
"358","AT",2015-11-09,1.144,1.079,"Austria","Austria"
"359","AT",2015-11-02,1.123,1.066,"Austria","Austria"
"360","AT",2015-10-26,1.109,1.048,"Austria","Austria"
"361","AT",2015-10-19,1.124,1.062,"Austria","Austria"
"362","AT",2015-10-12,1.148,1.082,"Austria","Austria"
"363","AT",2015-10-05,1.141,1.071,"Austria","Austria"
"364","AT",2015-09-28,1.157,1.076,"Austria","Austria"
"365","AT",2015-09-21,1.16,1.073,"Austria","Austria"
"366","AT",2015-09-14,1.173,1.082,"Austria","Austria"
"367","AT",2015-09-07,1.18,1.084,"Austria","Austria"
"368","AT",2015-08-31,1.183,1.065,"Austria","Austria"
"369","AT",2015-08-24,1.204,1.077,"Austria","Austria"
"370","AT",2015-08-17,1.23,1.087,"Austria","Austria"
"371","AT",2015-08-10,1.262,1.097,"Austria","Austria"
"372","AT",2015-08-03,1.269,1.112,"Austria","Austria"
"373","AT",2015-07-27,1.286,1.131,"Austria","Austria"
"374","AT",2015-07-20,1.293,1.139,"Austria","Austria"
"375","AT",2015-07-13,1.305,1.152,"Austria","Austria"
"376","AT",2015-07-06,1.294,1.173,"Austria","Austria"
"377","AT",2015-06-29,1.286,1.174,"Austria","Austria"
"378","AT",2015-06-22,1.291,1.178,"Austria","Austria"
"379","AT",2015-06-15,1.297,1.189,"Austria","Austria"
"380","AT",2015-06-08,1.281,1.188,"Austria","Austria"
"381","AT",2015-06-01,1.275,1.188,"Austria","Austria"
"382","AT",2015-05-25,1.276,1.193,"Austria","Austria"
"383","AT",2015-05-18,1.254,1.177,"Austria","Austria"
"384","AT",2015-05-11,1.269,1.188,"Austria","Austria"
"385","AT",2015-05-04,1.264,1.184,"Austria","Austria"
"386","AT",2015-04-27,1.269,1.188,"Austria","Austria"
"387","AT",2015-04-20,1.255,1.177,"Austria","Austria"
"388","AT",2015-04-13,1.223,1.145,"Austria","Austria"
"389","AT",2015-03-30,1.232,1.153,"Austria","Austria"
"390","AT",2015-03-23,1.215,1.15,"Austria","Austria"
"391","AT",2015-03-16,1.22,1.169,"Austria","Austria"
"392","AT",2015-03-09,1.211,1.178,"Austria","Austria"
"393","AT",2015-03-02,1.196,1.18,"Austria","Austria"
"394","AT",2015-02-23,1.183,1.164,"Austria","Austria"
"395","AT",2015-02-16,1.171,1.148,"Austria","Austria"
"396","AT",2015-02-09,1.153,1.125,"Austria","Austria"
"397","AT",2015-02-02,1.116,1.091,"Austria","Austria"
"398","AT",2015-01-26,1.112,1.082,"Austria","Austria"
"399","AT",2015-01-19,1.109,1.078,"Austria","Austria"
"400","AT",2015-01-12,1.128,1.106,"Austria","Austria"
"401","AT",2015-01-05,1.167,1.144,"Austria","Austria"
"402","AT",2014-12-15,1.191,1.168,"Austria","Austria"
"403","AT",2014-12-08,1.221,1.193,"Austria","Austria"
"404","AT",2014-12-01,1.276,1.223,"Austria","Austria"
"405","AT",2014-11-24,1.294,1.247,"Austria","Austria"
"406","AT",2014-11-17,1.312,1.265,"Austria","Austria"
"407","AT",2014-11-10,1.311,1.269,"Austria","Austria"
"408","AT",2014-11-03,1.32,1.271,"Austria","Austria"
"409","AT",2014-10-27,1.319,1.26,"Austria","Austria"
"410","AT",2014-10-20,1.344,1.269,"Austria","Austria"
"411","AT",2014-10-13,1.373,1.286,"Austria","Austria"
"412","AT",2014-10-06,1.383,1.303,"Austria","Austria"
"413","AT",2014-09-29,1.379,1.304,"Austria","Austria"
"414","AT",2014-09-22,1.382,1.312,"Austria","Austria"
"415","AT",2014-09-15,1.386,1.316,"Austria","Austria"
"416","AT",2014-09-08,1.391,1.323,"Austria","Austria"
"417","AT",2014-09-01,1.362,1.3,"Austria","Austria"
"418","AT",2014-08-25,1.346,1.291,"Austria","Austria"
"419","AT",2014-08-18,1.34,1.293,"Austria","Austria"
"420","AT",2014-08-11,1.365,1.3,"Austria","Austria"
"421","AT",2014-08-04,1.381,1.305,"Austria","Austria"
"422","AT",2014-07-28,1.381,1.299,"Austria","Austria"
"423","AT",2014-07-21,1.387,1.3,"Austria","Austria"
"424","AT",2014-07-14,1.387,1.301,"Austria","Austria"
"425","AT",2014-07-07,1.393,1.309,"Austria","Austria"
"426","AT",2014-06-30,1.399,1.319,"Austria","Austria"
"427","AT",2014-06-23,1.398,1.326,"Austria","Austria"
"428","AT",2014-06-16,1.383,1.341,"Austria","Austria"
"429","AT",2014-06-09,1.363,1.298,"Austria","Austria"
"430","AT",2014-06-02,1.37,1.319,"Austria","Austria"
"431","AT",2014-05-26,1.365,1.314,"Austria","Austria"
"432","AT",2014-05-19,1.366,1.319,"Austria","Austria"
"433","AT",2014-05-12,1.356,1.305,"Austria","Austria"
"434","AT",2014-05-05,1.368,1.313,"Austria","Austria"
"435","AT",2014-04-28,1.373,1.319,"Austria","Austria"
"436","AT",2014-04-14,1.359,1.316,"Austria","Austria"
"437","AT",2014-04-07,1.347,1.311,"Austria","Austria"
"438","AT",2014-03-31,1.345,1.313,"Austria","Austria"
"439","AT",2014-03-24,1.337,1.311,"Austria","Austria"
"440","AT",2014-03-17,1.344,1.32,"Austria","Austria"
"441","AT",2014-03-10,1.344,1.329,"Austria","Austria"
"442","AT",2014-03-03,1.35,1.334,"Austria","Austria"
"443","AT",2014-02-24,1.358,1.337,"Austria","Austria"
"444","AT",2014-02-17,1.353,1.333,"Austria","Austria"
"445","AT",2014-02-10,1.338,1.329,"Austria","Austria"
"446","AT",2014-02-03,1.336,1.327,"Austria","Austria"
"447","AT",2014-01-27,1.341,1.332,"Austria","Austria"
"448","AT",2014-01-20,1.334,1.322,"Austria","Austria"
"449","AT",2014-01-13,1.343,1.33,"Austria","Austria"
"450","AT",2014-01-06,1.341,1.333,"Austria","Austria"
