year,country_name,pop_density,population,elder_rate,fem_rate,gdp,migration_rate,unemployment_rate,migration_unemployment_rate_15_64_year_olds_both_sex_foreign_born_from_outside_eu_27_countries,sum_farright,sum_eurosceptic,sum_populist,gdp_lag_4,unemployment_rate_lag_4,migration_rate_lag_4
2017,Austria,76.2,1237298,0.19890600324254948,97.33022444295946,38400,3.5,4.6,18.033,0.291962787308617,0.291962787308617,0.291962787308617,1.2307692307692308,1.1794871794871795,1.6666666666666665
2019,Austria,76.6,1243052,0.20259731692640373,97.5547464396339,40900,4.1,3.3,9.549,0.19537588502318992,0.19537588502318992,0.19537588502318992,1.3453947368421053,0.6470588235294118,2.2777777777777777
2019,Austria,76.6,1243052,0.20259731692640373,97.5547464396339,40900,4.1,3.3,9.549,0.1827762538615238,0.1827762538615238,0.1827762538615238,1.1994134897360704,0.702127659574468,0.8723404255319148
2009,Austria,120.2,1408619,0.1687894313508479,96.46038557933832,34100,-0.3,4.3,12.711,0.17976485324679023,0.17976485324679023,0.17976485324679023,1.262962962962963,1.131578947368421,-0.14285714285714285
2013,Austria,121.4,1418498,0.17538198855409032,96.99610034663586,39000,4.4,4.4,10.903,0.2435973821594281,0.290494358402583,0.290494358402583,1.3588850174216027,0.8800000000000001,1.1578947368421053
2014,Austria,122.2,1425422,0.1772927596178535,97.18571331736948,39900,7,4.1,8.819,0.197913966618958,0.197913966618958,0.197913966618958,1.250783699059561,1.1388888888888888,5.384615384615384
2017,Austria,125.4,1465045,0.18057124525185234,98.28425102962532,42900,4.6,4,12.316,0.2652234545597535,0.2652234545597535,0.2652234545597535,1.2152974504249292,1.4285714285714286,5.111111111111111
2019,Austria,126.8,1482095,0.18433163866013988,98.48706836517137,45800,4.6,2.9,7.403,0.17763607147112068,0.17763607147112068,0.17763607147112068,1.343108504398827,0.6744186046511628,-15.333333333333332
2019,Austria,126.8,1482095,0.18433163866013988,98.48706836517137,45800,4.6,2.9,7.403,0.17233832028614085,0.17233832028614085,0.17233832028614085,1.1743589743589744,0.6590909090909091,1.0454545454545452
2009,Austria,74.7,526699,0.16034395356740758,94.23561300315306,39600,-1.3,3.6,NA,0.16074674592328209,0.16074674592328209,0.16074674592328209,1.2651757188498403,1.090909090909091,0.5652173913043479
2013,Austria,75.6,531898,0.17335278568447335,94.35033615901783,45000,3,3.2,NA,0.23921859106083468,0.29005864321848185,0.29005864321848185,1.3432835820895523,0.7272727272727273,1.1538461538461537
2014,Austria,76.1,534270,0.17656615568907108,94.50987530718122,45700,5.9,3.6,NA,0.1809253682855822,0.1809253682855822,0.1809253682855822,1.2351351351351352,1.0285714285714287,19.666666666666668
2017,Austria,78.1,549263,0.1823479826604013,95.79055807454301,50200,3.9,3.2,NA,0.2416350471081812,0.2416350471081812,0.2416350471081812,1.2395061728395063,1.142857142857143,-5.571428571428572
2019,Austria,78.9,555221,0.1870768576836971,95.74779386619001,53500,3.8,2.4,NA,0.14335783372324454,0.14335783372324454,0.14335783372324454,1.351010101010101,0.6666666666666666,-2.923076923076923
2019,Austria,78.9,555221,0.1870768576836971,95.74779386619001,53500,3.8,2.4,NA,0.1351436335532217,0.1351436335532217,0.1351436335532217,1.1888888888888889,0.7499999999999999,1.2666666666666666
2009,Austria,56.2,702502,0.1580693008703178,95.69663625600668,35800,1.3,3.3,NA,0.15550485140798137,0.15550485140798137,0.15550485140798137,1.2517482517482517,1.375,0.5
2013,Austria,57.5,715888,0.16838527814406723,96.01716239934066,40300,6.7,3.2,NA,0.22068913770248527,0.27586350638198537,0.27586350638198537,1.33003300330033,1.103448275862069,1.34
2014,Austria,58,722038,0.17127768898589824,96.1377564325452,41200,7.4,3.3,NA,0.17112822713145034,0.17112822713145034,0.17112822713145034,1.2153392330383481,1,4.625
2017,Austria,59.8,746153,0.17569452913812583,97.16130089206443,44600,4.2,3.4,NA,0.24730485668079813,0.24730485668079813,0.24730485668079813,1.2354570637119113,1.259259259259259,2.1
2019,Austria,60.4,754705,0.1797669287999947,97.2723945944533,47700,2.2,2.1,NA,0.1502728180602446,0.1502728180602446,0.1502728180602446,1.3324022346368716,0.6363636363636365,1.6923076923076923
2019,Austria,60.4,754705,0.1797669287999947,97.2723945944533,47700,2.2,2.1,NA,0.1457575074074454,0.1457575074074454,0.1457575074074454,1.183622828784119,0.65625,0.3283582089552239
2009,Austria,145.1,367056,0.14893912645481888,97.0167519202177,35700,0.4,5.7,NA,0.16677545026210047,0.16677545026210047,0.16677545026210047,1.2184300341296928,2.111111111111111,0.33333333333333337
2013,Austria,147.6,372603,0.16066429953596723,97.06207458258189,40400,4.6,3.6,NA,0.22347125347057628,0.2763312340579219,0.2763312340579219,1.3159609120521172,0.878048780487805,1.1794871794871795
2014,Austria,148.8,375282,0.16384212405604318,97.16091476965268,42100,5.4,3.4,NA,0.16851357596220046,0.16851357596220046,0.16851357596220046,1.2529761904761905,0.6666666666666667,6.75
2017,Austria,154,388752,0.16917726468288266,98.42283369317225,46000,4.7,3.8,NA,0.242670968461956,0.242670968461956,0.242670968461956,1.2534059945504088,0.9047619047619047,9.4
2019,Austria,156.3,394297,0.17312837784715582,98.59626678486164,47900,4,3.3,NA,0.13981656658715144,0.13981656658715144,0.13981656658715144,1.341736694677871,0.5789473684210525,10
2019,Austria,156.3,394297,0.17312837784715582,98.59626678486164,47900,4,3.3,NA,0.14592166146561927,0.14592166146561927,0.14592166146561927,1.1856435643564356,0.9166666666666666,0.8695652173913044
2009,Belgium,6702.1,1068532,0.1418853155544242,93.4757967849758,61000,10.9,15.9,NA,0.01414342576303221,0.01414342576303221,0.0332976499702342,NA,0.99375,NA
2010,Belgium,6957.2,1089538,0.139581180280082,93.6092516939108,62600,18.3,17.4,NA,0.06647575555080608,0.06647575555080608,0.07531971073854736,1.1402550091074681,1.1677852348993287,5.228571428571429
2014,Belgium,7319.4,1172751,0.13185833992040935,95.43472210881009,64500,1.5,18.5,NA,0.02331638793583502,0.0635542222781081,0.02331638793583502,1.1236933797909407,1.3602941176470589,1.0714285714285714
2014,Belgium,7319.4,1172751,0.13185833992040935,95.43472210881009,64500,1.5,18.5,NA,0.02614336980041002,0.0623988692300988,0.02614336980041002,1.0369774919614148,1.0755813953488373,0.15151515151515152
2019,Belgium,7526.7,1215289,0.13058210845321566,96.55901352457293,71700,0.1,12.7,NA,0.0198262850968117,0.14100583943606276,0.0198262850968117,1.1754098360655738,0.7987421383647798,0.009174311926605505
2019,Belgium,7526.7,1215289,0.13058210845321566,96.55901352457293,71700,0.1,12.7,NA,0.03025223514195079,0.14470674157094565,0.03025223514195079,1.145367412140575,0.7298850574712644,0.00546448087431694
2009,Belgium,622.5,1731174,0.17641554228517758,97.88645134151471,37400,5.3,5.8,NA,0,0,0.05052940117227315,NA,0.8923076923076922,NA
2010,Belgium,620.7,1744862,0.17771319451051143,97.85864858091811,38800,8.5,6.1,NA,0.1542101750907339,0.1542101750907339,0.17606036265683506,1.2356687898089171,1,2.125
2014,Belgium,648,1806634,0.18338689518740375,98.19514822668816,42000,3.3,6.1,NA,0,0.03356930960656617,0,1.2612612612612613,1.150943396226415,0.9428571428571428
2014,Belgium,648,1806634,0.18338689518740375,98.19514822668816,42000,3.3,6.1,NA,0.06714884807081188,0.11057208376535407,0.06714884807081188,1.0966057441253263,1.22,0.4925373134328358
2019,Belgium,665.8,1860470,0.1925696195047488,98.56556611576863,49100,5.3,3.6,NA,0,0.06321902757003306,0,1.3128342245989304,0.6206896551724138,1
2019,Belgium,665.8,1860470,0.1925696195047488,98.56556611576863,49100,5.3,3.6,NA,0.18106345506259192,0.25473584412078837,0.18106345506259192,1.2654639175257731,0.5901639344262296,0.6235294117647059
2009,Belgium,349.1,833160,0.16331196888952904,99.44176604922609,25500,3.9,5.5,NA,0,0,0.05743375765002378,NA,0.8333333333333334,NA
2010,Belgium,352.3,838505,0.16566985289294636,99.34076488390282,26700,4.6,5.4,NA,0.11999249312454398,0.11999249312454398,0.14713300499522927,1.1762114537444934,0.8059701492537313,1.586206896551724
2014,Belgium,360,857844,0.17966669930663384,99.39566084486614,29700,2.2,5.6,NA,0,0.0235923610225001,0,1.2801724137931034,0.9491525423728813,0.7586206896551725
2014,Belgium,360,857844,0.17966669930663384,99.39566084486614,29700,2.2,5.6,NA,0.05784160038629075,0.08207488463984167,0.05784160038629075,1.120754716981132,1.037037037037037,0.4313725490196079
2019,Belgium,367.5,875842,0.20169162931213622,99.37082150588546,33600,5.4,3.7,NA,0,0.04934240779913547,0,1.3176470588235294,0.6727272727272727,1.3846153846153848
2019,Belgium,367.5,875842,0.20169162931213622,99.37082150588546,33600,5.4,3.7,NA,0.18614016567476,0.2389007600367864,0.18614016567476,1.2584269662921348,0.6851851851851851,1.173913043478261
2009,Belgium,484.2,1420415,0.17874494425924817,97.04504909427378,28900,6.5,4.2,NA,0,0,0.0702384011673416,NA,0.6363636363636365,NA
2010,Belgium,486.2,1432326,0.1800581711146764,97.0306318401664,29900,7.5,5.3,NA,0.11675557506706533,0.11675557506706533,0.14694413090593417,1.2406639004149378,1.0392156862745099,2.678571428571429
2014,Belgium,500.4,1471126,0.18776161933104302,97.13818994131923,32500,4.1,4.3,NA,0,0.02085117347788855,0,1.2896825396825398,1.048780487804878,0.8723404255319148
2014,Belgium,500.4,1471126,0.18776161933104302,97.13818994131923,32500,4.1,4.3,NA,0.05932969575477829,0.08473016157280501,0.05932969575477829,1.1206896551724137,0.8958333333333334,0.6949152542372881
2019,Belgium,512.3,1516284,0.19712072408598916,97.67372735521417,37900,6.8,2.9,NA,0,0.04440579175929872,0,1.3114186851211074,0.6904761904761905,1.0461538461538462
2019,Belgium,512.3,1516284,0.19712072408598916,97.67372735521417,37900,6.8,2.9,NA,0.19081068302661605,0.24343749582962368,0.19081068302661605,1.2675585284280937,0.5471698113207547,0.9066666666666666
2009,Belgium,510.9,1068838,0.17527071455169072,96.0221103905631,34500,5.9,5,NA,0.00153070373944305,0.00153070373944305,0.06409528363918944,NA,1.3513513513513513,NA
2010,Belgium,516.6,1076924,0.17678499132715028,96.08637149063472,35200,6.9,4.9,NA,0.09534099134810932,0.09534099134810932,0.12294043638619834,1.2707581227436824,1.088888888888889,2.0294117647058827
2014,Belgium,528.8,1108408,0.18403602283635628,96.0652791486682,38500,4,5,NA,0,0.01624498515909821,0,1.3139931740614335,1.1363636363636362,0.9090909090909091
2014,Belgium,528.8,1108408,0.18403602283635628,96.0652791486682,38500,4,5,NA,0.04046220891102437,0.05821919728989994,0.04046220891102437,1.1390532544378698,1.4705882352941178,0.7407407407407407
2019,Belgium,544.7,1146643,0.1924696701588899,96.24653637681482,45200,7.8,3.6,NA,0,0.04240243643317516,0,1.3101449275362318,0.72,1.3220338983050846
2019,Belgium,544.7,1146643,0.1924696701588899,96.24653637681482,45200,7.8,3.6,NA,0.12805768692320318,0.17359592947475716,0.12805768692320318,1.2840909090909092,0.7346938775510203,1.1304347826086956
2009,Belgium,369.5,1155290,0.202293796362818,97.14577275395557,30200,3.8,4.3,NA,0,0,0.1071817451864771,NA,1.048780487804878,NA
2010,Belgium,371.3,1159366,0.20507674021836073,97.18047798194472,31400,5,3.8,NA,0.08519375596775082,0.08519375596775082,0.1572375206702547,1.2411067193675889,0.9743589743589743,1.7857142857142858
2014,Belgium,377.3,1177935,0.21803749782458284,97.84990123755392,34800,3.4,4.2,NA,0,0.01609970425504818,0,1.3132075471698113,1.272727272727273,1.259259259259259
2014,Belgium,377.3,1177935,0.21803749782458284,97.84990123755392,34800,3.4,4.2,NA,0.04478183613493117,0.06047398560918501,0.0780636705128851,1.1225806451612903,1.4000000000000001,0.8717948717948718
2019,Belgium,380.8,1196995,0.23194583101850885,98.34545725695537,40400,6.1,2.5,NA,0,0.03138918998234461,0,1.3377483443708609,0.5813953488372093,1.6052631578947367
2019,Belgium,380.8,1196995,0.23194583101850885,98.34545725695537,40400,6.1,2.5,NA,0.1932929882844185,0.2276250731783011,0.1932929882844185,1.286624203821656,0.6578947368421053,1.22
2009,Belgium,346.1,375645,0.15637636598384114,94.16389273678334,34300,8,6.9,NA,0.02186501307755758,0.02186501307755758,0.02186501307755758,NA,0.8625,NA
2010,Belgium,351.4,379515,0.15875788835750893,94.21770970333714,38300,6.8,8.5,NA,0.04775953961487334,0.04775953961487334,0.04775953961487334,1.4185185185185185,1.0365853658536586,1.1525423728813557
2014,Belgium,360.2,391609,0.1738953905553754,94.10318557840527,40400,5.9,9,NA,0.05377232035999808,0.07669906011138239,0.05377232035999808,1.397923875432526,1.267605633802817,0.9833333333333334
2014,Belgium,360.2,391609,0.1738953905553754,94.10318557840527,40400,5.9,9,NA,0.03779816949770098,0.06333886470837509,0.03779816949770098,1.2095808383233533,1.267605633802817,0.9833333333333334
2019,Belgium,369.7,404270,0.1896925322185668,94.35497052969626,56100,5.6,5.6,NA,0.0362085271467449,0.10861786107197312,0.0362085271467449,1.6355685131195334,0.8115942028985507,0.7
2019,Belgium,369.7,404270,0.1896925322185668,94.35497052969626,56100,5.6,5.6,NA,0.03125919303755153,0.10108998383935631,0.03125919303755153,1.4647519582245432,0.6588235294117647,0.8235294117647058
2009,Belgium,346.5,1304436,0.16401494592298893,93.31106454490758,20500,4.2,13.3,NA,0.0479528492280161,0.0479528492280161,0.0479528492280161,NA,0.8209876543209877,NA
2010,Belgium,348.8,1309880,0.16418832259443614,93.44929539607571,21400,5.3,14,NA,0.02519775388145936,0.02519775388145936,0.02519775388145936,1.2298850574712643,1.044776119402985,2.5238095238095237
2014,Belgium,353.9,1334423,0.1728979491510563,94.05103640430093,23000,2.6,14.5,NA,0.0607356473298244,0.1134422070403249,0.0607356473298244,1.2432432432432432,1.150793650793651,1.04
2014,Belgium,353.9,1334423,0.1728979491510563,94.05103640430093,23000,2.6,14.5,NA,0.03961749980288575,0.08667113458960814,0.03961749980288575,1.1111111111111112,1.1328125,0.7027027027027027
2019,Belgium,354.8,1346082,0.18590472200059135,94.92078386397502,25800,4.1,8.7,NA,0.04810373795894282,0.20262801512516032,0.04810373795894282,1.2585365853658537,0.6541353383458646,0.976190476190476
2019,Belgium,354.8,1346082,0.18590472200059135,94.92078386397502,25800,4.1,8.7,NA,0.04065256210414159,0.18153745979755723,0.04065256210414159,1.205607476635514,0.6214285714285713,0.7735849056603773
2009,Belgium,276.7,1060035,0.16947081935973812,94.81389455035314,23500,6.4,12.1,NA,0.02704830744446891,0.02704830744446891,0.02704830744446891,NA,1,NA
2010,Belgium,278.8,1067685,0.1691519502474981,94.84796280006861,24200,7.9,11.6,NA,0.02875298835505514,0.02875298835505514,0.02875298835505514,1.2284263959390862,1.1958762886597938,1.880952380952381
2014,Belgium,285.5,1095661,0.1747702984773575,95.52700660107824,25900,2.2,12.4,NA,0.06271281493635449,0.13352394014628727,0.06271281493635449,1.2572815533980584,0.9538461538461539,0.55
2014,Belgium,285.5,1095661,0.1747702984773575,95.52700660107824,25900,2.2,12.4,NA,0.0478319137663124,0.12293316829846378,0.0478319137663124,1.111587982832618,1.1376146788990826,0.37931034482758624
2019,Belgium,289.7,1110068,0.18675882918884248,96.04750063579078,29500,3.4,6.7,NA,0.05026937724264176,0.1938772627167918,0.05026937724264176,1.2553191489361701,0.5537190082644629,0.53125
2019,Belgium,289.7,1110068,0.18675882918884248,96.04750063579078,29500,3.4,6.7,NA,0.03863736322320108,0.18947871916644823,0.03863736322320108,1.21900826446281,0.5775862068965517,0.430379746835443
2009,Belgium,60.4,266950,0.15409627271024537,97.95776110105894,21100,6.2,7.5,NA,0.0245252895818472,0.0245252895818472,0.0245252895818472,NA,1.0869565217391304,NA
2010,Belgium,61.2,269023,0.15369689580444795,98.03819086599334,21700,5.8,7.6,NA,0.02234630505384308,0.02234630505384308,0.02234630505384308,1.172972972972973,1.3571428571428572,1.3181818181818181
2014,Belgium,62.9,278219,0.15908690635794104,98.55199680283178,22600,4.9,8.6,NA,0.05233254744328064,0.07419759153226474,0.05233254744328064,1.1894736842105262,1.2112676056338028,1.065217391304348
2014,Belgium,62.9,278219,0.15908690635794104,98.55199680283178,22600,4.9,8.6,NA,0.0379073821639793,0.05964710290931012,0.0379073821639793,1.0511627906976744,1.2647058823529411,0.5975609756097562
2019,Belgium,64.6,286685,0.16910197603641627,99.7234239694582,25400,8.3,5.4,NA,0.03689908675303239,0.12246305204747582,0.03689908675303239,1.2037914691943128,0.7200000000000001,1.338709677419355
2019,Belgium,64.6,286685,0.16910197603641627,99.7234239694582,25400,8.3,5.4,NA,0.03418468208245663,0.11593112184056688,0.03418468208245663,1.1705069124423964,0.7105263157894738,1.4310344827586208
2009,Belgium,128.7,468605,0.16067263473501137,95.0846356877014,22400,6.4,9.5,NA,0.03191600816552004,0.03191600816552004,0.03191600816552004,NA,0.9405940594059407,NA
2010,Belgium,130.1,472281,0.1604299135472314,95.19212091404671,23400,8,9.6,NA,0.02880758712010695,0.02880758712010695,0.02880758712010695,1.2580645161290323,1.1566265060240963,1.7391304347826089
2014,Belgium,133.4,486230,0.16965016555950888,95.76919824937895,24900,4.9,8.9,NA,0.05914383381214921,0.10318559771408028,0.05914383381214921,1.2769230769230768,1.1410256410256412,0.9245283018867926
2014,Belgium,133.4,486230,0.16965016555950888,95.76919824937895,24900,4.9,8.9,NA,0.04012478750400355,0.08496144275542636,0.04012478750400355,1.1369863013698631,1.0348837209302326,0.8750000000000001
2019,Belgium,135.9,496891,0.18494398167807427,96.4291079292542,27700,5.7,7,NA,0.04262688970063605,0.16131442057311518,0.04262688970063605,1.2366071428571428,0.7368421052631579,0.890625
2019,Belgium,135.9,496891,0.18494398167807427,96.4291079292542,27700,5.7,7,NA,0.03336348044924243,0.14325425512929482,0.03336348044924243,1.1837606837606838,0.7291666666666667,0.7125
2009,Bulgaria,45.8,881573,0.22087223633210182,96.43548692581079,3100,-9,8.1,NA,0.2007175575655079,0.15226188112371705,0.523827293205798,0.11191335740072202,1.157142857142857,-1.5789473684210527
2009,Bulgaria,45.8,881573,0.22087223633210182,96.43548692581079,3100,-9,8.1,NA,0.14049211205974765,0.1003985095987761,0.5614173616937275,0.11191335740072202,1.157142857142857,-1.5789473684210527
2013,Bulgaria,43.8,823469,0.23617403933845718,96.3595219473112,3600,-5.4,14.1,NA,0.16359573064992794,0.14694575385291747,0.42918691839874945,1.565217391304348,1.119047619047619,0.5684210526315789
2014,Bulgaria,43.1,810401,0.24253671947591376,96.14084172973548,3800,-5,14.2,NA,0.06122691778006908,0.19617994217277507,0.4197557124213168,1.3571428571428572,1.5777777777777777,0.5681818181818181
2014,Bulgaria,43.1,810401,0.24253671947591376,96.14084172973548,3800,-5,14.2,NA,0.06046516468619987,0.1500662179285367,0.417555426617786,1.2258064516129032,1.7530864197530864,0.5555555555555556
2017,Bulgaria,40.5,769623,0.25651130488563884,95.76209105107061,4600,-5.5,11.4,NA,0.03098725532044637,0.03098725532044637,0.32565400329288374,1.4838709677419355,1.4074074074074074,0.6111111111111112
2019,Bulgaria,39,742304,0.26208669224468684,95.3554961365981,5400,-6.6,11,NA,0.08149220262970136,0.08149220262970136,0.394532667414127,1.5,0.7801418439716312,1.222222222222222
2009,Bulgaria,58.7,884857,0.19383018951084752,95.0798854464524,3300,-6.2,8.4,NA,0.19373854808778676,0.14646154206400777,0.4895330254122688,0.717391304347826,0.7368421052631579,1.1272727272727272
2009,Bulgaria,58.7,884857,0.19383018951084752,95.0798854464524,3300,-6.2,8.4,NA,0.1407008796347414,0.10072892876721352,0.5460263406148727,0.6111111111111112,0.7636363636363637,0.9393939393939394
2013,Bulgaria,57.8,844511,0.2121819609217642,94.93858764273958,4100,-2.6,15.5,NA,0.15021226217667388,0.13187281011205051,0.422467502959712,1.7083333333333333,1.2301587301587302,0.34210526315789475
2014,Bulgaria,56.5,835813,0.21737996417859018,94.91862192485559,4300,-3.7,13.4,NA,0.05640070709600607,0.16231628389832045,0.4229835240822816,1.4333333333333333,1.2407407407407407,0.5522388059701493
2014,Bulgaria,56.5,835813,0.21737996417859018,94.91862192485559,4300,-3.7,13.4,NA,0.04381304631800744,0.09191530678892013,0.3694880219815969,1.303030303030303,1.5952380952380951,0.5967741935483871
2017,Bulgaria,54.6,805441,0.2321647395650333,94.79752150064333,5100,-3.3,7,NA,0.0392425572787558,0.0392425572787558,0.3381277863210133,1.5454545454545454,0.8333333333333333,0.532258064516129
2019,Bulgaria,53.1,784168,0.23965527795064323,94.49479391441086,5900,-3.6,5.2,NA,0.08518240095165715,0.08518240095165715,0.36765191818392096,1.4390243902439024,0.33548387096774196,1.3846153846153846
2009,Bulgaria,67.2,976062,0.1636760779540644,96.046775074718,4100,-2.4,10.5,NA,0.19755659002505793,0.15600918441166295,0.4972976231665251,0.803921568627451,1.5,0.7272727272727273
2009,Bulgaria,67.2,976062,0.1636760779540644,96.046775074718,4100,-2.4,10.5,NA,0.14113309453181844,0.11282147254715395,0.5400406475625454,0.6949152542372882,2.019230769230769,0.6666666666666666
2013,Bulgaria,66.1,957460,0.17741002235080316,95.98475451244325,4800,1,16.9,NA,0.14706751512047125,0.13330969220565153,0.4332915235612294,1.7777777777777777,1.3852459016393441,-0.5263157894736842
2014,Bulgaria,66.5,954536,0.18202770770300963,95.84564375287243,5000,-0.1,12.7,NA,0.05917769354947413,0.15408858521055113,0.4175013720084599,1.3888888888888888,1.165137614678899,0.045454545454545456
2014,Bulgaria,66.5,954536,0.18202770770300963,95.84564375287243,5000,-0.1,12.7,NA,0.03854188852987959,0.0873457531415831,0.37473093184815265,1.2195121951219512,1.2095238095238094,0.04166666666666667
2017,Bulgaria,64.3,939262,0.1950754954421663,95.49060907789138,5900,-0.1,9.4,NA,0.08113883026012333,0.08113883026012333,0.3590884488893623,1.4390243902439024,0.8952380952380953,0.04166666666666667
2019,Bulgaria,63.7,929035,0.20234113892372194,95.05740224402042,6800,1.5,6,NA,0.0814785961343562,0.0814785961343562,0.3301125646047255,1.4166666666666667,0.3550295857988166,1.5
2009,Bulgaria,55.1,1094253,0.17557639778003808,95.9166025101606,4100,-3.9,6.7,NA,0.24675446705199963,0.19780990014526173,0.5469281716323151,0.6949152542372882,0.7127659574468085,39
2009,Bulgaria,55.1,1094253,0.17557639778003808,95.9166025101606,4100,-3.9,6.7,NA,0.18499619931749448,0.14506153871035565,0.6013164917274506,0.6029411764705882,1.1166666666666667,-2.6
