geo,year,gdp_regional,employment_in_prof_scientific_techn_activities_admin_support_service_activities_isic_rev4,employment_in_agriculture_forestry_and_fishing_isic_rev4,employment_in_public_admin_compulsory_s_s_education_human_health_isic_rev4,employment_in_financial_and_insurance_activities_isic_rev4,employment_in_other_services_isic_rev4,employment_in_construction_isic_rev4,of_which_employment_in_manufacturing_isic_rev4,regional_employment_at_place_of_work_total_activities,employment_in_distributive_trade_repairs_transport_accommod_food_serv_activities_isic_rev4,employment_in_information_and_communication_isic_rev4,employment_in_industry_including_energy_isic_rev4,employment_in_real_estate_activities_isic_rev4,disposable_household_income,primary_income_of_private_households,labour_utilisation_percent_total_employment_over_population,proc_gva_in_other_services_isic_rev4,proc_gva_in_information_and_communication_isic_rev4,proc_gva_in_distributive_trade_repairs_transport_accommod_food_serv_activities_isic_rev4,proc_gva_in_real_estate_activities_isic_rev4,proc_gva_in_industry_including_energy_isic_rev4,proc_gva_in_construction_isic_rev4,proc_gva_in_financial_and_insurance_activities_isic_rev4,proc_gva_in_public_admin_compulsory_s_s_education_human_health_isic_rev4,proc_gva_in_prof_scientific_techn_activities_admin_support_service_activities_isic_rev4,proc_gva_in_agriculture_forestry_and_fishing_isic_rev4,air_pollution_in_pm2_5_average_level_in_mg_m3_experienced_by_the_population,pct_patent_applications_per_million_inhabitants_fractional_count_by_inventor_and_priority_year_level,pct_patent_applications_count_fractional_count_by_inventor_place_of_residence_and_priority_year,obs_value,econ_act_rate,HRST,HTC,participation_in_formal_and_or_non_formal_training_25_to_64_year_olds_population,FMEDAGEPOP,MEDAGEPOP,MMEDAGEPOP,ed3_4,disp_income,country_code,country_name,is_duplicate
FRE1,2012,22400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.5,43.7,2.1,5.6,39.5,37.9,36.1,41.4,14300,FR,France,FALSE
FRE1,2013,23000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.5,45.3,1.9,17.3,39.7,38.1,36.2,43.6,14300,FR,France,FALSE
FRE1,2014,23300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.4,44.7,2.1,18.3,39.9,38.1,36.3,44.8,14400,FR,France,FALSE
FRE1,2015,23700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.6,44,2.1,17.4,40.1,38.3,36.5,45.8,14500,FR,France,FALSE
FRE1,2016,24100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2,44.3,2,18.4,40.4,38.5,36.7,46.5,14600,FR,France,FALSE
FRE1,2017,24800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2,45.7,2.1,17.7,40.6,38.8,37,45.5,14800,FR,France,FALSE
FRE1,2018,25500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4,47.6,2.4,17.4,40.8,39,37.2,44.6,15200,FR,France,FALSE
FRE1,2019,27500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9,48.7,2.3,17.5,41,39.2,37.5,45.7,15800,FR,France,FALSE
FRE1,2020,25600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7,48.7,2.6,10.2,41.3,39.5,37.8,47.3,NA,FR,France,FALSE
FRE1,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.7,51.1,2.9,9.6,41.5,39.8,38.1,44.6,NA,FR,France,FALSE
FRE2,2000,17700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.8,26.5,2.6,2.7,37.2,36.1,35,37.5,12000,FR,France,FALSE
FRE2,2001,18400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.4,27.5,2.8,1.9,37.6,36.4,35.3,38.4,12700,FR,France,FALSE
FRE2,2002,18900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.7,29.7,2.8,2.6,37.9,36.8,35.6,38.9,13200,FR,France,FALSE
FRE2,2003,18800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,30.8,NA,5.7,38.2,37.1,35.9,41.5,13100,FR,France,FALSE
FRE2,2004,18900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,29.2,NA,5.3,38.5,37.3,36.1,38.2,13500,FR,France,FALSE
FRE2,2005,19800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.3,31.9,4.5,5.7,38.9,37.6,36.4,38.6,14100,FR,France,FALSE
FRE2,2006,20100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.8,29.1,3.5,6,39.2,38,36.7,42.8,14300,FR,France,FALSE
FRE2,2007,21200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.1,30,3.4,5.1,39.5,38.2,36.9,42.7,14800,FR,France,FALSE
FRE2,2008,21200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.9,34.4,3.4,5.6,39.6,38.4,37.1,42.2,15600,FR,France,FALSE
FRE2,2009,20200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.4,34.5,2.4,4,39.9,38.7,37.4,41.4,15300,FR,France,FALSE
FRE2,2010,20900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.3,33,2,4.2,40.1,38.9,37.6,41.7,15500,FR,France,FALSE
FRE2,2011,21400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.5,37,1.8,4.2,40.4,39.2,38,41,15900,FR,France,FALSE
FRE2,2012,21300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.2,36.7,1.7,4,40.8,39.6,38.3,40.1,15800,FR,France,FALSE
FRE2,2013,21700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.3,36.2,1.3,12.2,41,39.8,38.6,42.1,15800,FR,France,FALSE
FRE2,2014,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.9,35.8,1.4,13.1,41.3,40.1,38.9,45,15800,FR,France,FALSE
FRE2,2015,22300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.4,39.5,1.8,13.3,41.6,40.4,39.1,46.1,15800,FR,France,FALSE
FRE2,2016,22000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2,38.4,1.8,13.9,41.9,40.6,39.2,47.3,15800,FR,France,FALSE
FRE2,2017,22800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,39.3,2.2,12.6,42.2,40.8,39.4,45.7,16100,FR,France,FALSE
FRE2,2018,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.1,43.9,2.3,12.6,42.4,41,39.6,44.4,17000,FR,France,FALSE
FRE2,2019,24300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.1,42.6,3.4,14.6,42.6,41.2,39.8,44.7,17600,FR,France,FALSE
FRE2,2020,22700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2,46.6,2.2,9.5,42.8,41.5,40,41.4,NA,FR,France,FALSE
FRE2,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.1,44.7,2.3,9,43,41.6,40.2,45.3,NA,FR,France,FALSE
FRF1,2000,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.6,30,3.9,3.1,37.5,36.4,35.3,47.1,12700,FR,France,FALSE
FRF1,2001,22400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.4,32.5,3.9,2.8,37.8,36.7,35.7,45.8,13900,FR,France,FALSE
FRF1,2002,22800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,33.7,4.1,2.5,38.1,37,36,45.6,14300,FR,France,FALSE
FRF1,2003,22400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.2,39,5.2,8.5,38.4,37.4,36.3,49.6,14000,FR,France,FALSE
FRF1,2004,22800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.8,37.5,NA,7.2,38.7,37.7,36.6,48,14400,FR,France,FALSE
FRF1,2005,23500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,39.8,5,7.9,39,38,36.9,47.7,15000,FR,France,FALSE
FRF1,2006,24200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.4,39.9,4.7,7.6,39.4,38.3,37.2,45.8,15100,FR,France,FALSE
FRF1,2007,25400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.3,37.2,4.5,7,39.7,38.6,37.6,45.5,15800,FR,France,FALSE
FRF1,2008,25900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.5,41.2,3.5,8.1,40.1,39,38,46.1,15900,FR,France,FALSE
FRF1,2009,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.9,41.1,4,7.5,40.4,39.4,38.3,45.8,15700,FR,France,FALSE
FRF1,2010,25200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.2,43.5,3.7,6.4,40.7,39.7,38.7,44.9,16100,FR,France,FALSE
FRF1,2011,26100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.4,45.4,4.6,7.5,40.9,39.9,38.9,47.1,16400,FR,France,FALSE
FRF1,2012,25600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,44.1,4.8,7.8,41.3,40.3,39.2,47,16400,FR,France,FALSE
FRF1,2013,26400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.4,45.1,4.1,19.1,41.6,40.6,39.5,47.9,16400,FR,France,FALSE
FRF1,2014,26700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.5,45.3,3.6,19,41.9,40.9,39.8,48.2,16500,FR,France,FALSE
FRF1,2015,27000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.7,48,3.5,21.9,42.2,41.2,40,48.1,16800,FR,France,FALSE
FRF1,2016,27500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.1,48.4,3.7,20.9,42.6,41.5,40.3,47.7,16900,FR,France,FALSE
FRF1,2017,28200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.4,47.1,4.2,17.8,42.9,41.7,40.5,48.2,17200,FR,France,FALSE
FRF1,2018,29200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.2,48.3,4.8,18.6,43.1,41.9,40.7,48.7,17400,FR,France,FALSE
FRF1,2019,30500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.3,50.5,4.8,20.8,43.3,42.1,40.9,47.4,18000,FR,France,FALSE
FRF1,2020,28500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.2,52.4,4.3,12.7,43.5,42.3,41.1,44.4,NA,FR,France,FALSE
FRF1,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.2,49.3,4.9,11.6,43.7,42.4,41.2,45.9,NA,FR,France,FALSE
FRF2,2000,20100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.7,25.7,2.8,2.6,38.7,37.2,35.8,38.8,12100,FR,France,FALSE
FRF2,2001,20500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,26.1,2.5,2.2,39,37.6,36.1,38.6,12600,FR,France,FALSE
FRF2,2002,21000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.4,25.9,NA,2.1,39.4,37.9,36.4,41.3,13100,FR,France,FALSE
FRF2,2003,20500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,28.5,NA,6.4,39.8,38.3,36.8,42.9,12900,FR,France,FALSE
FRF2,2004,21800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.9,29,NA,5.2,40.2,38.7,37.1,43.2,13400,FR,France,FALSE
FRF2,2005,22500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.9,31.4,2.4,4.8,40.6,39,37.5,42.1,13700,FR,France,FALSE
FRF2,2006,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,33.5,2.2,5.5,41,39.4,37.8,42.8,14300,FR,France,FALSE
FRF2,2007,24300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.7,32.5,2.4,6,41.3,39.7,38.1,42.2,15200,FR,France,FALSE
FRF2,2008,24400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.3,31.9,2.6,5.9,41.6,39.9,38.3,43.1,15300,FR,France,FALSE
FRF2,2009,22900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.2,31.6,2,5.2,41.9,40.2,38.6,43.2,15100,FR,France,FALSE
FRF2,2010,23500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.8,32.5,1.3,4.5,42.2,40.6,38.9,44.2,15300,FR,France,FALSE
FRF2,2011,24900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.4,35.7,1.1,5.5,42.5,40.9,39.2,44.8,15800,FR,France,FALSE
FRF2,2012,24000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.6,37.1,1.1,4.7,42.9,41.2,39.5,42.7,15700,FR,France,FALSE
FRF2,2013,24600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.3,38.1,1.2,16,43.1,41.4,39.8,42.2,15700,FR,France,FALSE
FRF2,2014,24500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.9,37.3,1.5,14.5,43.3,41.7,40,46.2,15600,FR,France,FALSE
FRF2,2015,24800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.4,37.5,1.6,13.6,43.6,42,40.3,47.8,15600,FR,France,FALSE
FRF2,2016,24500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.9,37.6,1.3,15.7,44,42.4,40.6,46.6,15700,FR,France,FALSE
FRF2,2017,25600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.9,37.9,1.2,15.9,44.3,42.6,40.8,47.5,16100,FR,France,FALSE
FRF2,2018,26500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.3,42.1,1.4,18,44.6,42.8,40.9,46.5,16700,FR,France,FALSE
FRF2,2019,27200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.7,42,1.3,17.5,44.9,43.1,41,49,17400,FR,France,FALSE
FRF2,2020,25600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3,39.2,1.2,11.1,45.2,43.3,41.2,48.1,NA,FR,France,FALSE
FRF2,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.4,44.4,1.4,9.3,45.3,43.3,41.3,46.3,NA,FR,France,FALSE
FRF3,2000,17600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.7,29,4,2.9,38.7,37.3,35.9,43.8,11800,FR,France,FALSE
FRF3,2001,18500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8,30.6,4.9,2.2,39.1,37.6,36.2,45.3,12900,FR,France,FALSE
FRF3,2002,19000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.6,30.8,4.2,2.1,39.5,38,36.6,45.9,13300,FR,France,FALSE
FRF3,2003,18800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.2,31.3,NA,6.5,39.8,38.4,36.9,43.1,13100,FR,France,FALSE
FRF3,2004,19500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.7,30.4,NA,5.3,40.2,38.7,37.2,43.9,13500,FR,France,FALSE
FRF3,2005,20300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.3,32.6,2.9,5.9,40.5,39,37.5,45,13900,FR,France,FALSE
FRF3,2006,20800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,32.7,3.5,5.5,40.9,39.4,37.8,45.9,14700,FR,France,FALSE
FRF3,2007,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.8,34.7,2.9,5.8,41.3,39.7,38.1,45.7,14900,FR,France,FALSE
FRF3,2008,21300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.6,32.8,2.7,5.3,41.6,40,38.3,46.3,14900,FR,France,FALSE
FRF3,2009,20500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.7,34.6,1.6,4.3,41.9,40.2,38.6,47.3,14800,FR,France,FALSE
FRF3,2010,20700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.3,37.9,1.9,4,42.2,40.5,38.8,44.9,15000,FR,France,FALSE
FRF3,2011,21200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.6,40.2,2.3,4.5,42.5,40.8,39.2,45.5,15600,FR,France,FALSE
FRF3,2012,20800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.9,39.5,1.3,4.5,42.8,41.2,39.6,45.7,15600,FR,France,FALSE
FRF3,2013,21300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.4,44,1.4,15.4,43.2,41.5,39.9,47,15800,FR,France,FALSE
FRF3,2014,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.7,44.2,2.1,16.1,43.5,41.9,40.3,49.9,15900,FR,France,FALSE
FRF3,2015,21900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.1,44.9,2.2,18.6,43.8,42.2,40.5,47.6,16200,FR,France,FALSE
FRF3,2016,21900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.5,44.2,1.9,18.4,44.1,42.5,40.8,47.6,16300,FR,France,FALSE
