geo,year,gdp_regional,employment_in_prof_scientific_techn_activities_admin_support_service_activities_isic_rev4,employment_in_agriculture_forestry_and_fishing_isic_rev4,employment_in_public_admin_compulsory_s_s_education_human_health_isic_rev4,employment_in_financial_and_insurance_activities_isic_rev4,employment_in_other_services_isic_rev4,employment_in_construction_isic_rev4,of_which_employment_in_manufacturing_isic_rev4,regional_employment_at_place_of_work_total_activities,employment_in_distributive_trade_repairs_transport_accommod_food_serv_activities_isic_rev4,employment_in_information_and_communication_isic_rev4,employment_in_industry_including_energy_isic_rev4,employment_in_real_estate_activities_isic_rev4,disposable_household_income,primary_income_of_private_households,labour_utilisation_percent_total_employment_over_population,proc_gva_in_other_services_isic_rev4,proc_gva_in_information_and_communication_isic_rev4,proc_gva_in_distributive_trade_repairs_transport_accommod_food_serv_activities_isic_rev4,proc_gva_in_real_estate_activities_isic_rev4,proc_gva_in_industry_including_energy_isic_rev4,proc_gva_in_construction_isic_rev4,proc_gva_in_financial_and_insurance_activities_isic_rev4,proc_gva_in_public_admin_compulsory_s_s_education_human_health_isic_rev4,proc_gva_in_prof_scientific_techn_activities_admin_support_service_activities_isic_rev4,proc_gva_in_agriculture_forestry_and_fishing_isic_rev4,air_pollution_in_pm2_5_average_level_in_mg_m3_experienced_by_the_population,pct_patent_applications_per_million_inhabitants_fractional_count_by_inventor_and_priority_year_level,pct_patent_applications_count_fractional_count_by_inventor_place_of_residence_and_priority_year,obs_value,econ_act_rate,HRST,HTC,participation_in_formal_and_or_non_formal_training_25_to_64_year_olds_population,FMEDAGEPOP,MEDAGEPOP,MMEDAGEPOP,ed3_4,disp_income,country_code,country_name,is_duplicate
LU00,2019,79600,80410,3660,95610,49380,18740,47880,33690,463540,104050,20020,38600,5190,36187,42085,74.8,0.017818121252498334,0.05820786142571619,0.1536309127248501,0.08523408636666464,0.0675906971110169,0.06143374114226879,0.2536263702985888,0.16686905699230817,0.13317924414027013,0.0024096057174005205,8.46,NA,NA,0.6355,65.4,61.5,4.3,19.1,39.9,39.5,39,32.3,27000,LU,Luxembourg,FALSE
LU00,2020,78700,81210,3660,99720,50280,18680,49630,33220,472190,104880,20480,38270,5400,37374,42577,NA,0.016940793361859056,0.06549771282002789,0.14945420912035173,0.0819812179381102,0.06330036523959244,0.05937566487789886,0.2511243824023073,0.17538444717618967,0.1346973180303066,0.002243445781423607,NA,NA,NA,NA,65.6,62.5,4.3,16.3,40,39.5,39,31.4,27200,LU,Luxembourg,FALSE
LU00,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.7,65.3,5,17.9,40.1,39.6,39.1,29.8,NA,LU,Luxembourg,FALSE
MT00,2000,15200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.67,NA,NA,NA,52.8,25.9,7.2,4.5,37.7,36.3,34.9,12.8,NA,MT,Malta,FALSE
MT00,2001,15300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.27,NA,NA,NA,53.5,24.4,6.1,4.6,38,36.7,35.3,9.8,NA,MT,Malta,FALSE
MT00,2002,16000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.48,NA,NA,NA,53,24.3,6.8,4.4,38.4,37,35.6,9.5,NA,MT,Malta,FALSE
MT00,2003,17200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.25,NA,NA,NA,53.2,25,5.3,4.2,38.8,37.4,35.9,10.6,NA,MT,Malta,FALSE
MT00,2004,17600,10900,2340,36600,5970,5030,10300,26930,149370,43230,3530,31020,470,NA,NA,37.2,0.0362781492349335,0.050985471277262856,0.2520896118706359,0.06787964258971639,0.1750656848555727,0.08010377281110015,0.05009379770916624,0.18672358913163697,0.0791009707864455,0.02167930973352984,17.69,NA,NA,0.2466,52,25.7,6.6,4.3,39.1,37.7,36.1,12.4,NA,MT,Malta,FALSE
MT00,2005,18200,11340,2370,37120,6330,5340,10870,26480,151260,42970,3840,30560,530,11305,11684,37.5,0.04678544578029322,0.05463659918260911,0.23741606118008085,0.06404517551106141,0.16586426085809391,0.0760114603785716,0.06839596965586844,0.18402053339173668,0.08159436048961484,0.02123141434750255,16.83,NA,NA,0.2634,52.1,28,6.3,5.2,39.5,38,36.4,13.8,NA,MT,Malta,FALSE
MT00,2006,18500,12240,2380,37060,6940,5870,11400,25780,153510,43430,3950,29710,530,11245,11737,37.9,0.045922292103764945,0.05737695924669349,0.235357080595945,0.06440385382011198,0.16531976393340297,0.06450382005103154,0.07739824473927709,0.18096813637344458,0.08721078367429538,0.02154272276316415,16.61,NA,NA,0.2862,52.2,29,6.1,5.5,40,38.6,37.2,14.6,NA,MT,Malta,FALSE
MT00,2007,19700,13270,2480,37200,7740,6390,11710,25280,156950,44220,4150,29160,630,11984,12387,38.6,0.06961716475855718,0.052377126126806346,0.23709842644359122,0.06353277669653452,0.16363724470419325,0.04613383850620891,0.0825094410003685,0.17708059813850854,0.0869901831627323,0.02102094656805127,18.03,NA,NA,0.246,53.1,30.3,5.9,5.9,40.4,39,37.5,14.2,NA,MT,Malta,FALSE
MT00,2008,20500,14730,2560,38610,8120,6970,12020,23800,160940,44970,4720,27470,750,12828,13163,39.3,0.09645846397120968,0.05248234684696965,0.2237331359172194,0.0628760535791807,0.1731141483179434,0.04634175497612341,0.07086532432098014,0.17585937876840024,0.08620002642467813,0.01207041547563372,17.06,NA,NA,0.2814,53.4,30.6,6.4,6.3,40.8,39.3,37.9,14.6,NA,MT,Malta,FALSE
MT00,2009,20100,15740,2620,39170,8460,7130,11660,21900,161000,44950,4950,25450,870,12643,12951,39,0.08613748037713403,0.05247313216879154,0.21514577953430133,0.06873498010889845,0.1567110462021486,0.04414376594439241,0.08454577557587317,0.18668363929552476,0.0889510894531848,0.01647435303137471,16.21,NA,NA,0.272,53.7,31.3,5.8,6.2,41,39.5,38.1,16.9,NA,MT,Malta,FALSE
MT00,2010,21700,16190,2600,40170,9120,7930,11190,21990,163790,45110,5070,25410,1000,13503,13730,39.5,0.09147154316271963,0.054136745607333836,0.21020912910618791,0.06718487394957982,0.1520492742551566,0.04766520244461421,0.08846543162719633,0.1796533613445378,0.09476890756302521,0.014388846447669978,16.76,NA,NA,0.267,54.3,31.3,5.1,6.2,41.3,39.7,38.3,17.9,NA,MT,Malta,FALSE
MT00,2011,21600,16890,2480,42210,9500,8260,11350,22330,168620,45360,5550,25900,1120,14074,14604,40.5,0.08688665054551686,0.061087415982787184,0.21543631828481125,0.06529065671471278,0.1430539423827567,0.04454007121232316,0.08421999657266895,0.1887897713208553,0.09930501342371333,0.011390163559854529,16.22,NA,NA,0.3195,55.2,33.9,5.7,6.6,41.6,40.1,38.8,19.5,NA,MT,Malta,FALSE
MT00,2012,22300,17690,2550,43360,9910,9120,11330,21680,173330,47200,5890,25090,1180,14127,14640,41.3,0.08909045257673717,0.05767102773568155,0.217908480321386,0.06348538787808136,0.12885569016383153,0.041163230718186464,0.09610821668445169,0.18655720652456573,0.10713882188365899,0.012025072410484498,14.2,NA,NA,0.3648,56.6,36,6,7.2,41.8,40.4,39.1,20.6,NA,MT,Malta,FALSE
MT00,2013,23200,19260,2530,45650,10220,9720,11240,22060,181100,49340,6400,25560,1200,14567,15362,42.5,0.09614088012990119,0.0532405232313741,0.22581456113020618,0.061189551857438414,0.12210627828194161,0.04330094046470991,0.09415774420348985,0.18288205863686197,0.10903208789759568,0.01213125293637645,13.47,NA,NA,0.3425,58.3,37.4,6.1,7.7,41.9,40.5,39.1,21.9,NA,MT,Malta,FALSE
MT00,2014,24500,22560,2460,48540,10660,10410,11430,22700,192120,52100,6910,25760,1290,14975,15990,44.2,0.1264653938674218,0.06161886057062818,0.21632334581772786,0.05747541183277002,0.11076855150573978,0.036800036539691244,0.0840466185560732,0.18120261258792364,0.11389041137602386,0.011408757346000426,13.59,NA,NA,0.3151,59.6,37.9,6.2,7.7,42,40.6,39.2,23.4,NA,MT,Malta,FALSE
MT00,2015,26900,25660,2410,50700,10890,11410,11950,23180,199400,52320,7770,25080,1210,15649,16558,44.8,0.13518592346831904,0.06281192775236331,0.21729226777304025,0.05775621490496043,0.10236095438236108,0.03611233115527295,0.08346183213844086,0.16900757478495312,0.12561507118676135,0.010395226736761019,13.8,NA,NA,0.2862,60.2,38.7,5.9,7.4,41.9,40.5,39.3,25.2,NA,MT,Malta,FALSE
MT00,2016,27400,29400,2450,52200,11210,12580,12150,22710,208440,53820,8420,24630,1580,16440,NA,45.8,0.10749954557705446,0.0715543771898485,0.20295970365356047,0.06232238330732154,0.10337902634399504,0.03585616416890744,0.08832039011426386,0.17347862331785163,0.1438978833292592,0.010734410159016692,12.62,NA,NA,0.2942,61.3,39.1,6.1,7.8,41.8,40.5,39.4,27.3,NA,MT,Malta,FALSE
MT00,2017,29800,34110,2530,55310,12000,14030,12600,23200,225040,58140,9070,25370,1870,NA,NA,48.1,0.10778016884621751,0.07432709816255587,0.20690724493737242,0.0615003034817635,0.09549908955470948,0.0379655686144678,0.08710202505104012,0.16356342768857254,0.15799205429564642,0.007363019367654362,13,NA,NA,0.3155,62.5,41.4,5.7,10.6,41.8,40.6,39.5,28,NA,MT,Malta,FALSE
MT00,2018,30800,38000,2590,56820,12460,15900,13270,23720,238600,61990,9280,26020,2280,NA,NA,49.2,0.08632222261966202,0.08053981410036945,0.2053669703674558,0.06141995022918083,0.0976320536339341,0.03949626207862154,0.08854657966141534,0.16399740415029357,0.16877877535169164,0.007902011783522485,13.21,NA,NA,0.2866,64.8,44.1,5.4,10.9,41.6,40.4,39.3,28.2,NA,MT,Malta,FALSE
MT00,2019,32200,42260,2540,57620,12740,17180,14860,23540,252200,66670,9800,25810,2730,NA,NA,50,0.08083266178151766,0.08487087464157875,0.20203058528083362,0.060592870930864524,0.0982931651642647,0.0423040161922075,0.08626286099814465,0.16588532393785493,0.17351946250866773,0.005407241515020897,12.69,NA,NA,0.2958,66.4,45.2,5.7,11.9,41.2,40,39,28.3,NA,MT,Malta,FALSE
MT00,2020,28900,44140,2590,58860,12750,18310,16510,23340,259080,67560,9750,25780,2830,NA,NA,NA,0.09288972310679033,0.09859547640390452,0.14021711676464324,0.06351606337194617,0.10124554895775037,0.04624081933844759,0.09818392523734765,0.18111718065164742,0.1731278383906418,0.004867298273069894,NA,NA,NA,0.2935,67.6,46,5.9,11,41,39.8,38.7,28.7,NA,MT,Malta,FALSE
MT00,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.8,48,6.1,13.9,41.4,40.1,39.1,31.1,NA,MT,Malta,FALSE
NL11,2000,28200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13942,16879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.11,NA,NA,NA,64.9,41.1,4.6,16.6,38.5,37.3,36.2,41.1,11800,NL,Netherlands,FALSE
NL11,2001,30300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14812,17045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,55.1,31.2018,NA,67,38.6,5.6,16.4,38.7,37.6,36.5,43.5,12500,NL,Netherlands,FALSE
NL11,2002,30400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15191,17819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,68.1,38.8637,NA,67.6,40.9,4.9,16.4,38.9,37.8,36.7,43.6,12800,NL,Netherlands,FALSE
NL11,2003,30300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14859,17518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.01,80.4,46.0413,NA,66.2,41,4.7,17.8,39.1,38.1,37,40.5,12600,NL,Netherlands,FALSE
NL11,2004,31400,41600,7200,84100,6100,9300,14400,31500,267300,56900,8200,37000,2600,15445,18173,46.5,0.017098682141444065,0.042746705353610165,0.12041767695725837,0.05107285251955483,0.4094755957755481,0.03844413558015198,0.028888900161308323,0.20781127940833324,0.06861842972942812,0.0154784972963102,15.85,45.4,26.0727,NA,64.6,44.8,4.5,16.8,39.4,38.3,37.3,40.9,13000,NL,Netherlands,FALSE
NL11,2005,34000,43800,7100,86000,5800,9900,14900,31600,269000,55800,8100,35200,2400,15856,18609,46.8,0.016672527864132754,0.03972203857136828,0.11409594545804086,0.049704830095607846,0.4325507462476613,0.038572306076420634,0.026655319388372324,0.19944576516760681,0.06789329807236938,0.014686754162622441,15.55,63.5,36.5195,NA,65.3,41.1,3.8,16.2,39.7,38.6,37.6,43.8,13400,NL,Netherlands,FALSE
NL11,2006,37400,47400,6900,86800,6000,9000,14700,29500,269700,55400,7900,33100,2500,16699,19845,47,0.014544396166399867,0.0339057400054053,0.10238415001767115,0.05135901540508513,0.4634248768216877,0.03676680318496497,0.024081827820627427,0.1881736346437704,0.06900313922787468,0.01645204881395397,16.41,60.5,34.7474,NA,64,41.5,4,16,40.1,39,38,44.7,14000,NL,Netherlands,FALSE
NL11,2007,38600,47800,6900,87800,6000,10600,14800,29000,274300,56700,8600,32700,2500,17259,20623,47.8,0.014665772412251286,0.03824215132062214,0.10553679218166141,0.0578271214589122,0.44660422854587845,0.03814913289259366,0.02297315639870972,0.1870796205806266,0.07147168726645588,0.01749664654594232,15.44,63.5,36.4107,NA,67.2,42.8,4.3,19,40.4,39.4,38.4,43.2,14500,NL,Netherlands,FALSE
NL11,2008,43300,49900,6400,89500,6000,10900,14700,28900,276100,54800,8500,33000,2500,18039,21992,48.1,0.013466372472349459,0.028415121215506645,0.09385159479387778,0.0484289464864261,0.4981252094738018,0.03578650430119539,0.020096218299631326,0.1762139006814881,0.0716962490224556,0.013919185007261758,14.13,68.2,39.0944,NA,67.5,42,4.3,17.8,40.8,39.7,38.8,42.3,14900,NL,Netherlands,FALSE
NL11,2009,37700,49000,6300,90900,5600,10900,14700,28600,273900,53000,8700,32300,2500,18158,21668,47.6,0.015034308974607483,0.034227563481294826,0.09742702074045358,0.040899399108354335,0.4428106222136073,0.04131071913161465,0.027327001356852103,0.2067811591393681,0.0796964528009304,0.014486140724946696,13.95,64.9,37.2464,NA,66.9,42.5,3.2,17.3,41,40,39.1,42.8,14700,NL,Netherlands,FALSE
NL11,2010,38500,50800,6200,94200,5100,11400,14100,27800,278600,54700,8500,31200,2300,18236,21541,48.2,0.01499079552427633,0.03557018507435549,0.09650949614018076,0.03809819622578617,0.45141324686934187,0.033618684706934035,0.030336512602177255,0.21124764206331767,0.07216043817849864,0.01596654570798706,14.22,56,32.3013,NA,68.1,48.3,3.8,18.3,41.2,40.3,39.4,40.6,14600,NL,Netherlands,FALSE
NL11,2011,40000,50500,6400,96600,5000,12100,13700,27800,282200,55300,8800,31500,2300,18661,22408,48.7,0.014799336768350302,0.03326641587477046,0.09766692221291162,0.03859758597942556,0.4614238085899196,0.03126210130328585,0.031134090463370713,0.20953627270944392,0.06785501613507106,0.014458093387295192,14.76,68.5,39.654,0.6034,68.2,46.1,3.7,17.8,41.5,40.6,39.7,40.2,14800,NL,Netherlands,FALSE
NL11,2012,41800,49500,6400,94500,4900,11800,13500,27600,278900,56100,8900,31200,2200,18140,22288,48,0.013597498165366153,0.032502979176064255,0.09199662023415987,0.03221718025193394,0.4841144272912725,0.027480458624798865,0.03238044583285644,0.20551231729403288,0.06504702721990695,0.015108293891510863,12.65,63.8,37.0742,0.6663,67.7,46.6,3.4,17.8,41.7,40.8,40,40.2,14400,NL,Netherlands,FALSE
NL11,2013,43400,50700,6300,94100,4500,11200,12800,26700,275500,54800,9000,30000,2100,18916,22549,47.3,0.012429555813349055,0.0334762819415654,0.09066016266347172,0.033635078510798805,0.4858636187868069,0.02605024437555864,0.02879035683268991,0.20748974636923215,0.06544352103658344,0.016122764645100762,11.79,66.6,38.7262,NA,67.4,46.3,3.3,18.5,42,41.1,40.2,42,14700,NL,Netherlands,FALSE
NL11,2014,39700,52300,6200,94700,4500,11300,12300,25300,275200,54400,8600,28700,2200,19414,22937,47.2,0.013633069183815774,0.03431573596040162,0.09878539311562466,0.04047395774294714,0.4334937466294316,0.027902982588115677,0.030875609278552367,0.22882905163796746,0.07504456879051122,0.016648289554586894,11.78,86.6,50.4465,NA,66.3,46,2.9,19.6,42.2,41.3,40.5,43.5,15000,NL,Netherlands,FALSE
NL11,2015,37900,53700,6300,94700,4400,11400,11900,25100,277100,55500,8400,28600,2200,19636,24066,47.5,0.014606372771802252,0.03687211894301729,0.1070537653025155,0.043640934634723454,0.39561826851631426,0.030414944344651966,0.031172044639701055,0.2399805945708082,0.08367491217059465,0.01696640480158129,12.04,75.2,43.8972,NA,67.4,47,3.4,20.3,42.4,41.5,40.6,41.9,15300,NL,Netherlands,FALSE
NL11,2016,35100,58200,6400,95900,4300,11500,12200,25200,284100,56300,8700,28500,2200,20716,25426,48.7,0.01631374448105873,0.04214030879587767,0.11624223943219694,0.04941717710173769,0.328180177589788,0.035053363953132036,0.030344624068826445,0.2646844508677081,0.09802585531766779,0.0195957883904554,10.67,NA,NA,NA,67.2,49.9,4,20.7,42.7,41.7,40.8,40.9,15600,NL,Netherlands,FALSE
NL11,2017,36200,61200,6500,100300,3800,11500,11900,24800,291800,57000,9100,28200,2300,21361,26316,50,0.01652603296783095,0.04298598504102825,0.11934826809962966,0.05301285309708808,0.3145486892745625,0.033701619345000364,0.026320528647157067,0.2703558202018735,0.10198678382107328,0.02121450875027231,11.47,NA,NA,NA,65.9,49.7,3.8,21.5,42.9,41.9,40.9,43.3,16000,NL,Netherlands,FALSE
NL11,2018,36800,60600,6400,102000,3700,11800,12700,25000,295200,58500,8800,28400,2200,22367,27904,50.6,0.01747365891072836,0.042364530278556356,0.12017686791105707,0.056197622674720685,0.3037409471835093,0.03722249516652941,0.024845275923131026,0.27675692679633684,0.10229355690417534,0.018884290071857008,11.31,NA,NA,NA,66.4,50.3,4.1,21.8,43,42,41,43.3,16500,NL,Netherlands,FALSE
NL11,2019,36400,61000,6400,104700,3600,12100,13000,25400,300400,59400,9000,28900,2300,22488,28313,51.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.28,NA,NA,NA,66.8,50.8,4,22.3,43,42.1,41.1,41.8,16800,NL,Netherlands,FALSE
NL11,2020,34200,NA,NA,NA,NA,NA,NA,NA,299000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.7,53.2,4.3,19.9,43,42.1,41.1,40.9,NA,NL,Netherlands,FALSE
NL11,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.3,55.4,4.2,28.9,43.1,42.2,41.2,38.5,NA,NL,Netherlands,FALSE
NL12,2000,18200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14752,18099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,NA,NA,NA,66.7,35,2.5,13.5,38.8,37.6,36.5,47.6,12500,NL,Netherlands,FALSE
NL12,2001,19100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15459,18116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.05,24,15.1333,NA,65.9,33.2,3.7,12.7,39.1,37.9,36.8,46.7,13100,NL,Netherlands,FALSE
NL12,2002,19400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15828,18909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.28,36.2,23.05,NA,66.8,33.7,3.3,12.9,39.3,38.1,37,46.8,13300,NL,Netherlands,FALSE
NL12,2003,19600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15437,18542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.77,30.3,19.4166,NA,67.9,37.2,3.4,13.4,39.6,38.4,37.4,46.1,13100,NL,Netherlands,FALSE
NL12,2004,20200,42400,11600,74500,8800,10600,19600,38900,281100,66700,3300,41000,2500,16051,19235,43.7,0.026262562328136098,0.017818286670745687,0.16369671779507844,0.07700628028496881,0.22613878515517857,0.06391403112714587,0.06770963000471197,0.23590030311341786,0.09149383575613083,0.030058864485093994,15.57,41.8,26.8333,NA,69.5,38.4,3.2,14.1,39.9,38.8,37.8,44.5,13500,NL,Netherlands,FALSE
NL12,2005,21600,45300,11200,76500,8900,11100,19600,37800,284600,65900,3500,40000,2600,16433,19685,44.3,0.02539489108622368,0.019858137239967943,0.1612288149624812,0.07751389155645039,0.22604459868468982,0.06444688756283487,0.06673576570788987,0.2335748488320496,0.09508315065136333,0.03004549940062653,15.28,46.5,29.8667,NA,67.2,36.9,3.6,12.3,40.3,39.3,38.2,45,13900,NL,Netherlands,FALSE
NL12,2006,22900,46400,11200,78100,9200,10400,19000,36800,285700,66700,3200,38900,2600,17372,20605,44.5,0.023630374269148016,0.017565974205939194,0.16527283114736163,0.08413519394167769,0.2293325391712351,0.06322340671229046,0.061411015352449944,0.22828716253175632,0.09668214472388685,0.030391894684381342,16.11,28.5,18.275,NA,66.6,37.1,3.2,13.6,40.8,39.8,38.8,46.9,14600,NL,Netherlands,FALSE
NL12,2007,24400,48100,10800,79800,9100,10800,19300,37000,291500,68000,3600,39200,2700,18152,21390,45.4,0.023565017624072343,0.019637608531627607,0.16456153785515604,0.09288505501188077,0.22766303674590932,0.0632980101127265,0.05505016948389058,0.22412808702800707,0.1006745571459138,0.028539735807835677,14.83,38.9,24.9833,NA,68.9,37.2,3.4,15.3,41.2,40.2,39.2,46.5,15200,NL,Netherlands,FALSE
NL12,2008,25400,48300,10800,82000,9500,11600,19500,35200,293700,68000,3900,37500,2600,19077,23175,45.6,0.02325310271003572,0.019940012506226616,0.16001981918963892,0.0858854514429854,0.2266531005903363,0.06475787733299418,0.05463154324716756,0.22940341059637742,0.10676343094549194,0.028753722722118007,13.89,46.8,30.1278,NA,69.1,36.2,3.3,15.6,41.6,40.6,39.7,47.4,15800,NL,Netherlands,FALSE
NL12,2009,23800,46000,10700,84400,8300,11600,18800,34000,288200,65500,3800,36400,2700,18957,22845,44.6,0.024076883059989597,0.019558634285244916,0.1507225583878652,0.0671960134709635,0.21727295129096733,0.06596938915204119,0.06790570325548284,0.2521293431536292,0.10889466911261396,0.026207047613832378,13.55,54.6,35.1929,NA,70.2,36.9,2.3,14.6,42,41,40.1,47.7,15300,NL,Netherlands,FALSE
NL12,2010,24100,49800,11100,92700,8600,12600,19700,32000,305600,69600,4200,34700,2700,18306,21974,47.2,0.025967556106083638,0.02115398138181346,0.15276433010769555,0.06295510972397267,0.21394633072433508,0.056241852514969735,0.07638216505384778,0.258154516884564,0.10222314778253179,0.03014772303148648,13.69,58.4,37.75,NA,68.8,40.5,2.5,14.9,42.4,41.4,40.5,46.3,14700,NL,Netherlands,FALSE
NL12,2011,25100,50500,11100,93000,8500,13200,20100,32400,308600,70400,4300,34800,2600,18795,22797,47.7,0.026035204339115763,0.02170577410294185,0.14986873563101202,0.06377664156925915,0.22096202763943334,0.05700849777487778,0.08078799402555958,0.25522840000203906,0.09804301393186486,0.026644882728667628,14.13,63.6,41.1785,0.0693,68,40.6,1.7,15.7,42.8,41.8,41,45.2,14900,NL,Netherlands,FALSE
NL12,2012,25100,51300,11200,92200,8700,13200,18900,31600,307100,70900,4400,33800,2500,18717,22950,47.5,0.026359049683848345,0.021783024894741872,0.15235843599249485,0.05497618173312475,0.2242357782059085,0.050216552563670476,0.09189122572272217,0.2565747974063995,0.09512467491964163,0.026481284928847017,12.29,40.7,26.3667,0.1169,69,39.8,2.1,14.9,43.2,42.3,41.4,47,14800,NL,Netherlands,FALSE
NL12,2013,25200,50700,10900,89900,8300,13000,17100,29900,297500,69000,4200,31900,2400,19113,23315,46,0.025280510919233425,0.02049456119815262,0.15837222856191321,0.05902899878049378,0.22274011783662537,0.04497774033822932,0.08645760379271333,0.26004721301198447,0.09179600452539659,0.030803061989117503,11.35,53.1,34.3428,NA,69.4,41.4,2,17.3,43.7,42.8,41.9,47.1,14900,NL,Netherlands,FALSE
NL12,2014,25100,52600,10800,91000,7600,12900,16400,31000,300000,69200,4300,32800,2400,19717,23851,46.4,0.024347268078102495,0.021803450539330468,0.16013608174701924,0.06613778644277023,0.21579586758236913,0.04360739093376179,0.08109747136796935,0.2597059889684631,0.09581516787334306,0.03155499603217368,11.51,42.7,27.5833,NA,69.2,39.4,1.6,17,44.1,43.2,42.3,47.3,15200,NL,Netherlands,FALSE
NL12,2015,25000,51200,10700,90500,6800,12700,16200,31700,297500,69300,4300,33600,2300,19921,24374,46,0.024232566187921786,0.020997206634860207,0.1658423355498974,0.06799742911526957,0.20649445034978864,0.046572565693520876,0.07562702395372407,0.2624670605393914,0.10071391491360343,0.029054458260203198,11.45,68.2,44.1065,NA,69.2,39,1.7,17.5,44.6,43.7,42.7,49.4,15500,NL,Netherlands,FALSE
NL12,2016,24900,55300,11100,90200,6400,13000,16100,32000,303000,70600,4400,33800,2200,20812,25529,46.9,0.02512569590260253,0.021735277686810116,0.17194428926431776,0.07113906493806707,0.18720117123538363,0.0492222265030533,0.06653743907842267,0.26863237078846486,0.10794918225424283,0.030514245535628287,10.31,NA,NA,NA,68.3,39.8,1.8,16.1,45,44.1,43.1,48.3,15700,NL,Netherlands,FALSE
NL12,2017,25900,57900,11200,89700,6100,13100,16400,32100,307500,72300,4700,34000,2200,21567,26555,47.5,0.02447560435142162,0.021613644566891,0.17524386510775755,0.07523792553604636,0.1865180859958606,0.05105427397873634,0.05818084625190181,0.26140557680094667,0.1106957979814594,0.03551589749213007,11.21,NA,NA,NA,68.2,41.2,1.5,16.4,45.3,44.4,43.3,47,16200,NL,Netherlands,FALSE
NL12,2018,27000,56100,11400,91400,5600,12900,17300,32700,311300,74700,4700,34800,2400,22997,28519,48.1,0.024262030274344967,0.021914161897400714,0.1785552380869671,0.08089225077509618,0.18643777084943594,0.056685801627484864,0.050704317090328015,0.2624662388077848,0.10884391256394,0.02929342492639843,10.88,NA,NA,NA,70.2,43.9,1.7,19,45.7,44.7,43.6,45.7,17000,NL,Netherlands,FALSE
NL12,2019,28000,56500,11300,94200,5600,13200,17900,33400,317200,75800,4800,35500,2400,22849,28678,48.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.22,NA,NA,NA,70.6,45.8,1.8,18.7,46,45,43.9,44.9,17100,NL,Netherlands,FALSE
NL12,2020,27800,NA,NA,NA,NA,NA,NA,NA,316500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.7,46.6,1.8,16.4,46.2,45.1,44.1,45,NA,NL,Netherlands,FALSE
NL12,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.3,47.8,2.5,23.2,46.5,45.4,44.2,44.7,NA,NL,Netherlands,FALSE
