country,year,nuts2,regionname,sum_farright,sum_eurosceptic,sum_populist,gdp_regional,econ_act_rate,HRST,HTC,participation_in_formal_and_or_non_formal_training_25_to_64_year_olds_population,FMEDAGEPOP,MEDAGEPOP,MMEDAGEPOP,ed3_4,disp_income,country_code,country_name,is_duplicate,lag_1_gdp_regional,lag_2_gdp_regional,lag_3_gdp_regional,lag_4_gdp_regional,lag_1_econ_act_rate,lag_2_econ_act_rate,lag_3_econ_act_rate,lag_4_econ_act_rate
NA,2006,HR03,NA,NA,NA,NA,13500,NA,NA,NA,NA,43.4,41.8,40.2,NA,7500,HR,Croatia,FALSE,1.0975609756097562,1.1440677966101696,1.25,1.3917525773195876,NA,NA,NA,NA
NA,2007,HR03,NA,NA,NA,NA,15100,55.2,29.3,2.5,2.2,43.6,42,40.4,64.9,7800,HR,Croatia,FALSE,1.1185185185185185,1.2276422764227641,1.2796610169491525,1.3981481481481481,NA,NA,NA,NA
NA,2008,HR03,NA,NA,NA,NA,15800,55.5,29.9,2.7,2.2,43.9,42.3,40.6,64.5,8200,HR,Croatia,FALSE,1.0463576158940397,1.1703703703703703,1.2845528455284554,1.3389830508474576,1.0054347826086956,NA,NA,NA
NA,2009,HR03,NA,NA,NA,NA,14700,55.9,30.7,1.4,2.9,44.1,42.5,40.8,63.1,8300,HR,Croatia,FALSE,0.930379746835443,0.9735099337748344,1.0888888888888888,1.1951219512195121,1.0072072072072071,1.0126811594202898,NA,NA
NA,2010,HR03,NA,NA,NA,NA,14500,55.8,32.8,1.6,2.7,44.4,42.7,41,62.3,8400,HR,Croatia,FALSE,0.9863945578231292,0.9177215189873418,0.9602649006622517,1.0740740740740742,0.998211091234347,1.0054054054054054,1.0108695652173911,NA
NA,2011,HR03,NA,NA,NA,NA,15000,54.5,30.1,1.6,2.6,44.7,43,41.2,64.5,8400,HR,Croatia,FALSE,1.0344827586206897,1.0204081632653061,0.9493670886075949,0.9933774834437086,0.9767025089605735,0.9749552772808587,0.9819819819819819,0.9873188405797101
NA,2012,HR03,NA,NA,NA,NA,15200,54.6,31.3,1.6,2.7,45,43.2,41.4,65,8300,HR,Croatia,FALSE,1.0133333333333334,1.0482758620689656,1.034013605442177,0.9620253164556962,1.001834862385321,0.9784946236559141,0.9767441860465117,0.9837837837837838
Croatia,2013,HR03,Jadranska Hrvatska,0.034660880025473795,0.034660880025473795,0.04383223457911227,15300,53.4,34.4,1.7,2.5,45.2,43.4,41.6,65.7,8600,HR,Croatia,FALSE,1.006578947368421,1.02,1.0551724137931036,1.0408163265306123,0.978021978021978,0.9798165137614678,0.956989247311828,0.9552772808586762
Croatia,2014,HR03,Jadranska Hrvatska,0,0,0.02119285309485405,15500,57.7,34.2,1.9,2.3,45.5,43.6,41.8,65,8700,HR,Croatia,FALSE,1.0130718954248366,1.019736842105263,1.0333333333333334,1.0689655172413792,1.0805243445692885,1.0567765567765568,1.0587155963302752,1.0340501792114696
NA,2015,HR03,NA,NA,NA,NA,16300,57.9,35.9,2.3,2.6,45.8,43.8,42,63.7,9300,HR,Croatia,FALSE,1.0516129032258064,1.065359477124183,1.0723684210526316,1.0866666666666667,1.0034662045060658,1.0842696629213484,1.0604395604395604,1.0623853211009173
NA,2016,HR03,NA,NA,NA,NA,17100,56.1,34.2,2.2,2.6,46,44.1,42.2,64.7,9700,HR,Croatia,FALSE,1.049079754601227,1.103225806451613,1.1176470588235294,1.125,0.9689119170984456,0.9722703639514731,1.050561797752809,1.0274725274725274
NA,2017,HR03,NA,NA,NA,NA,18400,56.9,35.4,1.7,1.9,46.3,44.4,42.5,64.9,10100,HR,Croatia,FALSE,1.0760233918128654,1.1288343558282208,1.1870967741935483,1.2026143790849673,1.014260249554367,0.9827288428324698,0.9861351819757365,1.0655430711610487
NA,2018,HR03,NA,NA,NA,NA,19200,55.1,38.1,2,2.4,46.5,44.6,42.8,63.2,10600,HR,Croatia,FALSE,1.0434782608695652,1.1228070175438596,1.177914110429448,1.238709677419355,0.968365553602812,0.982174688057041,0.9516407599309155,0.9549393414211438
Croatia,2019,HR03,Jadranska Hrvatska,0,0.04982404610823243,0.1096483693092078,20100,54.9,39.8,1.9,3,46.8,44.9,43,62.5,11100,HR,Croatia,FALSE,1.046875,1.0923913043478262,1.1754385964912282,1.2331288343558282,0.9963702359346642,0.9648506151142355,0.9786096256684491,0.9481865284974094
NA,2001,HR04,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,39.5,37.5,NA,NA,HR,Croatia,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2002,HR04,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.8,39.8,37.7,NA,NA,HR,Croatia,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2003,HR04,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,40,37.9,NA,NA,HR,Croatia,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2004,HR04,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.3,40.3,38.2,NA,NA,HR,Croatia,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2005,HR04,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6,40.5,38.4,NA,NA,HR,Croatia,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006,HR04,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8,40.7,38.6,NA,NA,HR,Croatia,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2007,HR04,NA,NA,NA,NA,NA,58.8,25.2,3.5,3.3,43,40.9,38.8,57.4,NA,HR,Croatia,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2008,HR04,NA,NA,NA,NA,NA,59.3,25.6,3.1,2.9,43.2,41.1,39,58.5,NA,HR,Croatia,FALSE,NA,NA,NA,NA,1.0085034013605443,NA,NA,NA
NA,2009,HR04,NA,NA,NA,NA,NA,59.3,27,3.1,3.1,43.4,41.3,39.1,58.9,NA,HR,Croatia,FALSE,NA,NA,NA,NA,1,1.0085034013605443,NA,NA
NA,2010,HR04,NA,NA,NA,NA,NA,58.7,27.5,3.2,3.1,43.6,41.5,39.2,57,NA,HR,Croatia,FALSE,NA,NA,NA,NA,0.9898819561551434,0.9898819561551434,0.9982993197278912,NA
NA,2011,HR04,NA,NA,NA,NA,NA,58.3,27,3.3,3.4,43.8,41.6,39.3,58.2,NA,HR,Croatia,FALSE,NA,NA,NA,NA,0.9931856899488926,0.9831365935919055,0.9831365935919055,0.9914965986394558
NA,2012,HR04,NA,NA,NA,NA,NA,57.8,28.9,3,3.6,44,41.8,39.5,60.5,NA,HR,Croatia,FALSE,NA,NA,NA,NA,0.9914236706689536,0.9846678023850084,0.9747048903878583,0.9747048903878583
Croatia,2013,HR04,Kontinentalna Hrvatska,0.038698961299116236,0.038698961299116236,0.0604149805159477,NA,57.8,31.7,3.3,3.4,44.2,41.9,39.7,59.4,NA,HR,Croatia,FALSE,NA,NA,NA,NA,1,0.9914236706689536,0.9846678023850084,0.9747048903878583
Croatia,2014,HR04,Kontinentalna Hrvatska,0,0,0.03926363044182815,NA,58.5,32.4,3.7,3,44.4,42.1,39.8,59.5,NA,HR,Croatia,FALSE,NA,NA,NA,NA,1.0121107266435987,1.0121107266435987,1.0034305317324186,0.9965928449744463
NA,2015,HR04,NA,NA,NA,NA,NA,59.2,33.2,3.8,3.4,44.6,42.3,40.1,58.7,NA,HR,Croatia,FALSE,NA,NA,NA,NA,1.011965811965812,1.0242214532871974,1.0242214532871974,1.0154373927958835
NA,2016,HR04,NA,NA,NA,NA,NA,58,35.3,4.3,3.2,44.8,42.5,40.3,57.2,NA,HR,Croatia,FALSE,NA,NA,NA,NA,0.9797297297297297,0.9914529914529915,1.0034602076124568,1.0034602076124568
NA,2017,HR04,NA,NA,NA,NA,NA,58.3,36.3,4.4,2.6,45.1,42.9,40.7,57.7,NA,HR,Croatia,FALSE,NA,NA,NA,NA,1.0051724137931033,0.9847972972972971,0.9965811965811965,1.008650519031142
NA,2018,HR04,NA,NA,NA,NA,NA,58.5,37.7,5,3.1,45.5,43.3,41.1,58.1,NA,HR,Croatia,FALSE,NA,NA,NA,NA,1.0034305317324186,1.0086206896551724,0.9881756756756757,1
Croatia,2019,HR04,Kontinentalna Hrvatska,0,0.05861170024743725,0.09769629285966772,NA,58.7,37.3,5.3,3.7,45.9,43.6,41.4,59.6,NA,HR,Croatia,FALSE,NA,NA,NA,NA,1.0034188034188034,1.0068610634648372,1.0120689655172415,0.9915540540540541
NA,2000,HR05,NA,NA,NA,NA,14800,NA,NA,NA,NA,NA,NA,NA,NA,7000,HR,Croatia,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2001,HR05,NA,NA,NA,NA,15900,NA,NA,NA,NA,NA,NA,NA,NA,7300,HR,Croatia,FALSE,1.0743243243243243,NA,NA,NA,NA,NA,NA,NA
NA,2002,HR05,NA,NA,NA,NA,17100,NA,NA,NA,NA,NA,NA,NA,NA,8000,HR,Croatia,FALSE,1.0754716981132075,1.1554054054054055,NA,NA,NA,NA,NA,NA
NA,2003,HR05,NA,NA,NA,NA,18800,NA,NA,NA,NA,NA,NA,NA,NA,8300,HR,Croatia,FALSE,1.0994152046783625,1.1823899371069182,1.2702702702702702,NA,NA,NA,NA,NA
NA,2004,HR05,NA,NA,NA,NA,20200,NA,NA,NA,NA,NA,NA,NA,NA,8800,HR,Croatia,FALSE,1.074468085106383,1.1812865497076024,1.270440251572327,1.364864864864865,NA,NA,NA,NA
NA,2005,HR05,NA,NA,NA,NA,22000,NA,NA,NA,NA,NA,NA,NA,NA,9000,HR,Croatia,FALSE,1.0891089108910892,1.1702127659574468,1.286549707602339,1.3836477987421383,NA,NA,NA,NA
NA,2006,HR05,NA,NA,NA,NA,24400,NA,NA,NA,NA,NA,NA,NA,NA,9900,HR,Croatia,FALSE,1.1090909090909091,1.2079207920792079,1.297872340425532,1.4269005847953216,NA,NA,NA,NA
NA,2007,HR05,NA,NA,NA,NA,26600,NA,NA,NA,NA,NA,NA,NA,NA,10500,HR,Croatia,FALSE,1.0901639344262295,1.209090909090909,1.316831683168317,1.4148936170212767,NA,NA,NA,NA
NA,2008,HR05,NA,NA,NA,NA,28200,NA,NA,NA,NA,NA,NA,NA,NA,11200,HR,Croatia,FALSE,1.0601503759398496,1.1557377049180328,1.2818181818181817,1.396039603960396,NA,NA,NA,NA
NA,2009,HR05,NA,NA,NA,NA,27000,NA,NA,NA,NA,NA,NA,NA,NA,10700,HR,Croatia,FALSE,0.9574468085106383,1.0150375939849625,1.1065573770491803,1.2272727272727273,NA,NA,NA,NA
NA,2010,HR05,NA,NA,NA,NA,28400,NA,NA,NA,NA,NA,NA,NA,NA,10700,HR,Croatia,FALSE,1.0518518518518518,1.0070921985815602,1.0676691729323309,1.1639344262295082,NA,NA,NA,NA
NA,2011,HR05,NA,NA,NA,NA,29000,NA,NA,NA,NA,NA,NA,NA,NA,11300,HR,Croatia,FALSE,1.0211267605633803,1.0740740740740742,1.0283687943262412,1.0902255639097744,NA,NA,NA,NA
NA,2012,HR05,NA,NA,NA,NA,29000,NA,NA,NA,NA,NA,NA,NA,NA,11200,HR,Croatia,FALSE,1,1.0211267605633803,1.0740740740740742,1.0283687943262412,NA,NA,NA,NA
NA,2013,HR05,NA,NA,NA,NA,28700,NA,NA,NA,NA,NA,NA,NA,NA,11200,HR,Croatia,FALSE,0.9896551724137931,0.9896551724137931,1.0105633802816902,1.0629629629629629,NA,NA,NA,NA
NA,2014,HR05,NA,NA,NA,NA,28800,NA,NA,NA,NA,NA,NA,NA,NA,11300,HR,Croatia,FALSE,1.0034843205574913,0.993103448275862,0.993103448275862,1.0140845070422535,NA,NA,NA,NA
NA,2015,HR05,NA,NA,NA,NA,30700,NA,NA,NA,NA,NA,NA,NA,NA,11700,HR,Croatia,FALSE,1.0659722222222223,1.0696864111498259,1.0586206896551724,1.0586206896551724,NA,NA,NA,NA
NA,2016,HR05,NA,NA,NA,NA,32000,NA,NA,NA,NA,NA,NA,NA,NA,12000,HR,Croatia,FALSE,1.0423452768729642,1.1111111111111112,1.1149825783972125,1.103448275862069,NA,NA,NA,NA
NA,2017,HR05,NA,NA,NA,NA,34200,NA,NA,NA,NA,NA,NA,NA,NA,12600,HR,Croatia,FALSE,1.06875,1.1140065146579805,1.1875,1.1916376306620209,NA,NA,NA,NA
NA,2018,HR05,NA,NA,NA,NA,36200,NA,NA,NA,NA,NA,NA,NA,NA,13200,HR,Croatia,FALSE,1.0584795321637428,1.13125,1.1791530944625408,1.2569444444444444,NA,NA,NA,NA
NA,2019,HR05,NA,NA,NA,NA,38700,NA,NA,NA,NA,NA,NA,NA,NA,13800,HR,Croatia,FALSE,1.069060773480663,1.131578947368421,1.209375,1.260586319218241,NA,NA,NA,NA
NA,2000,HR06,NA,NA,NA,NA,7800,NA,NA,NA,NA,NA,NA,NA,NA,5300,HR,Croatia,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2001,HR06,NA,NA,NA,NA,7900,NA,NA,NA,NA,NA,NA,NA,NA,5500,HR,Croatia,FALSE,1.0128205128205128,NA,NA,NA,NA,NA,NA,NA
NA,2002,HR06,NA,NA,NA,NA,8900,NA,NA,NA,NA,NA,NA,NA,NA,6000,HR,Croatia,FALSE,1.1265822784810127,1.141025641025641,NA,NA,NA,NA,NA,NA
NA,2003,HR06,NA,NA,NA,NA,9200,NA,NA,NA,NA,NA,NA,NA,NA,6200,HR,Croatia,FALSE,1.0337078651685394,1.1645569620253164,1.1794871794871795,NA,NA,NA,NA,NA
NA,2004,HR06,NA,NA,NA,NA,9400,NA,NA,NA,NA,NA,NA,NA,NA,6500,HR,Croatia,FALSE,1.0217391304347827,1.0561797752808988,1.1898734177215189,1.205128205128205,NA,NA,NA,NA
NA,2005,HR06,NA,NA,NA,NA,9900,NA,NA,NA,NA,NA,NA,NA,NA,6800,HR,Croatia,FALSE,1.053191489361702,1.076086956521739,1.1123595505617978,1.2531645569620253,NA,NA,NA,NA
NA,2006,HR06,NA,NA,NA,NA,10700,NA,NA,NA,NA,NA,NA,NA,NA,7100,HR,Croatia,FALSE,1.0808080808080809,1.1382978723404256,1.1630434782608696,1.202247191011236,NA,NA,NA,NA
NA,2007,HR06,NA,NA,NA,NA,11800,NA,NA,NA,NA,NA,NA,NA,NA,7400,HR,Croatia,FALSE,1.102803738317757,1.1919191919191918,1.2553191489361701,1.2826086956521738,NA,NA,NA,NA
NA,2008,HR06,NA,NA,NA,NA,12500,NA,NA,NA,NA,NA,NA,NA,NA,7900,HR,Croatia,FALSE,1.0593220338983051,1.1682242990654206,1.2626262626262625,1.3297872340425532,NA,NA,NA,NA
NA,2009,HR06,NA,NA,NA,NA,11800,NA,NA,NA,NA,NA,NA,NA,NA,7600,HR,Croatia,FALSE,0.944,1,1.102803738317757,1.1919191919191918,NA,NA,NA,NA
NA,2010,HR06,NA,NA,NA,NA,11000,NA,NA,NA,NA,NA,NA,NA,NA,7600,HR,Croatia,FALSE,0.9322033898305084,0.88,0.9322033898305084,1.02803738317757,NA,NA,NA,NA
NA,2011,HR06,NA,NA,NA,NA,11500,NA,NA,NA,NA,NA,NA,NA,NA,8000,HR,Croatia,FALSE,1.0454545454545454,0.9745762711864406,0.92,0.9745762711864406,NA,NA,NA,NA
NA,2012,HR06,NA,NA,NA,NA,11700,NA,NA,NA,NA,NA,NA,NA,NA,8000,HR,Croatia,FALSE,1.017391304347826,1.0636363636363637,0.9915254237288136,0.936,NA,NA,NA,NA
NA,2013,HR06,NA,NA,NA,NA,12300,NA,NA,NA,NA,NA,NA,NA,NA,8100,HR,Croatia,FALSE,1.0512820512820513,1.0695652173913044,1.1181818181818182,1.0423728813559323,NA,NA,NA,NA
NA,2014,HR06,NA,NA,NA,NA,12200,NA,NA,NA,NA,NA,NA,NA,NA,8000,HR,Croatia,FALSE,0.991869918699187,1.0427350427350428,1.0608695652173914,1.1090909090909091,NA,NA,NA,NA
NA,2015,HR06,NA,NA,NA,NA,12800,NA,NA,NA,NA,NA,NA,NA,NA,8400,HR,Croatia,FALSE,1.0491803278688525,1.0406504065040652,1.0940170940170941,1.1130434782608696,NA,NA,NA,NA
NA,2016,HR06,NA,NA,NA,NA,13500,NA,NA,NA,NA,NA,NA,NA,NA,8800,HR,Croatia,FALSE,1.0546875,1.1065573770491803,1.0975609756097562,1.1538461538461537,NA,NA,NA,NA
NA,2017,HR06,NA,NA,NA,NA,14500,NA,NA,NA,NA,NA,NA,NA,NA,9300,HR,Croatia,FALSE,1.0740740740740742,1.1328125,1.1885245901639345,1.1788617886178863,NA,NA,NA,NA
NA,2018,HR06,NA,NA,NA,NA,15400,NA,NA,NA,NA,NA,NA,NA,NA,9800,HR,Croatia,FALSE,1.0620689655172413,1.1407407407407408,1.203125,1.2622950819672132,NA,NA,NA,NA
NA,2019,HR06,NA,NA,NA,NA,16400,NA,NA,NA,NA,NA,NA,NA,NA,10300,HR,Croatia,FALSE,1.0649350649350648,1.1310344827586207,1.2148148148148148,1.28125,NA,NA,NA,NA
NA,2000,HU10,NA,NA,NA,NA,NA,57,38,6.2,4,NA,NA,NA,55.5,NA,HU,Hungary,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2001,HU10,NA,NA,NA,NA,NA,56.1,36.2,7.5,3.5,NA,NA,NA,56.1,NA,HU,Hungary,FALSE,NA,NA,NA,NA,0.9842105263157895,NA,NA,NA
NA,2002,HU10,NA,NA,NA,NA,NA,56.4,36.9,7.2,4.2,NA,NA,NA,57.7,NA,HU,Hungary,FALSE,NA,NA,NA,NA,1.0053475935828877,0.9894736842105263,NA,NA
NA,2003,HU10,NA,NA,NA,NA,NA,57.3,39.3,7.6,6.3,NA,NA,NA,58,NA,HU,Hungary,FALSE,NA,NA,NA,NA,1.0159574468085106,1.0213903743315507,1.0052631578947369,NA
NA,2004,HU10,NA,NA,NA,NA,NA,58.6,41.7,7.2,6,NA,NA,NA,57.1,NA,HU,Hungary,FALSE,NA,NA,NA,NA,1.0226876090750436,1.0390070921985817,1.0445632798573976,1.0280701754385966
NA,2005,HU10,NA,NA,NA,NA,NA,59.6,42.1,7.3,5.6,NA,NA,NA,57.6,NA,HU,Hungary,FALSE,NA,NA,NA,NA,1.0170648464163823,1.0401396160558465,1.0567375886524824,1.0623885918003566
NA,2006,HU10,NA,NA,NA,NA,NA,59.2,42.2,8.6,5.6,NA,NA,NA,58.2,NA,HU,Hungary,FALSE,NA,NA,NA,NA,0.9932885906040269,1.0102389078498293,1.0331588132635254,1.0496453900709222
NA,2007,HU10,NA,NA,NA,NA,NA,58.9,42.1,8.3,5.7,NA,NA,NA,58.6,NA,HU,Hungary,FALSE,NA,NA,NA,NA,0.9949324324324323,0.9882550335570469,1.0051194539249146,1.0279232111692844
NA,2008,HU10,NA,NA,NA,NA,NA,58.4,44.3,7.5,4.8,NA,NA,NA,57.4,NA,HU,Hungary,FALSE,NA,NA,NA,NA,0.9915110356536503,0.9864864864864864,0.9798657718120805,0.9965870307167235
NA,2009,HU10,NA,NA,NA,NA,NA,58.2,43.8,6.9,4.4,NA,NA,NA,57.4,NA,HU,Hungary,FALSE,NA,NA,NA,NA,0.9965753424657535,0.9881154499151105,0.9831081081081081,0.9765100671140939
NA,2010,HU10,NA,NA,NA,NA,NA,58.4,43.2,7.2,3.7,NA,NA,NA,57.5,NA,HU,Hungary,FALSE,NA,NA,NA,NA,1.0034364261168385,1,0.9915110356536503,0.9864864864864864
NA,2011,HU10,NA,NA,NA,NA,NA,58.7,45.4,7.4,3.9,NA,NA,NA,56.4,NA,HU,Hungary,FALSE,NA,NA,NA,NA,1.00513698630137,1.0085910652920962,1.00513698630137,0.9966044142614602
NA,2012,HU10,NA,NA,NA,NA,NA,60.4,45.8,7.7,3.5,NA,NA,NA,56.5,NA,HU,Hungary,FALSE,NA,NA,NA,NA,1.028960817717206,1.0342465753424657,1.0378006872852232,1.0342465753424657
NA,2000,HU11,NA,NA,NA,NA,19400,NA,NA,NA,NA,NA,NA,NA,NA,7800,HU,Hungary,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2001,HU11,NA,NA,NA,NA,21600,NA,NA,NA,NA,45.1,41.9,37.7,NA,8500,HU,Hungary,FALSE,1.1134020618556701,NA,NA,NA,NA,NA,NA,NA
NA,2002,HU11,NA,NA,NA,NA,24500,NA,NA,NA,NA,45.3,41.8,37.6,NA,9400,HU,Hungary,FALSE,1.1342592592592593,1.2628865979381443,NA,NA,NA,NA,NA,NA
NA,2003,HU11,NA,NA,NA,NA,25700,NA,NA,NA,NA,45.3,41.7,37.5,NA,10500,HU,Hungary,FALSE,1.0489795918367346,1.1898148148148149,1.324742268041237,NA,NA,NA,NA,NA
Hungary,2004,HU11,Budapest,0.03112386459884926,0.04817021525161365,0.42190338502876834,27400,NA,NA,NA,NA,45.3,41.5,37.5,NA,11800,HU,Hungary,FALSE,1.066147859922179,1.1183673469387756,1.2685185185185186,1.4123711340206186,NA,NA,NA,NA
NA,2005,HU11,NA,NA,NA,NA,29600,NA,NA,NA,NA,45.2,41.3,37.5,NA,12400,HU,Hungary,FALSE,1.0802919708029197,1.1517509727626458,1.2081632653061225,1.3703703703703705,NA,NA,NA,NA
NA,2006,HU11,NA,NA,NA,NA,31500,NA,NA,NA,NA,44.8,40.9,37.5,NA,12500,HU,Hungary,FALSE,1.0641891891891893,1.1496350364963503,1.2256809338521402,1.2857142857142858,NA,NA,NA,NA
NA,2007,HU11,NA,NA,NA,NA,32400,NA,NA,NA,NA,44.5,40.7,37.6,NA,12000,HU,Hungary,FALSE,1.0285714285714285,1.0945945945945945,1.1824817518248176,1.2607003891050583,NA,NA,NA,NA
NA,2008,HU11,NA,NA,NA,NA,35200,NA,NA,NA,NA,43.9,40.5,37.6,NA,12000,HU,Hungary,FALSE,1.0864197530864197,1.1174603174603175,1.1891891891891893,1.2846715328467153,NA,NA,NA,NA
Hungary,2009,HU11,Budapest,0.12503788327996732,0.12503788327996732,0.6028909883912454,35500,NA,NA,NA,NA,43.4,40.3,37.7,NA,11800,HU,Hungary,FALSE,1.0085227272727273,1.095679012345679,1.126984126984127,1.1993243243243243,NA,NA,NA,NA
NA,2010,HU11,NA,NA,NA,NA,36100,NA,NA,NA,NA,42.9,40.1,37.5,NA,12300,HU,Hungary,FALSE,1.0169014084507042,1.0255681818181819,1.1141975308641976,1.146031746031746,NA,NA,NA,NA
NA,2011,HU11,NA,NA,NA,NA,37200,NA,NA,NA,NA,42.7,40.1,37.5,NA,13600,HU,Hungary,FALSE,1.0304709141274238,1.047887323943662,1.0568181818181819,1.1481481481481481,NA,NA,NA,NA
NA,2012,HU11,NA,NA,NA,NA,37500,NA,NA,NA,NA,43.6,41,38.4,NA,13200,HU,Hungary,FALSE,1.0080645161290323,1.0387811634349031,1.056338028169014,1.0653409090909092,NA,NA,NA,NA
NA,2013,HU11,NA,NA,NA,NA,37400,61.5,53.9,10.1,5.6,43.5,41,38.6,51.7,13600,HU,Hungary,FALSE,0.9973333333333333,1.0053763440860215,1.03601108033241,1.0535211267605633,NA,NA,NA,NA
Hungary,2014,HU11,Budapest,0.5348218536362425,0.5348218536362425,0.5348218536362425,38400,62.4,56.6,8,4.7,43.5,41.1,38.9,49.1,12800,HU,Hungary,FALSE,1.0267379679144386,1.024,1.032258064516129,1.0637119113573408,1.0146341463414634,NA,NA,NA
NA,2015,HU11,NA,NA,NA,NA,38600,63.4,56.7,8.9,10.6,43.5,41.1,39.2,47.4,14100,HU,Hungary,FALSE,1.0052083333333333,1.032085561497326,1.0293333333333334,1.0376344086021505,1.016025641025641,1.0308943089430893,NA,NA
NA,2016,HU11,NA,NA,NA,NA,39000,66.1,55.4,9.6,9.6,43.6,41.4,39.6,49.8,13800,HU,Hungary,FALSE,1.0103626943005182,1.015625,1.0427807486631016,1.04,1.0425867507886435,1.0592948717948718,1.0747967479674796,NA
NA,2017,HU11,NA,NA,NA,NA,41200,65.9,55.8,8.4,9.1,43.8,41.8,40,50.4,14600,HU,Hungary,FALSE,1.0564102564102564,1.067357512953368,1.0729166666666667,1.1016042780748663,0.9969742813918308,1.0394321766561516,1.0560897435897436,1.0715447154471545
NA,2018,HU11,NA,NA,NA,NA,43800,65.4,58.9,10.2,9.4,43.9,42.1,40.2,46.4,16400,HU,Hungary,FALSE,1.0631067961165048,1.123076923076923,1.1347150259067358,1.140625,0.992412746585736,0.9894099848714071,1.0315457413249212,1.0480769230769231
Hungary,2019,HU11,Budapest,0.4414343207280374,0.4414343207280374,0.4414343207280374,47300,66.1,60.3,10.9,8,44.2,42.3,40.4,45.6,17600,HU,Hungary,FALSE,1.0799086757990868,1.1480582524271845,1.2128205128205127,1.2253886010362693,1.010703363914373,1.0030349013657054,1,1.0425867507886435
NA,2000,HU12,NA,NA,NA,NA,8100,NA,NA,NA,NA,NA,NA,NA,NA,6200,HU,Hungary,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2001,HU12,NA,NA,NA,NA,9600,NA,NA,NA,NA,39.5,37,34.7,NA,6700,HU,Hungary,FALSE,1.1851851851851851,NA,NA,NA,NA,NA,NA,NA
NA,2002,HU12,NA,NA,NA,NA,10500,NA,NA,NA,NA,39.4,37,34.8,NA,7000,HU,Hungary,FALSE,1.09375,1.2962962962962963,NA,NA,NA,NA,NA,NA
NA,2003,HU12,NA,NA,NA,NA,11300,NA,NA,NA,NA,39.3,37,35,NA,7800,HU,Hungary,FALSE,1.0761904761904761,1.1770833333333333,1.3950617283950617,NA,NA,NA,NA,NA
Hungary,2004,HU12,Pest,0.03098813056379822,0.0448753709198813,0.5180148367952522,11800,NA,NA,NA,NA,39.2,37,35.1,NA,8300,HU,Hungary,FALSE,1.0442477876106195,1.1238095238095238,1.2291666666666667,1.4567901234567902,NA,NA,NA,NA
NA,2005,HU12,NA,NA,NA,NA,12600,NA,NA,NA,NA,39.1,37.1,35.4,NA,8800,HU,Hungary,FALSE,1.0677966101694916,1.1150442477876106,1.2,1.3125,NA,NA,NA,NA
NA,2006,HU12,NA,NA,NA,NA,12800,NA,NA,NA,NA,39.1,37.2,35.5,NA,8800,HU,Hungary,FALSE,1.0158730158730158,1.0847457627118644,1.1327433628318584,1.2190476190476192,NA,NA,NA,NA
NA,2007,HU12,NA,NA,NA,NA,14200,NA,NA,NA,NA,39.1,37.4,35.7,NA,8300,HU,Hungary,FALSE,1.109375,1.126984126984127,1.2033898305084745,1.2566371681415929,NA,NA,NA,NA
NA,2008,HU12,NA,NA,NA,NA,14100,NA,NA,NA,NA,39.3,37.6,35.9,NA,8400,HU,Hungary,FALSE,0.9929577464788732,1.1015625,1.119047619047619,1.194915254237288,NA,NA,NA,NA
Hungary,2009,HU12,Pest,0.16504346707603174,0.16504346707603174,0.7278001940569365,13500,NA,NA,NA,NA,39.4,37.8,36.1,NA,8100,HU,Hungary,FALSE,0.9574468085106383,0.9507042253521126,1.0546875,1.0714285714285714,NA,NA,NA,NA
NA,2010,HU12,NA,NA,NA,NA,14400,NA,NA,NA,NA,39.6,37.9,36.3,NA,8500,HU,Hungary,FALSE,1.0666666666666667,1.0212765957446808,1.0140845070422535,1.125,NA,NA,NA,NA
NA,2011,HU12,NA,NA,NA,NA,14500,NA,NA,NA,NA,39.9,38.3,36.7,NA,9000,HU,Hungary,FALSE,1.0069444444444444,1.0740740740740742,1.0283687943262412,1.0211267605633803,NA,NA,NA,NA
NA,2012,HU12,NA,NA,NA,NA,14300,NA,NA,NA,NA,40.7,39,37.5,NA,8800,HU,Hungary,FALSE,0.9862068965517241,0.9930555555555556,1.0592592592592593,1.0141843971631206,NA,NA,NA,NA
