DATAFLOW,LAST UPDATE,freq,category,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE21,2002,32.2,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE21,2003,33.9,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE21,2004,34.2,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE21,2005,34.9,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE21,2006,34.3,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE21,2007,34.6,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE21,2008,36.2,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE21,2009,36.1,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE21,2010,36.4,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE21,2011,38.6,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE21,2012,39.6,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE21,2013,40.3,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE21,2014,41.6,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE21,2015,43.3,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE21,2016,44.7,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE21,2017,45.1,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE21,2018,47.0,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE21,2019,47.8,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE21,2020,49.1,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE21,2021,49.6,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE22,1999,39.2,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE22,2000,40.4,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE22,2001,40.9,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE22,2002,39.8,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE22,2003,40.4,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE22,2004,40.9,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE22,2005,41.6,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE22,2006,43.3,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE22,2007,44.6,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE22,2008,44.6,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE22,2009,45.9,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE22,2010,47.4,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE22,2011,47.5,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE22,2012,48.0,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE22,2013,49.0,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE22,2014,49.9,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE22,2015,51.9,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE22,2016,54.9,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE22,2017,56.0,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE22,2018,57.7,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE22,2019,58.1,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE22,2020,57.1,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE22,2021,57.8,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE23,1999,39.5,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE23,2000,42.2,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE23,2001,39.7,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE23,2002,40.0,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE23,2003,40.6,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE23,2004,41.4,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE23,2005,41.9,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE23,2006,42.6,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE23,2007,43.4,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE23,2008,43.5,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE23,2009,43.3,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE23,2010,43.9,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE23,2011,46.4,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE23,2012,48.1,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE23,2013,49.2,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE23,2014,50.3,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE23,2015,50.7,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE23,2016,51.8,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE23,2017,52.4,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE23,2018,53.5,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE23,2019,53.9,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE23,2020,55.7,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE23,2021,55.8,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE3,1999,33.2,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE3,2000,36.6,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE3,2001,34.9,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE3,2002,35.6,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE3,2003,35.6,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE3,2004,35.9,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE3,2005,37.0,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE3,2006,36.9,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE3,2007,37.4,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE3,2008,38.2,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE3,2009,38.8,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE3,2010,39.6,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE3,2011,40.1,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE3,2012,40.9,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE3,2013,42.2,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE3,2014,43.2,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE3,2015,44.8,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE3,2016,46.5,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE3,2017,47.2,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE3,2018,49.0,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE3,2019,48.3,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE3,2020,49.5,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE3,2021,49.5,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE31,1999,33.3,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE31,2000,35.5,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE31,2001,33.1,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE31,2002,34.1,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE31,2003,34.1,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE31,2004,34.9,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE31,2005,34.7,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE31,2006,34.3,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE31,2007,34.8,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE31,2008,36.1,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE31,2009,37.0,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE31,2010,37.5,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE31,2011,37.6,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE31,2012,38.9,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE31,2013,40.1,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE31,2014,40.9,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE31,2015,42.7,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE31,2016,45.7,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE31,2017,45.9,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE31,2018,46.9,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE31,2019,45.5,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE31,2020,47.6,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE31,2021,46.6,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE32,1999,31.3,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE32,2000,36.6,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE32,2001,37.1,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE32,2002,36.2,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE32,2003,37.9,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE32,2004,37.0,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE32,2005,37.4,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE32,2006,38.0,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE32,2007,39.3,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE32,2008,39.7,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE32,2009,40.3,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE32,2010,40.7,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE32,2011,40.7,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE32,2012,41.2,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE32,2013,42.8,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE32,2014,43.1,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE32,2015,44.5,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE32,2016,44.9,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE32,2017,47.5,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE32,2018,49.8,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE32,2019,51.2,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE32,2020,52.2,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE32,2021,52.9,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE33,1999,34.5,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE33,2000,38.3,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE33,2001,36.2,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE33,2002,37.6,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE33,2003,36.5,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE33,2004,36.6,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE33,2005,40.3,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE33,2006,40.1,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE33,2007,40.1,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE33,2008,40.3,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE33,2009,40.5,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE33,2010,42.2,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE33,2011,43.6,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE33,2012,43.9,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE33,2013,45.3,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE33,2014,47.0,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE33,2015,48.2,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE33,2016,48.9,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE33,2017,49.1,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE33,2018,51.7,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE33,2019,51.0,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE33,2020,50.6,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SE33,2021,51.8,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI,1999,27.4,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI,2000,28.0,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI,2001,28.0,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI,2002,29.6,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI,2003,32.5,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI,2004,33.1,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI,2005,34.4,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI,2006,35.9,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI,2007,35.7,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI,2008,37.1,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI,2009,37.8,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI,2010,38.3,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI,2011,39.9,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI,2012,40.6,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI,2013,41.4,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI,2014,41.4,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI,2015,42.9,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI,2016,44.6,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI,2017,45.4,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI,2018,45.4,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI,2019,46.3,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI,2020,49.0,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI,2021,53.7,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI0,1999,27.4,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI0,2000,28.0,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI0,2001,28.0,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI0,2002,29.6,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI0,2003,32.5,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI0,2004,33.1,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI0,2005,34.4,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI0,2006,35.9,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI0,2007,35.7,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI0,2008,37.1,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI0,2009,37.8,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI0,2010,38.3,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI0,2011,39.9,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI0,2012,40.6,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI0,2013,41.4,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI0,2014,41.4,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI0,2015,42.9,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI0,2016,44.6,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI0,2017,45.4,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI0,2018,45.4,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI0,2019,46.3,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI0,2020,49.0,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI0,2021,53.7,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI01,2001,24.4,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI01,2002,25.3,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI01,2003,27.7,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI01,2004,28.7,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI01,2005,28.9,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI01,2006,29.9,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI01,2007,30.4,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI01,2008,31.6,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI01,2009,32.5,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI02,2001,32.3,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI02,2002,34.8,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI02,2003,38.1,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI02,2004,38.3,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI02,2005,40.7,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI02,2006,42.8,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI02,2007,41.8,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI02,2008,43.5,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI02,2009,43.9,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI03,2010,33.3,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI03,2011,35.3,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI03,2012,35.8,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI03,2013,36.4,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI03,2014,36.4,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI03,2015,38.2,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI03,2016,40.1,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI03,2017,40.8,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI03,2018,40.2,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI03,2019,41.5,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI03,2020,44.1,
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI03,2021,48.3,b
ESTAT:HRST_ST_RCAT(1.0),27/09/22 23:00:00,A,HRST,PC_ACT,SI04,2010,43.9,
