DATAFLOW,LAST UPDATE,freq,unit,sex,age,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ02,2020,31.4,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ02,2021,31.8,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ03,1999,55.5,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ03,2000,59.2,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ03,2001,55.4,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ03,2002,55.6,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ03,2003,51.5,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ03,2004,43.3,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ03,2005,40.1,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ03,2006,43.6,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ03,2007,39.9,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ03,2008,41.1,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ03,2009,40.9,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ03,2010,34.7,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ03,2011,32.0,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ03,2012,31.1,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ03,2013,29.8,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ03,2014,34.5,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ03,2015,32.9,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ03,2016,31.4,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ03,2017,29.7,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ03,2018,28.3,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ03,2019,32.4,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ03,2020,33.6,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ03,2021,37.7,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ04,1999,81.5,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ04,2000,86.6,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ04,2001,76.6,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ04,2002,73.6,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ04,2003,74.2,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ04,2004,81.8,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ04,2005,74.8,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ04,2006,71.8,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ04,2007,68.5,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ04,2008,68.7,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ04,2009,74.1,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ04,2010,70.0,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ04,2011,61.5,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ04,2012,58.7,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ04,2013,55.2,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ04,2014,54.5,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ04,2015,56.3,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ04,2016,53.5,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ04,2017,53.3,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ04,2018,57.2,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ04,2019,59.6,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ04,2020,58.3,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ04,2021,53.9,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ05,1999,80.3,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ05,2000,72.5,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ05,2001,68.2,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ05,2002,64.0,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ05,2003,56.6,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ05,2004,53.7,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ05,2005,49.8,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ05,2006,51.3,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ05,2007,48.9,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ05,2008,49.4,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ05,2009,48.7,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ05,2010,40.9,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ05,2011,43.3,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ05,2012,48.4,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ05,2013,42.2,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ05,2014,37.0,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ05,2015,39.6,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ05,2016,41.3,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ05,2017,39.0,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ05,2018,36.2,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ05,2019,37.1,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ05,2020,36.2,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ05,2021,33.8,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ06,1999,75.3,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ06,2000,71.0,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ06,2001,68.8,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ06,2002,59.4,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ06,2003,55.4,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ06,2004,58.9,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ06,2005,53.1,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ06,2006,47.4,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ06,2007,52.4,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ06,2008,42.6,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ06,2009,39.5,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ06,2010,42.1,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ06,2011,35.6,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ06,2012,33.0,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ06,2013,35.1,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ06,2014,32.6,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ06,2015,29.8,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ06,2016,28.0,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ06,2017,32.9,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ06,2018,31.7,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ06,2019,33.3,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ06,2020,32.2,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ06,2021,27.0,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ07,1999,62.2,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ07,2000,65.1,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ07,2001,54.5,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ07,2002,55.9,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ07,2003,43.8,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ07,2004,43.1,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ07,2005,38.3,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ07,2006,41.1,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ07,2007,43.0,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ07,2008,40.4,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ07,2009,34.8,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ07,2010,31.2,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ07,2011,29.5,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ07,2012,32.0,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ07,2013,32.5,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ07,2014,27.4,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ07,2015,23.0,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ07,2016,25.7,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ07,2017,28.0,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ07,2018,22.6,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ07,2019,25.1,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ07,2020,29.5,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ07,2021,23.3,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ08,1999,67.1,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ08,2000,61.6,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ08,2001,60.7,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ08,2002,57.6,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ08,2003,51.2,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ08,2004,49.8,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ08,2005,52.8,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ08,2006,49.3,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ08,2007,48.7,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ08,2008,49.6,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ08,2009,47.2,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ08,2010,41.7,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ08,2011,37.2,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ08,2012,37.0,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ08,2013,35.2,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ08,2014,35.2,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ08,2015,36.2,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ08,2016,40.7,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ08,2017,32.7,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ08,2018,32.1,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ08,2019,37.0,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ08,2020,29.8,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,CZ08,2021,28.8,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE,1999,7245.7,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE,2000,6778.5,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE,2001,6633.6,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE,2002,6502.0,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE,2003,6417.8,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE,2004,6165.0,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE,2005,7231.4,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE,2006,7388.8,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE,2007,7002.7,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE,2008,6598.0,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE,2009,6446.9,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE,2010,5956.3,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE,2011,5665.5,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE,2012,5575.7,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE,2013,5554.6,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE,2014,5515.2,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE,2015,5562.5,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE,2016,5691.0,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE,2017,5717.7,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE,2018,5679.4,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE,2019,5728.8,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE,2020,5966.4,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE,2021,6235.0,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE1,1999,1047.3,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE1,2000,1036.6,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE1,2001,1064.7,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE1,2002,1028.9,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE1,2003,1009.8,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE1,2004,977.2,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE1,2005,1103.3,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE1,2006,1104.5,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE1,2007,1051.4,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE1,2008,978.8,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE1,2009,967.3,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE1,2010,901.5,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE1,2011,853.4,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE1,2012,840.8,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE1,2013,836.7,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE1,2014,840.3,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE1,2015,875.2,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE1,2016,880.6,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE1,2017,891.9,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE1,2018,893.1,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE1,2019,890.1,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE1,2020,924.9,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE1,2021,1031.4,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE11,1999,419.7,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE11,2000,396.6,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE11,2001,420.2,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE11,2002,406.2,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE11,2003,383.7,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE11,2004,379.2,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE11,2005,419.5,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE11,2006,431.1,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE11,2007,404.8,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE11,2008,368.8,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE11,2009,368.7,
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE11,2010,334.3,b
ESTAT:LFST_R_LFP2ACEDU(1.0),27/09/22 23:00:00,A,THS,T,Y15-74,ED0-2,DE11,2011,316.0,b
